id,lat,lon,ph,sand,clay,silt,cec,humus,stickstoff
A20949_4104,52.3725,10.26,5.6,56.2,14.1,29.7,26.1,64.5,6.46
A20872_4217,52.18,10.5425,5.2,31.0,28.8,40.2,30.9,73.5,7.53
A20945_4170,52.3625,10.425,5.0,56.8,15.5,27.7,28.1,77.4,6.07
A20920_4330,52.3,10.825,5.6,51.5,20.3,28.2,29.9,53.8,8.57
A20920_4252,52.3,10.63,5.2,47.3,19.3,33.4,30.9,78.1,8.06
A20915_4192,52.2875,10.48,5.9,45.2,21.1,33.6,32.3,56.7,5.08
A20914_4193,52.285,10.4825,5.3,42.6,21.5,36.0,32.2,71.0,5.92
A21090_4176,52.725,10.44,5.9,63.9,9.2,26.9,30.0,69.6,7.47
A20900_4181,52.25,10.4525,5.3,38.9,21.9,39.2,30.7,72.2,6.8
A20944_4169,52.36,10.4225,5.0,59.7,15.9,24.4,29.5,73.9,6.23
A20903_4285,52.2575,10.7125,6.1,38.1,24.7,37.2,28.9,63.6,7.53
A20890_4183,52.225,10.4575,6.6,28.2,25.6,46.2,30.9,44.6,5.74
A20900_4180,52.25,10.45,5.4,38.6,22.6,38.8,31.8,73.6,6.54
A20901_4180,52.2525,10.45,5.3,36.3,22.3,41.4,31.5,74.6,6.71
A20902_4181,52.255,10.4525,5.3,35.0,22.5,42.5,30.6,68.8,6.32
A20903_4182,52.2575,10.455,5.8,40.1,23.5,36.4,32.2,69.2,5.9
A21067_4261,52.6675,10.6525,4.8,60.9,11.0,28.0,26.0,62.2,5.68
A21063_4286,52.6575,10.715,4.9,57.2,13.6,29.2,26.0,67.8,6.44
A20874_4220,52.185,10.55,5.2,36.3,24.0,39.7,29.6,61.9,8.13
A20828_4081,52.07,10.2025,5.6,16.8,28.6,54.6,26.4,69.4,5.87
A20875_4220,52.1875,10.55,5.1,36.6,24.0,39.4,29.7,61.5,7.6
A20918_4251,52.295,10.6275,5.3,43.9,21.0,35.1,31.6,89.2,7.91
A20840_4108,52.1,10.27,5.4,21.6,28.6,49.8,27.0,78.9,5.98
A20872_4223,52.18,10.5575,5.9,28.5,27.7,43.8,30.7,61.1,7.11
A20901_4261,52.2525,10.6525,6.4,39.4,24.6,36.0,28.9,56.1,7.81
A20874_4221,52.185,10.5525,5.7,32.9,25.4,41.7,29.6,54.8,6.87
A20839_4105,52.0975,10.2625,5.3,20.0,31.6,48.4,27.6,79.1,5.73
A20873_4223,52.1825,10.5575,6.0,28.8,27.3,43.9,31.2,61.7,6.89
A20828_4080,52.07,10.2,5.5,16.9,27.2,55.9,25.7,45.1,5.23
A20922_4135,52.305,10.3375,5.9,29.7,23.4,46.9,29.5,60.5,6.0
A20900_4185,52.25,10.4625,5.2,36.1,23.9,40.0,30.0,76.3,6.84
A20922_4224,52.305,10.56,5.1,45.5,22.4,32.1,31.6,84.2,6.84
A20981_4162,52.4525,10.405,5.1,67.4,11.6,21.0,25.9,76.7,5.0
A20981_4186,52.4525,10.465,4.8,62.9,13.5,23.6,28.3,63.9,5.54
A20910_4237,52.275,10.5925,5.1,36.2,25.3,38.5,28.7,84.6,7.57
A20901_4182,52.2525,10.455,5.3,38.9,22.7,38.4,30.9,77.9,6.8
A20969_4132,52.4225,10.33,5.2,59.8,12.1,28.1,28.4,79.4,6.52
A20905_4186,52.2625,10.465,5.9,42.8,22.4,34.7,31.8,58.4,6.31
A20843_4122,52.1075,10.305,5.3,20.4,33.1,46.5,26.4,85.5,5.91
A20924_4227,52.31,10.5675,5.2,40.9,26.3,32.8,31.4,75.6,6.88
A20947_4244,52.3675,10.61,6.3,55.1,13.6,31.2,32.1,48.8,6.14
A20933_4285,52.3325,10.7125,5.0,54.6,16.6,28.9,29.0,70.1,6.86
A20995_4072,52.4875,10.18,5.3,64.0,16.5,19.5,24.6,76.5,5.88
A20996_4071,52.49,10.1775,5.7,62.5,18.1,19.4,25.1,56.8,5.3
A20934_4274,52.335,10.685,6.4,45.9,22.6,31.5,29.7,50.9,7.59
A20902_4182,52.255,10.455,5.3,37.4,22.0,40.6,29.7,83.9,6.43
A20966_4131,52.415,10.3275,5.2,59.1,13.9,27.1,28.6,87.2,6.55
A20953_4101,52.3825,10.2525,6.0,53.0,18.8,28.2,26.6,52.4,5.06
A20972_4044,52.43,10.11,5.1,44.5,22.4,33.2,26.2,68.4,5.81
A20934_4186,52.335,10.465,5.8,56.1,18.6,25.3,28.7,57.1,6.87
A20953_4091,52.3825,10.2275,5.8,54.5,14.8,30.7,26.7,64.3,7.68
A20954_4098,52.385,10.245,5.5,58.8,13.3,27.9,26.8,73.7,5.63
A20946_4106,52.365,10.265,5.3,57.1,14.7,28.1,27.6,76.6,6.22
A20968_4222,52.42,10.555,5.1,57.0,14.7,28.3,28.8,79.9,6.65
A20968_4219,52.42,10.5475,5.4,59.5,14.3,26.2,28.3,63.0,6.39
A21010_4144,52.525,10.36,5.7,62.7,16.6,20.7,26.9,64.3,5.62
A20934_4178,52.335,10.445,5.9,54.8,22.9,22.3,31.1,65.5,7.1
A20935_4185,52.3375,10.4625,5.8,57.0,19.1,23.8,29.2,56.5,6.73
A20954_4097,52.385,10.2425,5.5,56.9,14.8,28.3,26.0,69.5,5.64
A20934_4185,52.335,10.4625,5.8,56.1,18.6,25.3,28.7,57.1,6.87
A20901_4210,52.2525,10.525,5.4,37.5,24.9,37.7,29.1,92.1,8.89
A20935_4189,52.3375,10.4725,5.8,55.1,19.4,25.5,28.4,56.3,7.03
A20929_4174,52.3225,10.435,6.1,51.6,21.4,27.1,29.3,61.6,6.71
A20927_4172,52.3175,10.43,6.2,41.8,26.4,31.8,30.2,56.5,6.36
A20826_4145,52.065,10.3625,5.2,20.9,30.5,48.6,26.9,78.5,5.86
A20832_4142,52.08,10.355,5.1,22.5,33.5,44.0,27.7,68.7,5.47
A20832_4144,52.08,10.36,5.1,22.5,32.7,44.7,27.6,69.9,5.37
A20827_4144,52.0675,10.36,5.4,21.3,32.1,46.6,26.8,75.0,6.18
A20826_4144,52.065,10.36,5.4,21.1,31.1,47.8,26.7,83.6,6.13
A20831_4147,52.0775,10.3675,5.1,21.4,31.6,47.0,27.8,64.2,5.66
A21083_4205,52.7075,10.5125,5.5,62.9,12.3,24.7,27.8,70.5,4.74
A20934_4190,52.335,10.475,6.0,55.1,19.6,25.3,29.0,59.0,7.64
A21064_4262,52.66,10.655,4.8,61.5,12.7,25.8,27.1,73.7,5.84
A21068_4264,52.67,10.66,4.8,62.0,10.7,27.3,26.7,70.4,5.47
A20842_4163,52.105,10.4075,5.2,20.7,29.8,49.5,30.7,77.4,6.1
A20941_4158,52.3525,10.395,5.9,50.0,20.6,29.4,29.4,62.9,5.59
A20921_4138,52.3025,10.345,5.2,36.6,23.6,39.8,31.3,75.2,5.95
A20910_4187,52.275,10.4675,5.4,41.3,20.4,38.4,31.4,64.9,6.17
A20965_4374,52.4125,10.935,4.9,50.4,20.0,29.5,31.0,79.2,8.07
A20911_4159,52.2775,10.3975,5.9,36.1,22.6,41.2,31.6,58.7,6.6
A20996_4229,52.49,10.5725,5.1,61.9,15.9,22.2,27.3,80.5,5.69
A20995_4231,52.4875,10.5775,5.5,64.9,14.3,20.9,27.7,63.7,6.19
A20825_4060,52.0625,10.15,5.3,18.5,26.9,54.6,30.3,71.0,5.49
A20821_4041,52.0525,10.1025,5.3,17.6,29.2,53.1,27.7,70.9,5.75
A20996_4231,52.49,10.5775,5.0,60.7,17.2,22.1,26.6,83.8,5.87
A20996_4230,52.49,10.575,5.0,60.7,17.2,22.1,26.6,83.8,5.87
A20986_4203,52.465,10.5075,5.2,65.1,14.5,20.4,26.0,65.4,5.25
A20953_4098,52.3825,10.245,5.7,53.9,17.7,28.4,27.1,61.1,5.07
A20987_4206,52.4675,10.515,5.2,63.9,13.9,22.2,25.8,73.5,5.0
A20855_4322,52.1375,10.805,5.8,42.2,21.7,36.0,30.6,65.2,5.94
A20857_4319,52.1425,10.7975,6.6,38.0,24.2,37.8,30.6,51.8,6.02
A20857_4322,52.1425,10.805,5.8,37.0,23.9,39.0,31.2,60.6,5.9
A20856_4322,52.14,10.805,5.7,40.9,22.0,37.1,30.5,65.4,5.86
A20987_4204,52.4675,10.51,5.2,64.1,13.7,22.2,26.1,59.4,5.3
A20962_4134,52.405,10.335,6.1,67.0,11.1,21.9,28.5,55.3,6.98
A20928_4176,52.32,10.44,6.1,50.5,21.7,27.8,29.2,56.5,6.78
A20965_4128,52.4125,10.32,5.7,52.1,14.5,33.4,29.7,54.7,6.12
A20835_4136,52.0875,10.34,5.2,20.2,30.6,49.2,26.6,66.8,5.04
A21051_4074,52.6275,10.185,5.1,59.4,15.1,25.6,27.1,76.6,5.8
A20856_4264,52.14,10.66,5.3,24.8,28.9,46.4,26.9,92.2,6.37
A20853_4271,52.1325,10.6775,5.1,27.0,29.2,43.8,29.5,74.6,5.94
A20857_4263,52.1425,10.6575,5.3,20.0,28.4,51.6,27.7,94.4,6.3
A20914_4306,52.285,10.765,5.2,39.3,21.0,39.7,31.5,83.1,6.78
A20880_4234,52.2,10.585,6.4,32.5,22.6,44.8,30.6,56.1,8.75
A20912_4303,52.28,10.7575,5.2,38.7,20.4,40.9,31.3,82.1,7.08
A20857_4266,52.1425,10.665,5.3,39.7,22.2,38.1,31.9,77.8,8.02
A20852_4271,52.13,10.6775,5.7,26.6,29.4,44.0,27.0,61.0,5.35
A20955_4136,52.3875,10.34,5.1,56.9,12.5,30.6,28.4,64.2,6.72
A20957_4137,52.3925,10.3425,5.4,58.4,12.0,29.5,28.7,59.0,6.72
A20857_4261,52.1425,10.6525,5.3,19.9,28.0,52.1,28.0,95.6,6.45
A20956_4136,52.39,10.34,5.2,58.3,11.9,29.8,27.5,68.6,7.06
A20981_4285,52.4525,10.7125,4.8,63.3,12.0,24.7,30.6,79.8,7.49
A20912_4233,52.28,10.5825,5.7,38.5,24.4,37.1,29.4,58.4,6.57
A20860_4323,52.15,10.8075,5.4,38.8,24.5,36.7,31.3,65.4,6.59
A20940_4080,52.35,10.2,5.6,53.1,21.9,25.0,26.3,59.4,5.23
A20922_4140,52.305,10.35,5.2,38.0,22.4,39.6,29.8,72.5,5.67
A20850_4060,52.125,10.15,5.1,21.0,28.4,50.6,30.3,71.9,5.46
A20877_4294,52.1925,10.735,5.3,19.3,29.2,51.5,27.0,84.0,6.18
A20899_4247,52.2475,10.6175,5.0,40.3,24.4,35.3,30.3,79.8,7.56
A20854_4208,52.135,10.52,5.4,21.8,30.6,47.6,30.7,72.7,6.8
A20858_4323,52.145,10.8075,5.2,38.7,22.9,38.4,30.9,72.8,6.04
A20859_4282,52.1475,10.705,6.6,30.4,31.6,38.0,29.8,61.5,7.87
A20925_4189,52.3125,10.4725,5.9,50.8,20.5,28.7,29.3,57.8,7.4
A20925_4187,52.3125,10.4675,5.8,49.7,19.2,31.1,29.7,51.5,6.68
A20963_4319,52.4075,10.7975,5.1,51.4,16.8,31.7,30.8,73.2,7.2
A20935_4115,52.3375,10.2875,5.3,38.1,19.6,42.3,29.5,73.7,6.71
A20910_4223,52.275,10.5575,5.4,37.2,24.3,38.5,28.8,86.4,6.32
A20915_4306,52.2875,10.765,5.2,34.0,23.8,42.1,30.1,88.1,5.91
A21050_4076,52.625,10.19,5.2,62.9,14.9,22.2,27.6,85.4,5.54
A20962_4182,52.405,10.455,5.0,62.1,13.7,24.2,26.7,70.8,5.35
A21050_4075,52.625,10.1875,5.2,62.6,15.0,22.4,27.5,84.0,5.67
A20963_4183,52.4075,10.4575,5.0,61.3,12.7,26.1,26.2,69.7,5.53
A20962_4181,52.405,10.4525,5.0,64.4,12.3,23.3,26.8,78.8,5.52
A20954_4099,52.385,10.2475,5.5,58.8,13.3,27.9,26.8,73.7,5.63
A20934_4086,52.335,10.215,5.2,54.6,17.4,28.0,26.9,76.6,5.47
A20935_4102,52.3375,10.255,6.4,50.4,16.9,32.6,28.7,66.7,6.76
A20914_4305,52.285,10.7625,5.6,38.5,21.5,40.0,30.5,79.2,6.66
A20960_4182,52.4,10.455,5.2,59.9,14.2,25.9,27.4,71.8,5.79
A20915_4251,52.2875,10.6275,5.2,40.3,22.1,37.6,31.3,87.2,7.92
A20936_4091,52.34,10.2275,5.7,57.1,15.0,27.9,28.4,70.5,5.36
A21002_4207,52.505,10.5175,5.3,65.3,11.6,23.2,26.1,65.6,5.7
A20947_4131,52.3675,10.3275,5.1,52.9,15.0,32.1,28.2,66.2,5.91
A20946_4133,52.365,10.3325,5.2,49.9,15.8,34.3,27.2,72.4,6.33
A21113_4091,52.7825,10.2275,4.8,46.7,16.6,36.8,24.4,85.3,5.52
A20945_4134,52.3625,10.335,5.2,50.7,18.8,30.4,27.4,76.2,5.94
A20908_4236,52.27,10.59,5.1,37.0,27.8,35.2,32.3,75.6,7.01
A21025_4253,52.5625,10.6325,5.7,61.4,13.3,25.3,26.9,58.6,6.16
A21026_4254,52.565,10.635,5.4,58.5,13.2,28.3,26.9,66.6,6.09
A20828_4145,52.07,10.3625,5.2,20.9,31.1,48.0,26.9,73.4,5.8
A21016_4308,52.54,10.77,4.8,64.6,11.9,23.4,27.6,67.1,6.44
A20848_4123,52.12,10.3075,5.2,21.7,31.5,46.8,27.0,70.4,5.43
A20848_4124,52.12,10.31,5.3,21.1,31.7,47.2,27.2,68.3,5.89
A20851_4129,52.1275,10.3225,6.3,18.1,29.1,52.8,27.3,52.1,5.74
A21014_4311,52.535,10.7775,4.9,64.5,11.8,23.6,27.5,69.9,6.93
A20935_4152,52.3375,10.38,5.7,44.2,20.7,35.1,30.4,62.6,5.51
A20942_4193,52.355,10.4825,5.7,49.6,22.2,28.2,28.2,53.9,5.81
A20959_4140,52.3975,10.35,5.6,64.6,10.0,25.4,27.4,63.6,7.32
A20940_4188,52.35,10.47,5.8,43.2,24.3,32.5,31.1,59.5,5.83
A20941_4189,52.3525,10.4725,6.1,46.1,22.7,31.2,31.5,50.0,5.75
A20954_4088,52.385,10.22,5.6,56.2,12.5,31.3,26.6,74.8,7.34
A20972_4110,52.43,10.275,6.0,51.9,20.8,27.3,24.2,59.8,6.32
A20922_4142,52.305,10.355,5.1,41.0,20.2,38.8,29.1,78.4,5.75
A20889_4234,52.2225,10.585,5.3,35.8,22.0,42.2,31.9,75.7,8.64
A20922_4136,52.305,10.34,5.3,28.5,23.5,48.0,30.0,78.1,6.16
A20919_4140,52.2975,10.35,5.1,35.8,21.9,42.2,30.4,78.7,6.01
A20919_4139,52.2975,10.3475,5.1,35.8,21.9,42.2,30.4,78.7,6.01
A20921_4142,52.3025,10.355,5.2,40.4,20.0,39.6,29.9,78.9,6.01
A20843_4155,52.1075,10.3875,6.0,18.1,26.6,55.3,29.4,68.0,6.08
A20849_4116,52.1225,10.29,5.2,19.3,26.6,54.1,28.1,72.4,5.67
A21020_4060,52.55,10.15,6.1,66.9,13.4,19.7,30.4,62.4,5.71
A20922_4245,52.305,10.6125,6.2,43.2,20.1,36.7,30.2,67.0,8.35
A21028_4049,52.57,10.1225,6.1,65.1,16.5,18.4,26.4,63.1,6.39
A20977_4188,52.4425,10.47,5.2,62.7,14.4,22.9,27.7,73.3,7.14
A20919_4253,52.2975,10.6325,5.2,46.9,21.1,32.0,31.5,75.5,7.89
A20983_4099,52.4575,10.2475,5.5,66.4,14.7,18.9,27.0,80.1,5.77
A20913_4311,52.2825,10.7775,5.0,42.4,23.1,34.5,30.8,80.7,7.67
A20889_4237,52.2225,10.5925,5.5,32.7,21.6,45.7,32.4,68.6,8.26
A20901_4392,52.2525,10.98,5.0,39.4,18.6,41.9,31.7,71.0,6.6
A20928_4179,52.32,10.4475,6.2,52.4,21.0,26.7,29.3,56.7,7.67
A20985_4325,52.4625,10.8125,4.7,59.5,14.9,25.5,29.0,70.3,7.29
A20928_4180,52.32,10.45,5.8,51.8,20.1,28.1,30.2,62.9,7.02
A20920_4139,52.3,10.3475,5.1,36.1,21.7,42.2,30.5,77.6,6.24
A20946_4168,52.365,10.42,5.1,59.2,15.4,25.3,28.1,69.5,6.14
A20881_4301,52.2025,10.7525,5.3,24.7,30.1,45.2,28.7,67.5,6.51
A20882_4300,52.205,10.75,5.4,24.9,30.0,45.1,29.2,67.0,7.04
A20882_4288,52.205,10.72,5.4,25.7,27.5,46.8,27.6,76.9,5.74
A20912_4236,52.28,10.59,5.7,39.5,23.4,37.2,29.3,54.1,7.03
A21018_4099,52.545,10.2475,5.2,64.6,14.8,20.6,25.6,77.7,5.69
A20951_4167,52.3775,10.4175,5.3,56.8,17.3,25.8,27.1,76.9,5.31
A20952_4169,52.38,10.4225,4.9,56.1,17.6,26.3,26.1,74.0,5.42
A20908_4114,52.27,10.285,6.6,35.0,19.9,45.0,29.5,54.7,6.31
A20920_4224,52.3,10.56,5.6,45.6,20.9,33.5,30.2,60.3,6.65
A20895_4254,52.2375,10.635,5.2,38.1,23.0,38.9,31.3,85.2,7.38
A20843_4107,52.1075,10.2675,5.9,20.7,33.4,45.9,28.5,55.0,5.6
A21116_4051,52.79,10.1275,4.8,68.3,11.1,20.6,28.1,96.3,5.43
A20892_4206,52.23,10.515,5.6,35.9,26.0,38.1,29.8,75.3,9.37
A20855_4269,52.1375,10.6725,5.3,23.2,24.3,52.4,27.2,84.6,6.35
A20938_4178,52.345,10.445,5.5,47.3,21.8,30.9,32.4,78.7,6.55
A20930_4169,52.325,10.4225,5.7,56.1,17.7,26.2,30.1,65.7,6.26
A21022_4252,52.555,10.63,5.6,60.3,13.3,26.5,26.9,70.5,6.88
A21007_4377,52.5175,10.9425,4.9,58.5,15.3,26.2,29.5,79.4,6.81
A20894_4322,52.235,10.805,4.9,28.5,28.6,42.9,28.5,72.2,6.4
A20908_4240,52.27,10.6,5.0,38.8,22.6,38.5,31.2,68.1,8.19
A20951_4292,52.3775,10.73,5.2,48.7,16.6,34.7,27.7,65.9,6.64
A21017_4136,52.5425,10.34,5.9,72.8,9.8,17.3,26.8,61.1,7.29
A20892_4223,52.23,10.5575,5.1,34.7,29.0,36.3,30.2,69.8,7.48
A20920_4328,52.3,10.82,6.1,47.2,20.4,32.4,29.3,60.4,8.23
A20927_4181,52.3175,10.4525,5.9,50.7,21.4,27.9,29.5,62.0,7.09
A20902_4183,52.255,10.4575,5.6,39.5,23.0,37.5,30.4,66.9,6.13
A21121_4425,52.8025,11.0625,5.1,64.8,13.2,21.9,29.7,69.0,8.48
A20908_4239,52.27,10.5975,5.1,37.3,25.2,37.5,32.2,72.7,7.31
A20933_4047,52.3325,10.1175,5.7,48.2,19.2,32.5,28.7,65.6,5.67
A20896_4389,52.24,10.9725,6.3,42.5,22.1,35.3,32.4,65.8,6.92
A20925_4186,52.3125,10.465,5.8,49.7,19.2,31.1,29.7,51.5,6.68
A20893_4227,52.2325,10.5675,5.4,35.2,28.6,36.2,30.4,79.0,7.64
A20887_4223,52.2175,10.5575,6.4,29.6,23.3,47.1,31.9,56.8,8.02
A20840_4128,52.1,10.32,5.2,22.2,26.2,51.6,28.2,79.5,6.76
A20993_4058,52.4825,10.145,5.2,58.3,19.0,22.7,27.9,71.4,6.52
A20963_4195,52.4075,10.4875,5.0,56.5,17.6,25.9,28.9,66.2,6.28
A21004_4401,52.51,11.0025,4.9,64.3,13.7,22.1,29.4,87.7,6.66
A21117_4172,52.7925,10.43,4.7,69.9,11.9,18.2,24.9,79.2,5.55
A20904_4181,52.26,10.4525,5.9,41.6,22.0,36.4,32.1,65.5,6.4
A20904_4184,52.26,10.46,5.9,41.4,23.6,35.0,32.2,58.9,6.33
A20899_4186,52.2475,10.465,5.8,41.0,23.0,36.0,30.3,57.9,5.82
A20925_4213,52.3125,10.5325,5.5,44.3,25.1,30.6,29.3,66.1,7.16
A21021_4130,52.5525,10.325,5.4,64.9,12.1,23.0,28.3,77.7,6.12
A20939_4052,52.3475,10.13,5.1,44.6,19.4,36.0,26.9,71.8,5.93
A21022_4131,52.555,10.3275,5.2,69.8,10.1,20.1,29.1,93.4,5.96
A21016_4137,52.54,10.3425,5.4,73.3,9.1,17.6,27.8,78.5,7.49
A20885_4308,52.2125,10.77,5.2,23.7,29.1,47.2,28.7,77.9,5.99
A20832_4081,52.08,10.2025,5.3,21.3,28.3,50.4,28.2,65.0,5.23
A20922_4337,52.305,10.8425,6.4,48.7,21.1,30.2,28.0,48.2,7.17
A20842_4130,52.105,10.325,5.5,19.6,32.0,48.3,28.9,68.6,4.65
A20897_4429,52.2425,11.0725,4.9,30.8,22.2,47.1,31.7,79.5,7.22
A20857_4291,52.1425,10.7275,6.7,31.3,33.4,35.3,29.8,47.8,7.76
A20899_4302,52.2475,10.755,5.3,29.3,31.6,39.1,28.3,79.6,6.62
A20919_4202,52.2975,10.505,5.8,42.1,27.9,30.0,32.7,60.0,6.19
A20920_4273,52.3,10.6825,5.3,51.5,15.5,33.0,32.2,83.0,7.61
A20925_4224,52.3125,10.56,5.4,42.5,26.3,31.2,31.2,77.6,6.23
A20902_4209,52.255,10.5225,5.4,38.2,25.2,36.6,28.8,91.0,9.11
A20901_4336,52.2525,10.84,6.5,40.0,22.2,37.8,28.5,58.9,7.61
A20969_4374,52.4225,10.935,4.9,54.3,17.4,28.2,32.3,72.4,8.14
A20874_4324,52.185,10.81,5.1,24.6,24.4,51.0,27.4,78.0,5.36
A20951_4168,52.3775,10.42,4.9,57.2,16.6,26.3,26.3,78.1,5.5
A20933_4241,52.3325,10.6025,5.1,36.8,22.2,41.0,30.6,91.1,7.09
A20846_4129,52.115,10.3225,5.3,18.4,30.0,51.6,27.8,73.6,5.59
A20870_4324,52.175,10.81,5.1,28.3,29.2,42.4,28.7,76.1,7.34
A20842_4137,52.105,10.3425,5.4,20.1,32.7,47.1,28.2,65.5,5.69
A20902_4300,52.255,10.75,6.6,30.5,30.1,39.4,29.5,70.6,9.2
A20903_4242,52.2575,10.605,5.1,44.4,23.5,32.1,30.7,90.1,6.68
A20901_4241,52.2525,10.6025,5.2,38.9,25.6,35.5,31.0,76.8,7.36
A20857_4258,52.1425,10.645,5.3,25.3,27.3,47.5,27.8,89.9,5.79
A20909_4383,52.2725,10.9575,5.2,40.6,21.5,37.9,29.2,68.7,8.65
A20902_4242,52.255,10.605,5.2,44.9,24.4,30.6,30.4,86.1,6.95
A20900_4270,52.25,10.675,5.8,37.0,24.3,38.7,29.4,64.5,7.04
A20912_4188,52.28,10.47,5.3,45.8,19.8,34.4,32.1,81.8,5.93
A20854_4191,52.135,10.4775,5.5,20.9,30.4,48.7,29.3,76.0,6.12
A20965_4297,52.4125,10.7425,5.9,50.4,12.7,36.9,27.2,49.9,6.39
A20966_4366,52.415,10.915,4.7,48.2,19.5,32.3,29.4,74.7,7.84
A20901_4169,52.2525,10.4225,6.5,32.6,23.5,43.9,31.2,60.3,5.64
A20919_4220,52.2975,10.55,5.3,47.7,19.0,33.4,32.7,81.2,7.64
A20910_4403,52.275,11.0075,5.1,27.3,22.9,49.8,30.8,60.7,7.11
A20949_4099,52.3725,10.2475,5.9,57.1,13.5,29.5,26.7,57.3,5.67
A20912_4187,52.28,10.4675,5.3,45.8,19.8,34.4,32.1,81.8,5.93
A20855_4191,52.1375,10.4775,6.0,20.7,30.4,48.9,28.9,63.3,5.66
A20857_4304,52.1425,10.76,6.6,28.3,33.6,38.2,31.9,59.6,6.69
A20905_4233,52.2625,10.5825,5.5,39.4,26.1,34.5,31.5,80.9,8.01
A20981_4286,52.4525,10.715,4.9,62.1,12.5,25.4,30.1,82.9,7.7
A20981_4294,52.4525,10.735,5.9,62.4,15.6,22.1,28.0,59.2,7.73
A20912_4189,52.28,10.4725,5.2,45.0,21.1,33.9,32.0,88.9,6.11
A20920_4250,52.3,10.625,5.1,47.1,17.9,34.9,30.8,88.4,8.28
A20919_4203,52.2975,10.5075,6.0,41.7,27.8,30.5,31.7,58.0,6.81
A20902_4240,52.255,10.6,5.2,38.9,24.8,36.3,30.8,84.8,7.09
A20913_4190,52.2825,10.475,5.1,42.5,22.3,35.2,32.2,88.6,5.8
A20902_4241,52.255,10.6025,5.2,38.9,24.8,36.3,30.8,84.8,7.09
A20918_4202,52.295,10.505,6.2,41.6,29.0,29.4,32.6,58.8,6.42
A20970_4376,52.425,10.94,4.8,57.1,17.4,25.4,31.3,85.2,8.25
A21022_4132,52.555,10.33,5.2,68.4,11.5,20.1,28.5,95.0,6.12
A20823_4079,52.0575,10.1975,5.1,21.1,24.4,54.5,27.8,75.1,5.67
A20918_4247,52.295,10.6175,5.8,40.2,22.3,37.4,28.2,68.1,7.96
A20856_4258,52.14,10.645,5.3,25.7,23.2,51.1,28.3,88.6,5.87
A20873_4218,52.1825,10.545,5.2,33.6,27.8,38.6,30.1,69.8,7.99
A20964_4317,52.41,10.7925,5.0,50.6,15.3,34.1,29.8,78.0,6.38
A20958_4209,52.395,10.5225,5.1,60.3,17.7,22.0,28.0,78.1,5.97
A20938_4286,52.345,10.715,5.0,51.6,16.7,31.6,29.6,80.4,6.47
A20981_4287,52.4525,10.7175,4.9,62.1,12.5,25.4,30.1,82.9,7.7
A20896_4239,52.24,10.5975,6.5,36.1,27.3,36.5,32.6,65.8,7.02
A20856_4260,52.14,10.65,5.3,24.6,26.4,49.0,28.0,85.4,5.83
A20912_4184,52.28,10.46,5.2,46.5,20.5,33.1,30.7,70.8,6.55
A20856_4261,52.14,10.6525,5.2,25.4,27.1,47.4,27.9,88.3,5.86
A20855_4259,52.1375,10.6475,5.3,24.9,22.4,52.7,28.0,88.1,5.87
A20861_4134,52.1525,10.335,6.1,22.1,29.4,48.4,29.7,55.7,5.49
A20856_4321,52.14,10.8025,6.6,40.7,21.6,37.7,30.4,54.6,5.92
A21022_4130,52.555,10.325,5.2,69.7,10.4,19.9,29.2,91.4,6.07
A20855_4256,52.1375,10.64,5.3,29.7,25.7,44.6,27.9,93.0,6.29
A21029_4114,52.5725,10.285,5.4,68.7,13.6,17.7,25.6,60.8,5.84
A20921_4178,52.3025,10.445,5.8,44.3,23.5,32.2,30.1,72.1,5.62
A20842_4110,52.105,10.275,5.7,20.0,31.3,48.7,28.1,49.0,5.54
A20924_4186,52.31,10.465,5.8,50.1,18.8,31.0,29.5,58.8,6.14
A20904_4225,52.26,10.5625,5.8,37.7,22.4,39.9,28.7,66.8,7.13
A20965_4318,52.4125,10.795,5.2,52.4,16.6,31.0,29.6,72.4,6.97
A20966_4242,52.415,10.605,5.8,57.9,15.7,26.3,29.2,65.4,6.93
A20919_4215,52.2975,10.5375,5.3,47.6,18.5,33.9,31.9,84.1,6.83
A20919_4247,52.2975,10.6175,6.3,41.7,22.6,35.7,27.9,65.0,8.53
A20917_4252,52.2925,10.63,5.3,42.6,21.7,35.7,31.9,86.3,7.75
A20927_4173,52.3175,10.4325,6.2,41.8,26.4,31.8,30.2,56.5,6.36
A20826_4155,52.065,10.3875,5.2,21.3,30.8,47.9,27.2,72.3,5.84
A20906_4233,52.265,10.5825,6.1,38.2,26.1,35.8,31.5,66.2,7.64
A20907_4223,52.2675,10.5575,5.2,35.4,25.9,38.7,30.2,94.7,7.53
A20825_4156,52.0625,10.39,6.7,24.1,28.4,47.5,28.2,65.6,6.33
A20949_4285,52.3725,10.7125,4.9,49.2,18.8,32.0,28.9,76.8,6.37
A21127_4057,52.8175,10.1425,4.8,52.8,22.0,25.2,26.0,81.5,5.64
A20909_4316,52.2725,10.79,6.5,48.5,20.3,31.1,29.6,59.4,8.62
A20913_4322,52.2825,10.805,5.2,50.3,18.8,30.8,30.9,75.3,8.06
A21002_4134,52.505,10.335,6.2,66.5,14.8,18.8,26.9,53.0,5.83
A20908_4237,52.27,10.5925,5.1,38.0,25.9,36.1,32.3,70.8,6.88
A20891_4232,52.2275,10.58,5.4,40.0,21.8,38.2,31.3,77.3,6.99
