id,titel,wald,ort,abstand_km
W1318,Wald bei Bortfeld,,Bortfeld,1.5
W1319,Wald bei Bortfeld,,Bortfeld,0.5
W1320,Wald bei Kanzlerfeld,,Kanzlerfeld,1.4
W1321,Wald bei Kanzlerfeld,,Kanzlerfeld,1.2
W1322,Wald bei Schwarzer Berg,,Schwarzer Berg,0.8
W1323,Wald bei Nordstadt,,Nordstadt,1.0
W1324,Wald bei Querum,,Querum,0.1
W1325,Wald bei Volkmarode,,Volkmarode,0.6
W1326,Wald bei Dibbesdorf,,Dibbesdorf,1.4
W1327,Wald bei Hordorf,,Hordorf,0.7
W1328,Wald bei Hordorf,,Hordorf,1.4
W1329,Wald bei Wohld,,Wohld,0.8
W1330,Wald bei Scheppau,,Scheppau,1.2
W1331,Wald bei Scheppau,,Scheppau,1.0
W1332,Wald bei Rieseberg,,Rieseberg,0.5
W1333,Wald bei Lutterheide,,Lutterheide,0.4
W1334,Wald bei Uhry,,Uhry,0.5
W1335,Wald bei Rennau,,Rennau,2.0
W1336,Wald bei Rennau,,Rennau,0.4
W1337,Wald bei Rottorf,,Rottorf,0.3
W1338,Wald bei Mariental-Horst,,Mariental-Horst,1.7
W1339,Wald bei Mariental-Horst,,Mariental-Horst,0.6
W1340,Wald bei Grasleben,,Grasleben,1.9
W1341,Wald bei Drachenberg,,Drachenberg,0.6
W1342,Wald bei Hödingen,,Hödingen,1.2
W1343,Wald bei Eschenrode,,Eschenrode,1.0
W1344,Wald bei Eschenrode,,Eschenrode,2.5
W1345,Wald bei Equord,,Equord,2.1
W1346,Wald bei Schwicheldt,,Schwicheldt,0.5
W0220,Wald bei Berkum,,Berkum,0.6
W1347,Wald bei Bauernsiedlung,,Bauernsiedlung,0.8
W1348,Wald bei Südstadt,,Südstadt,0.4
W0221,Wald bei Dungelbeck,,Dungelbeck,0.7
W0222,Wald bei Woltorf,,Woltorf,0.5
W0223,Wald bei Fürstenau,,Fürstenau,0.2
W0224,Wald bei Sophiental,,Sophiental,1.3
W1349,Wald bei Marina Bortfeld,,Marina Bortfeld,1.3
W0225,Wald bei Völkenrode,,Völkenrode,1.2
W1350,Wald bei Völkenrode,,Völkenrode,0.6
W1351,Wald bei Watenbüttel,,Watenbüttel,0.7
W1352,Wald bei Veltenhof,,Veltenhof,0.6
W0226,Wald bei Kralenriede,,Kralenriede,0.4
W0227,Wald bei Querum,,Querum,1.3
W1353,Wald bei Sydikum,,Sydikum,0.2
W0228,Wald bei Wendhausen,,Wendhausen,1.6
W0229,Wald bei Essehof,,Essehof,0.4
W0230,Wald bei Wohld,,Wohld,1.9
W0231,Wald bei Wohld,,Wohld,0.7
W1354,Wald bei Wohld,,Wohld,2.1
W1355,Wald bei Rotenkamp,,Rotenkamp,0.8
W0232,Wald bei Ochsendorf,,Ochsendorf,0.7
W0233,Wald bei Beienrode,,Beienrode,1.1
W0234,Wald bei Uhry,,Uhry,1.1
W0235,Wald bei Ahmstorf,,Ahmstorf,1.1
W0236,Wald bei Rennau,,Rennau,1.2
W1356,Wald bei Rottorf,,Rottorf,1.7
W0237,Wald bei Mariental-Horst,,Mariental-Horst,1.6
W0238,Wald bei Grasleben,,Grasleben,0.5
W0239,Wald bei Drachenberg,,Drachenberg,1.0
W0240,Wald bei Drachenberg,,Drachenberg,1.1
W0241,Wald bei Hödingen,,Hödingen,0.2
W0242,Wald bei Graui,,Graui,1.8
W1357,Wald bei Graui,,Graui,1.9
W1358,Wald bei Gut Schierke,,Gut Schierke,1.0
W1359,Wald bei Schwicheldt,,Schwicheldt,2.2
W1360,Wald bei Vöhrum,,Vöhrum,1.2
W0243,Wald bei Peine Kernstadt,,Peine Kernstadt,0.7
W1361,Wald bei Peine Kernstadt,,Peine Kernstadt,0.8
W1362,Wald bei Essinghausen,,Essinghausen,0.5
W0244,Wald bei Woltorf,,Woltorf,1.7
W0245,Wald bei Sophiental,,Sophiental,1.5
W1363,Wald bei Rüper,,Rüper,1.9
W1364,Wald bei Wendeburg,,Wendeburg,0.6
W1365,Wald bei Wendeburg,,Wendeburg,1.7
W1366,Wald bei Hülperode,,Hülperode,0.5
W1367,Wald bei Harxbüttel,,Harxbüttel,1.6
W1368,Wald bei Wenden,,Wenden,1.1
W1369,Wald bei Bienrode,,Bienrode,1.1
W0246,Wald bei Waggum,,Waggum,1.3
W0247,Wald bei Hondelage,,Hondelage,0.6
W0248,Wald bei Wendhausen,,Wendhausen,0.4
W0249,Wald bei Lehre,,Lehre,1.0
W0250,Wald bei Kampstüh,,Kampstüh,0.6
W0251,Wald bei Kampstüh,,Kampstüh,1.4
W0252,Wald bei Rotenkamp,,Rotenkamp,2.1
W1370,Wald bei Boimstorf,,Boimstorf,2.3
W1371,Wald bei Glentorf,,Glentorf,0.5
W0253,Wald bei Klein Steimke,,Klein Steimke,1.3
W0254,Wald bei Rhode,,Rhode,0.5
W1372,Wald bei Bisdorf,,Bisdorf,0.7
W0255,Wald bei Ahmstorf,,Ahmstorf,2.3
W0256,Wald bei Querenhorst,,Querenhorst,1.9
W0257,Wald bei Heidwinkel,,Heidwinkel,0.4
W1373,Wald bei Heidwinkel,,Heidwinkel,1.5
W0258,Wald bei Weferlingen,,Weferlingen,0.9
W1374,Wald bei Weferlingen,,Weferlingen,1.7
W1375,Wald bei Ribbensdorf,,Ribbensdorf,0.9
W1376,Wald bei Ribbensdorf,,Ribbensdorf,1.1
W1377,Wald bei Belsdorf,,Belsdorf,1.3
W0260,Wald bei Gut Schierke,,Gut Schierke,1.3
W1378,Wald bei Hämelerwald,,Hämelerwald,2.2
W1379,Wald bei Eixe,,Eixe,0.8
W1380,Wald bei Eixe,,Eixe,1.4
W1381,Wald bei Stederdorf,,Stederdorf,0.7
W0281,Wald bei Duttenstedt,,Duttenstedt,1.8
W0282,Wald bei Meerdorf,,Meerdorf,1.4
W0261,Wald bei Meerdorf,,Meerdorf,1.5
W0262,Wald bei Rüper,,Rüper,1.2
W1382,Wald bei Harvesse,,Harvesse,0.7
W0285,Wald bei Sandkrug,,Sandkrug,0.5
W1383,Wald bei Groß Schwülper,,Groß Schwülper,0.9
W0263,Wald bei Harxbüttel,,Harxbüttel,0.3
W0264,Wald bei Thune,,Thune,0.3
W1384,Wald bei Meinholz,,Meinholz,0.6
W0265,Wald bei Bevenrode,,Bevenrode,0.4
W0266,Wald bei Bevenrode,,Bevenrode,1.7
W0267,Wald bei Wendhausen,,Wendhausen,2.4
W0268,Wald bei Lehre,,Lehre,1.2
W0269,Wald bei Lehre,,Lehre,1.9
W0270,Wald bei Flechtorf,,Flechtorf,1.8
W0271,Wald bei Beienrode,,Beienrode,1.7
W1385,Wald bei Heiligendorf,,Heiligendorf,1.0
W0293,Wald bei Bahnhof Neindorf,,Bahnhof Neindorf,2.0
W0294,Wald bei Almke,,Almke,1.8
W0272,Wald bei Almke,,Almke,1.0
W0273,Wald bei Bisdorf,,Bisdorf,1.4
W0274,Wald bei Klein Sisbeck,,Klein Sisbeck,2.0
W0275,Wald bei Querenhorst,,Querenhorst,0.5
W0276,Wald bei Mühle Ohm,,Mühle Ohm,1.2
W0297,Wald bei Mackendorf,,Mackendorf,0.5
W0298,Wald bei Saalsdorf,,Saalsdorf,1.0
W0299,Wald bei Saalsdorf,,Saalsdorf,1.1
W0277,Wald bei Ribbensdorf,,Ribbensdorf,1.3
W0278,Wald bei Belsdorf,,Belsdorf,1.1
W1386,Wald bei Belsdorf,,Belsdorf,0.7
W0302,Wald bei Sievershausen,,Sievershausen,1.9
W1387,Wald bei Sievershausen,,Sievershausen,1.3
W0303,Wald bei Abbensen,,Abbensen,0.9
W1388,Wald bei Eixe,,Eixe,2.1
W1389,Wald bei Wendesse,,Wendesse,0.2
W1390,Wald bei Wendesse,,Wendesse,1.9
W0304,Wald bei Blumenhagen,,Blumenhagen,1.0
W0305,Wald bei Ahlemissen,,Ahlemissen,1.7
W0306,Wald bei Didderse,,Didderse,1.3
W0307,Wald bei Ersehof,,Ersehof,0.6
W0308,Wald bei Neubrück,,Neubrück,0.6
W1391,Wald bei Gut Warxbüttel,,Gut Warxbüttel,0.8
W1392,Wald bei Rethen,,Rethen,1.6
W0309,Wald bei Vordorf,,Vordorf,1.1
W1393,Wald bei Vordorf,,Vordorf,0.6
W0310,Wald bei Wedesbüttel,,Wedesbüttel,1.5
W1394,Wald bei Grassel,,Grassel,0.8
W1395,Wald bei Essenrode,,Essenrode,1.3
W0311,Wald bei Klein Brunsrode,,Klein Brunsrode,1.0
W0312,Wald bei Klein Brunsrode,,Klein Brunsrode,1.1
W0313,Wald bei Heinenkamp I,,Heinenkamp I,0.6
W0314,Wald bei Heinenkamp II,,Heinenkamp II,0.2
W0315,Wald bei Heinenkamp II,,Heinenkamp II,2.0
W0316,Wald bei Barnstorf,,Barnstorf,1.0
W0317,Wald bei Hehlingen,,Hehlingen,2.0
W0318,Wald bei Volkmarsdorf,,Volkmarsdorf,1.8
W0319,Wald bei Rümmer,,Rümmer,0.7
W1396,Wald bei Groß Twülpstedt,,Groß Twülpstedt,1.0
W1397,Wald bei Papenrode,,Papenrode,0.4
W0320,Wald bei Zum Blanken,,Zum Blanken,0.5
W0321,Wald bei Bahrdorf,,Bahrdorf,1.6
W0322,Wald bei Altena,,Altena,0.2
W0323,Wald bei Lockstedt,,Lockstedt,1.2
W1607,Wald bei Everingen,,Everingen,0.5
W1398,Wald bei Eickendorf,,Eickendorf,1.5
W1399,Wald bei Eickendorf,,Eickendorf,0.6
W1400,Wald bei Sievershausen,,Sievershausen,1.7
W1401,Wald bei Sievershausen,,Sievershausen,1.8
W1402,Wald bei Oelerse,,Oelerse,0.3
W0324,Wald bei Klein Oedesse,,Klein Oedesse,0.6
W0325,Wald bei Berkhöpen,,Berkhöpen,0.6
W1403,Wald bei Edemissen,,Edemissen,0.5
W1404,Wald bei Blumenhagen,,Blumenhagen,0.8
W0326,Wald bei Voigtholz-Ahlemissen,,Voigtholz-Ahlemissen,0.9
W0327,Wald bei Wipshausen,,Wipshausen,1.0
W0328,Wald bei Didderse,,Didderse,1.4
W1405,Wald bei Am Katzenberg,,Am Katzenberg,0.3
W0329,Wald bei Adenbüttel,,Adenbüttel,1.3
W0330,Wald bei Ackern,,Ackern,0.3
W0331,Wald bei Meine,,Meine,1.9
W1406,Wald bei Meine,,Meine,0.7
W1407,Wald bei Meine,,Meine,1.3
W0332,Wald bei Brunsbüttel,,Brunsbüttel,0.9
W1408,Wald bei Brunsbüttel,,Brunsbüttel,0.6
W0333,Wald bei Wettmershagen,,Wettmershagen,0.9
W0334,Wald bei Ehmen,,Ehmen,0.9
W0335,Wald bei Mörse,,Mörse,0.8
W0336,Wald bei Detmerode,,Detmerode,0.1
W0337,Wald bei Rabenberg,,Rabenberg,1.3
W0338,Wald bei Barnstorf,,Barnstorf,1.0
W1409,Wald bei Barnstorf,,Barnstorf,1.2
W0339,Wald bei Hehlingen,,Hehlingen,1.1
W0340,Wald bei Rümmer,,Rümmer,1.3
W1410,Wald bei Klein Twülpstedt,,Klein Twülpstedt,0.7
W1411,Wald bei Klein Twülpstedt,,Klein Twülpstedt,1.3
W1412,Wald bei Meinkot,,Meinkot,1.4
W0341,Wald bei Gehrendorf,,Gehrendorf,1.0
W0342,Wald bei Gehrendorf,,Gehrendorf,1.3
W0343,Wald bei Lockstedt,,Lockstedt,1.1
W1413,Wald bei Lockstedt,,Lockstedt,1.7
W1414,Wald bei Kathendorf,,Kathendorf,1.9
W1415,Wald bei Eickendorf,,Eickendorf,1.8
W1416,Wald bei Schwüblingsen,,Schwüblingsen,1.8
W1417,Wald bei Schwüblingsen,,Schwüblingsen,1.3
W1418,Wald bei Dollbergen,,Dollbergen,1.2
W1419,Wald bei Klein Eddesse,,Klein Eddesse,1.0
W1420,Wald bei Berkhöpen,,Berkhöpen,0.9
W1421,Wald bei Berkhöpen,,Berkhöpen,1.3
W1422,Wald bei Klein Blumenhagen,,Klein Blumenhagen,0.4
W1423,Wald bei Alvesse,,Alvesse,0.2
W1424,Wald bei Klein Rietze,,Klein Rietze,0.2
W1425,Wald bei Hillerse,,Hillerse,2.0
W1426,Wald bei Rolfsbüttel,,Rolfsbüttel,1.1
W1427,Wald bei Rolfsbüttel,,Rolfsbüttel,1.2
W1428,Wald bei Warmbüttel,,Warmbüttel,0.3
W1429,Wald bei Ackern,,Ackern,1.4
W1430,Wald bei Rötgesbüttel,,Rötgesbüttel,1.5
W1431,Wald bei Ohnhorst,,Ohnhorst,0.5
W1432,Wald bei Gut Martinsbüttel,,Gut Martinsbüttel,1.2
W1433,Wald bei Edesbüttel,,Edesbüttel,0.7
W1434,Wald bei Wettmershagen,,Wettmershagen,0.6
W1435,Wald bei Ehmen,,Ehmen,1.6
W1436,Wald bei Ehmen,,Ehmen,0.5
W1437,Wald bei Westhagen,,Westhagen,0.5
W1438,Wald bei Eichelkamp,,Eichelkamp,1.1
W1439,Wald bei Rabenberg,,Rabenberg,0.8
W1440,Wald bei Nordsteimke,,Nordsteimke,0.5
W1441,Wald bei Sonnenkamp,,Sonnenkamp,0.9
W1442,Wald bei Neuhaus,,Neuhaus,2.0
W1443,Wald bei Velpke,,Velpke,1.8
W1444,Wald bei Velpke,,Velpke,0.7
W1445,Wald bei Meinkot,,Meinkot,1.0
W1446,Wald bei Gehrendorf,,Gehrendorf,1.8
W1447,Wald bei Gehrendorf,,Gehrendorf,0.4
W1448,Wald bei Bösdorf,,Bösdorf,1.6
W1449,Wald bei Rätzlingen,,Rätzlingen,1.6
W1450,Wald bei Rätzlingen,,Rätzlingen,0.4
W1451,Wald bei Kathendorf,,Kathendorf,1.1
W0345,Wald bei Schwüblingsen,,Schwüblingsen,0.4
W1452,Wald bei Schwüblingsen,,Schwüblingsen,1.0
W0346,Wald bei Dollbergen,,Dollbergen,0.6
W0347,Wald bei Eddesse,,Eddesse,0.7
W0348,Wald bei Berkhöpen,,Berkhöpen,1.5
W0349,Wald bei Ankensen,,Ankensen,0.7
W1453,Wald bei Ankensen,,Ankensen,1.0
W0350,Wald bei Rietze,,Rietze,0.2
W0351,Wald bei Klein Rietze,,Klein Rietze,1.5
W1454,Wald bei Volkse,,Volkse,1.6
W0352,Wald bei Hillerse,,Hillerse,1.5
W0353,Wald bei Warmbüttel,,Warmbüttel,1.6
W0354,Wald bei Klein Vollbüttel,,Klein Vollbüttel,0.8
W0355,Wald bei Voßheide,,Voßheide,1.1
W0356,Wald bei Rötgesbüttel,,Rötgesbüttel,1.0
W1455,Wald bei Gravenhorst,,Gravenhorst,1.2
W1456,Wald bei Wasbüttel,,Wasbüttel,0.8
W1457,Wald bei Calberlah,,Calberlah,0.6
W1458,Wald bei Allerbüttel,,Allerbüttel,0.6
W1459,Wald bei Sülfeld,,Sülfeld,0.9
W1460,Wald bei Fallersleben,,Fallersleben,0.9
W0357,Wald bei Laagberg,,Laagberg,0.4
W0358,Wald bei Klieversberg,,Klieversberg,0.4
W0359,Wald bei Steimker Berg,,Steimker Berg,0.6
W1461,Wald bei Steimker Gärten,,Steimker Gärten,0.7
W0360,Wald bei Neuhaus,,Neuhaus,0.6
W0361,Wald bei Danndorf,,Danndorf,2.3
W0362,Wald bei Velpke,,Velpke,0.9
W0363,Wald bei Velpke,,Velpke,1.3
W1462,Wald bei Wahrstedt,,Wahrstedt,0.7
W1463,Wald bei Siedlung,,Siedlung,0.9
W0364,Wald bei Waldfrieden,,Waldfrieden,1.2
W1464,Wald bei Bösdorf,,Bösdorf,0.8
W1465,Wald bei Bösdorf,,Bösdorf,1.5
W1466,Wald bei Rätzlingen,,Rätzlingen,2.1
W1467,Wald bei Kolonie Kathendorf,,Kolonie Kathendorf,1.5
W0366,Wald bei Schwüblingsen,,Schwüblingsen,1.9
W0367,Wald bei Katensen,,Katensen,0.9
W0368,Wald bei Katensen,,Katensen,1.6
W0369,Wald bei Dedenhausen,,Dedenhausen,0.8
W0370,Wald bei Wehnsen,,Wehnsen,1.1
W0371,Wald bei Wehnsen,,Wehnsen,1.0
W0372,Wald bei Eickenrode,,Eickenrode,0.1
W0373,Wald bei Rietze,,Rietze,1.8
W0374,Wald bei Volkse,,Volkse,1.0
W1468,Wald bei Volkse,,Volkse,0.5
W1469,Wald bei Leiferde,,Leiferde,1.8
W0375,Wald bei Leiferde,,Leiferde,1.6
W0376,Wald bei Vollbüttel,,Vollbüttel,0.4
W0377,Wald bei Ribbesbüttel,,Ribbesbüttel,0.5
W0378,Wald bei Ausbüttel,,Ausbüttel,0.9
W0379,Wald bei Isenbüttel,,Isenbüttel,1.0
W1470,Wald bei Isenbüttel,,Isenbüttel,0.7
W0380,Wald bei Calberlah,,Calberlah,0.8
W0381,Wald bei Siedlung Ilkerbruch,,Siedlung Ilkerbruch,0.9
W1471,Wald bei Siedlung Ilkerbruch,,Siedlung Ilkerbruch,0.9
W1472,Wald bei Fallersleben,,Fallersleben,2.2
W0382,Wald bei Sandkamp,,Sandkamp,0.2
W1473,Wald bei Sandkamp,,Sandkamp,1.2
W1474,Wald bei Alt-Wolfsburg,,Alt-Wolfsburg,0.7
W1475,Wald bei Vorsfelde,,Vorsfelde,0.9
W0383,Wald bei Vorsfelde-Süd,,Vorsfelde-Süd,1.3
W0384,Wald bei Danndorf,,Danndorf,1.3
W0385,Wald bei Danndorf,,Danndorf,0.7
W0386,Wald bei Grafhorst,,Grafhorst,1.9
W1476,Wald bei Kaltendorf,,Kaltendorf,1.0
W0387,Wald bei Siedlung,,Siedlung,0.9
W0388,Wald bei Waldfrieden,,Waldfrieden,1.2
W1477,Wald bei Niendorf,,Niendorf,1.1
W1478,Wald bei Lockstedter Drömling,,Lockstedter Drömling,1.2
W0389,Wald bei Kolonie Kathendorf,,Kolonie Kathendorf,0.9
W1479,Wald bei Kolonie Kathendorf,,Kolonie Kathendorf,0.6
W0416,Wald bei Altmerdingsen,,Altmerdingsen,0.6
W0417,Wald bei Dahrenhorst,,Dahrenhorst,0.2
W0418,Wald bei Uetze,,Uetze,0.9
W0419,Wald bei Uetze,,Uetze,1.1
W0420,Wald bei Benrode,,Benrode,0.5
W0421,Wald bei Eltze,,Eltze,1.5
W0422,Wald bei Ohof,,Ohof,1.4
W0423,Wald bei Seershausen,,Seershausen,0.3
W0424,Wald bei Meinersen,,Meinersen,0.8
W0425,Wald bei Dalldorf,,Dalldorf,2.3
W0426,Wald bei Leiferde Bahnhofssiedlung,,Leiferde Bahnhofssiedlung,1.2
W0427,Wald bei Leiferde Bahnhofssiedlung,,Leiferde Bahnhofssiedlung,1.8
W0428,Wald bei Winkel,,Winkel,1.0
W0429,Wald bei Winkel,,Winkel,1.2
W0430,Wald bei Bornsiek,,Bornsiek,2.6
W0431,Wald bei Tankumsee,,Tankumsee,2.8
W0432,Wald bei Clausmoorhof,,Clausmoorhof,0.9
W0433,Wald bei Clausmoorhof,,Clausmoorhof,1.4
W0434,Wald bei Osloß,,Osloß,1.4
W0435,Wald bei Osloß,,Osloß,0.9
W0408,Wald bei Weyhausen,,Weyhausen,1.8
W1481,Wald bei Warmenau,,Warmenau,0.9
W0436,Wald bei Brackstedt,,Brackstedt,1.4
W0437,Wald bei Tiergartenbreite,,Tiergartenbreite,1.7
W0438,Wald bei Wendschott,,Wendschott,1.2
W0439,Wald bei Wippermühle,,Wippermühle,1.1
W0440,Wald bei Wippermühle,,Wippermühle,1.9
W0441,Wald bei Grafhorst,,Grafhorst,2.6
W0442,Wald bei Breitenrode,,Breitenrode,1.2
W1482,Wald bei Breitenrode,,Breitenrode,0.3
W1609,Wald bei Wassensdorf,,Wassensdorf,0.7
W0443,Wald bei Bergfriede,,Bergfriede,2.1
W1483,Wald bei Bergfriede,,Bergfriede,0.6
W0444,Wald bei Kolonie Kramer,,Kolonie Kramer,0.6
W0445,Wald bei Miesterhorst,,Miesterhorst,0.7
W1484,Wald bei Miesterhorst,,Miesterhorst,0.7
W0446,Wald bei Krausenburg,,Krausenburg,2.4
W0447,Wald bei Dahrenhorst,,Dahrenhorst,1.9
W0448,Wald bei Uetze,,Uetze,2.2
W1485,Wald bei Uetze,,Uetze,1.0
W0449,Wald bei Kreuzkrug,,Kreuzkrug,1.3
W0450,Wald bei Warmse,,Warmse,0.3
W0451,Wald bei Gut Hardesse,,Gut Hardesse,0.2
W1486,Wald bei Seershausen,,Seershausen,1.4
W1487,Wald bei Meinersen,,Meinersen,0.7
W0452,Wald bei Ettenbüttel,,Ettenbüttel,2.2
W0453,Wald bei Gilde,,Gilde,2.0
W0454,Wald bei Brenneckenbrück,,Brenneckenbrück,0.4
W0455,Wald bei Neubokel,,Neubokel,1.2
W0456,Wald bei Gifhorn,,Gifhorn,2.2
W1488,Wald bei Gifhorn,,Gifhorn,2.0
W0457,Wald bei Gifhorn,,Gifhorn,2.0
W0458,Wald bei Clausmoorhof,,Clausmoorhof,1.6
W0459,Wald bei Dannenbüttel,,Dannenbüttel,1.0
W0460,Wald bei Gut Dagebrück,,Gut Dagebrück,1.1
W0461,Wald bei Osloß,,Osloß,1.6
W0462,Wald bei Tappenbeck,,Tappenbeck,1.9
W1489,Wald bei Tappenbeck,,Tappenbeck,0.5
W0463,Wald bei Brackstedter Mühle,,Brackstedter Mühle,0.7
W0464,Wald bei Velstove,,Velstove,1.1
W1490,Wald bei Velstove,,Velstove,0.5
W1491,Wald bei Wippermühle,,Wippermühle,1.3
W1492,Wald bei Wippermühle,,Wippermühle,0.7
W1493,Wald bei Rühen,,Rühen,2.3
W0465,Wald bei Breitenrode,,Breitenrode,2.9
W0466,Wald bei Breitenrode,,Breitenrode,2.9
W0467,Wald bei Buchhorst,,Buchhorst,1.2
W0468,Wald bei Buchhorst,,Buchhorst,1.0
W1494,Wald bei Bleuenhorst,,Bleuenhorst,1.6
W1495,Wald bei Taterberg,,Taterberg,0.8
W1496,Wald bei Am Bahnhof,,Am Bahnhof,0.7
W1497,Wald bei Kolonie Lenz II,,Kolonie Lenz II,1.5
W1498,Wald bei Krausenburg,,Krausenburg,3.8
W1499,Wald bei Dahrenhorst,,Dahrenhorst,3.0
W1500,Wald bei Dahrenhorst,,Dahrenhorst,3.1
W1501,Wald bei Abbeile,,Abbeile,2.5
W1502,Wald bei Abbeile,,Abbeile,1.6
W1503,Wald bei Kreuzkrug,,Kreuzkrug,1.4
W1504,Wald bei Höfen,,Höfen,0.2
W1505,Wald bei Päse,,Päse,0.8
W1506,Wald bei Ahnsen,,Ahnsen,1.4
W1507,Wald bei Gerstenbüttel,,Gerstenbüttel,2.0
W1508,Wald bei Ettenbüttel,,Ettenbüttel,0.9
W1509,Wald bei Gilde,,Gilde,0.9
W1510,Wald bei Neubokel,,Neubokel,0.3
W1511,Wald bei Neubokel,,Neubokel,1.7
W1512,Wald bei Gifhorn,,Gifhorn,1.2
W1513,Wald bei Gifhorn,,Gifhorn,0.9
W1514,Wald bei Neuhaus,,Neuhaus,0.7
W1515,Wald bei Dannenbüttel,,Dannenbüttel,1.0
W1516,Wald bei Dannenbüttel,,Dannenbüttel,1.0
W1517,Wald bei Gut Dagebrück,,Gut Dagebrück,0.9
W1518,Wald bei Bokensdorf,,Bokensdorf,1.2
W1519,Wald bei Bokensdorf,,Bokensdorf,1.6
W1520,Wald bei Jembke,,Jembke,0.7
W1521,Wald bei Hoitlingen,,Hoitlingen,1.0
W1522,Wald bei Eischott,,Eischott,1.4
W1523,Wald bei Eischott,,Eischott,1.0
W1524,Wald bei Rühen,,Rühen,0.6
W1525,Wald bei Rühen,,Rühen,2.0
W1526,Wald bei Giebel,,Giebel,3.1
W1527,Wald bei Kolonie Wassensdorf,,Kolonie Wassensdorf,3.7
W1528,Wald bei Kolonie Wassensdorf,,Kolonie Wassensdorf,1.8
W1529,Wald bei Buchhorst,,Buchhorst,0.5
W1530,Wald bei Bleuenhorst,,Bleuenhorst,0.5
W1531,Wald bei Kahnstieg,,Kahnstieg,0.3
W1532,Wald bei Sauergrund,,Sauergrund,1.1
W1533,Wald bei Kolonie Lenz II,,Kolonie Lenz II,0.5
W0470,Wald bei Wathlingen,,Wathlingen,4.3
W0471,Wald bei Dahrenhorst,,Dahrenhorst,3.9
W0472,Wald bei Bröckel,,Bröckel,2.7
W1534,Wald bei Bröckel,,Bröckel,1.3
W0473,Wald bei Wiedenrode,,Wiedenrode,1.7
W0474,Wald bei Wiedenrode,,Wiedenrode,1.5
W0475,Wald bei Siedersdamm,,Siedersdamm,0.6
W1535,Wald bei Hünenberg,,Hünenberg,1.1
W1536,Wald bei Müden (Aller),,Müden (Aller),1.9
W0476,Wald bei Ettenbüttel,,Ettenbüttel,1.1
W0477,Wald bei Gilde,,Gilde,0.7
W0478,Wald bei Gilde,,Gilde,1.3
W0479,Wald bei Wilsche,,Wilsche,0.9
W0480,Wald bei Gamsen,,Gamsen,1.9
W0481,Wald bei Gamsen,,Gamsen,0.8
W0482,Wald bei Neuhaus,,Neuhaus,1.3
W0483,Wald bei Neuhaus,,Neuhaus,0.8
W1537,Wald bei Westerbeck,,Westerbeck,0.8
W0484,Wald bei Gut Dagebrück,,Gut Dagebrück,0.9
W0485,Wald bei Bokensdorf,,Bokensdorf,1.7
W0486,Wald bei Bokensdorf,,Bokensdorf,0.3
W0487,Wald bei Jembke,,Jembke,1.0
W1538,Wald bei Jembke,,Jembke,1.3
W0488,Wald bei Hoitlingen,,Hoitlingen,0.5
W0489,Wald bei Eischott,,Eischott,1.7
W0490,Wald bei Rühen,,Rühen,2.0
W0491,Wald bei Rühen,,Rühen,1.8
W0492,Wald bei Giebel,,Giebel,1.8
W0493,Wald bei Giebel,,Giebel,2.9
W0494,Wald bei Kolonie Wassensdorf,,Kolonie Wassensdorf,2.7
W1539,Wald bei Kolonie Wassensdorf,,Kolonie Wassensdorf,2.1
W1540,Wald bei Kolonie Wassensdorf,,Kolonie Wassensdorf,1.4
W1541,Wald bei Hopfenhorst,,Hopfenhorst,1.5
W0495,Wald bei Kahnstieg,,Kahnstieg,1.4
W1542,Wald bei Kolonie Winkel,,Kolonie Winkel,1.0
W1543,Wald bei Dannefeld,,Dannefeld,0.7
W0497,Wald bei Wathlingen,,Wathlingen,2.5
W0498,Wald bei Wathlingen,,Wathlingen,2.0
W1544,Wald bei Wathlingen,,Wathlingen,1.8
W1545,Wald bei Bröckel,,Bröckel,1.3
W0499,Wald bei Wiedenrode,,Wiedenrode,1.4
W0500,Wald bei Wiedenrode,,Wiedenrode,1.1
W0501,Wald bei Böckelse,,Böckelse,0.7
W1546,Wald bei Flettmar,,Flettmar,0.2
W1547,Wald bei Müden (Aller),,Müden (Aller),0.8
W0502,Wald bei Gerstenbüttel,,Gerstenbüttel,1.5
W0503,Wald bei Bokelberge,,Bokelberge,1.3
W0504,Wald bei Wilsche,,Wilsche,2.1
W1548,Wald bei Wilsche,,Wilsche,2.3
W0505,Wald bei Kästorf,,Kästorf,1.4
W0506,Wald bei Gamsen,,Gamsen,1.3
W0507,Wald bei Triangel,,Triangel,1.4
W0508,Wald bei Triangel,,Triangel,1.5
W0509,Wald bei Westerbeck,,Westerbeck,1.0
W0510,Wald bei Westerbeck,,Westerbeck,2.4
W0511,Wald bei Bokensdorf,,Bokensdorf,2.6
W0512,Wald bei Bokensdorf,,Bokensdorf,2.0
W0513,Wald bei Barwedel,,Barwedel,1.9
W0514,Wald bei Barwedel,,Barwedel,0.5
W1549,Wald bei Barwedel,,Barwedel,1.3
W0515,Wald bei Tiddische,,Tiddische,2.3
W0516,Wald bei Parsau,,Parsau,2.5
W0517,Wald bei Giebel,,Giebel,1.7
W0518,Wald bei Giebel,,Giebel,0.4
W0519,Wald bei Kaiserwinkel,,Kaiserwinkel,1.1
W0520,Wald bei Kaiserwinkel,,Kaiserwinkel,1.9
W0521,Wald bei Belfort,,Belfort,1.5
W1550,Wald bei Belfort,,Belfort,1.0
