art,gbif_id,datum,lat,lon,unsicherheit_m,ort,stufe
parasol,inat246987341,2024-10-12,52.29273,10.62892,31,38 Braunschweig-Volkmarode  Deutschland,research
parasol,inat246987342,2024-10-12,52.29686,10.62448,31,38 Braunschweig-Volkmarode  Deutschland,research
parasol,inat247010090,2024-10-12,52.26403,11.10482,7,Bartensleben  39343 Erxleben  Germany,research
parasol,inat247125205,2024-10-13,52.38255,10.41241,40,Neubrücker Weg  Didderse  Lower Saxony  DE,needs_id
parasol,inat248643097,2024-10-20,52.44731,10.62536,,38550 Isenbüttel  Deutschland,needs_id
parasol,inat259535582,2024-10-26,52.81243,10.14489,,Naturpark Südheide  Südheide  Lower Saxony  DE,needs_id
parasol,inat299299518,2025-07-19,52.29768,10.50556,,38 Braunschweig-Nordstadt  Deutschland,research
parasol,inat303718988,2025-08-04,52.29709,10.6252,28,38 Braunschweig-Volkmarode  Deutschland,needs_id
parasol,inat303718989,2025-08-04,52.29709,10.62515,61,38 Braunschweig-Volkmarode  Deutschland,needs_id
parasol,inat304540735,2025-08-07,52.29766,10.50559,,38 Braunschweig-Nordstadt  Deutschland,research
parasol,inat305255788,2025-08-08,52.61629,10.12176,15,Celle  Deutschland,needs_id
parasol,inat315048350,2025-09-19,52.30259,10.4828,14,38 Braunschweig-Veltenhof-Rühme  Deutschland,needs_id
parasol,inat320703382,2025-10-13,52.30964,10.49964,12,38 Braunschweig-Veltenhof-Rühme  Deutschland,needs_id
parasol,inat324509470,2025-11-02,52.1395,10.64924,4,38329 Wittmar  Deutschland,needs_id
