gbif_id,lat,lon,datum,monat,jahr
6151899181,52.26848,10.39681,2026-02-07,2,2026
6152061795,52.30164,10.81743,2026-02-01,2,2026
6152075009,52.11885,10.29807,2026-02-08,2,2026
6152123010,52.45791,10.42773,2026-02-03,2,2026
6152223507,52.62689,10.98225,2026-02-10,2,2026
6158739484,52.53001,10.23067,2026-02-09,2,2026
6158744721,52.49052,10.19161,2026-02-09,2,2026
6159157662,52.25676,10.47047,2026-02-10,2,2026
6162844494,52.27095,10.48059,2026-02-18,2,2026
6162873454,52.26803,10.56258,2026-02-22,2,2026
6162940347,52.25891,10.46735,2026-02-13,2,2026
6168935515,52.4892,10.55832,2026-02-25,2,2026
6168991173,52.2805,10.47645,2026-02-20,2,2026
6169011522,52.27743,10.59796,2026-02-27,2,2026
6169035234,52.26668,10.59754,2026-02-28,2,2026
6169056681,52.11044,10.30728,2026-02-25,2,2026
6169090307,52.12201,10.27706,2026-02-23,2,2026
6169374734,52.48249,10.49166,2026-02-28,2,2026
6169536864,52.32386,10.43262,2026-02-15,2,2026
6169589016,52.6023,10.94396,2026-02-21,2,2026
6169604466,52.48885,10.55939,2026-02-25,2,2026
6169629262,52.37164,10.3175,2026-02-24,2,2026
6169667687,52.26317,10.58418,2026-02-27,2,2026
6169698417,52.12535,10.27862,2026-02-23,2,2026
6169765062,52.27842,10.59736,2026-02-27,2,2026
6169956477,52.70151,10.43484,2026-02-22,2,2026
6170068051,52.36188,10.31602,2026-02-24,2,2026
6170148112,52.28192,10.47361,2026-02-23,2,2026
6170177547,52.26555,10.59384,2026-02-28,2,2026
6170267126,52.27258,10.58012,2026-02-27,2,2026
6170360727,52.35327,10.48433,2026-02-15,2,2026
6170525613,52.27235,10.58366,2026-02-27,2,2026
6170551745,52.31882,10.44162,2026-02-21,2,2026
6170878671,52.3076,10.57221,2026-02-28,2,2026
6171299892,52.54577,10.62794,2026-02-27,2,2026
6171616469,52.58172,10.18364,2026-02-25,2,2026
6171617979,52.52782,10.10038,2026-02-26,2,2026
6171633010,52.53001,10.23067,2026-02-23,2,2026
6412232441,52.5985,10.56267,2026-02-12,2,2026
6169479831,52.15109,10.50328,2026-03-07,3,2026
6169596756,52.09839,10.12807,2026-03-04,3,2026
6169923727,52.26728,10.57269,2026-03-04,3,2026
6169929012,52.26289,10.58508,2026-03-04,3,2026
6170040206,52.15413,10.5045,2026-03-07,3,2026
6170050102,52.22513,10.55221,2026-03-05,3,2026
6170241488,52.28403,10.54346,2026-03-05,3,2026
6170295285,52.43653,10.90509,2026-03-08,3,2026
6170316538,52.25623,10.53601,2026-03-04,3,2026
6170329318,52.3973,10.55063,2026-03-07,3,2026
6170429760,52.30913,10.61317,2026-03-08,3,2026
6170526050,52.08748,10.38265,2026-03-05,3,2026
6170545627,52.34355,10.71223,2026-03-07,3,2026
6170595408,52.11101,10.31198,2026-03-07,3,2026
6170971255,52.83711,10.33813,2026-03-01,3,2026
6171058328,52.82138,10.29597,2026-03-01,3,2026
6171619353,52.07362,10.37373,2026-03-07,3,2026
6178158641,52.33432,10.72498,2026-03-11,3,2026
6178165258,52.34333,10.71087,2026-03-14,3,2026
6178168297,52.28077,10.76055,2026-03-15,3,2026
6178387460,52.83587,10.32769,2026-03-01,3,2026
6178719216,52.44342,10.45453,2026-03-07,3,2026
6179290747,52.27704,10.45963,2026-03-13,3,2026
6181725389,52.55838,10.94606,2026-03-16,3,2026
6181725781,52.05958,10.5151,2026-03-20,3,2026
6181725905,52.32359,10.70701,2026-03-22,3,2026
6181733881,52.53001,10.23067,2026-03-16,3,2026
6182401352,52.36149,10.33349,2026-03-29,3,2026
6182404152,52.25882,10.29392,2026-03-18,3,2026
6182421070,52.28391,10.63316,2026-03-19,3,2026
6182433455,52.3402,10.70865,2026-03-16,3,2026
6182437489,52.36541,10.33533,2026-03-17,3,2026
6182444376,52.38089,10.75121,2026-03-27,3,2026
6182454065,52.38027,10.74208,2026-03-27,3,2026
6182505301,52.34987,10.10234,2026-03-27,3,2026
6182508613,52.38515,10.77087,2026-03-11,3,2026
6182542936,52.33851,10.70837,2026-03-28,3,2026
6182558541,52.27254,10.5927,2026-03-19,3,2026
6182586866,52.38551,10.77043,2026-03-11,3,2026
6182598453,52.3436,10.71119,2026-03-14,3,2026
6182614203,52.25652,10.45345,2026-03-11,3,2026
6182640496,52.2946,10.6648,2026-03-13,3,2026
6182710268,52.28303,10.48729,2026-03-11,3,2026
6182715135,52.28226,10.75398,2026-03-27,3,2026
6182728830,52.27581,10.57692,2026-03-18,3,2026
6182729556,52.45124,10.71311,2026-03-14,3,2026
6182731482,52.21807,10.21846,2026-03-22,3,2026
6182745980,52.57255,10.65685,2026-03-17,3,2026
6182757823,52.10326,10.13146,2026-03-16,3,2026
6182762071,52.33836,10.70827,2026-03-28,3,2026
6182808706,52.44555,10.44024,2026-03-29,3,2026
6182813198,52.29026,10.58782,2026-03-24,3,2026
6182836189,52.28561,10.63811,2026-03-19,3,2026
6182868219,52.28855,10.76299,2026-03-19,3,2026
6182907465,52.28612,10.62054,2026-03-22,3,2026
6182945180,52.36352,10.41741,2026-03-23,3,2026
6182955784,52.28852,10.58561,2026-03-24,3,2026
6182956380,52.2889,10.58711,2026-03-24,3,2026
6182962486,52.27397,10.5746,2026-03-18,3,2026
6182967255,52.28443,10.63394,2026-03-19,3,2026
6182984635,52.25892,10.29251,2026-03-18,3,2026
6182986506,52.257,10.45371,2026-03-11,3,2026
6183044172,52.36737,10.41878,2026-03-23,3,2026
6183095487,52.38365,10.24182,2026-03-16,3,2026
6183102246,52.36759,10.42254,2026-03-23,3,2026
6183109114,52.3689,10.31583,2026-03-19,3,2026
6183134377,52.3432,10.72014,2026-03-29,3,2026
6183147578,52.34014,10.70865,2026-03-28,3,2026
6183168547,52.15098,10.77779,2026-03-20,3,2026
6183241611,52.28489,10.61969,2026-03-22,3,2026
6183300557,52.58673,10.12461,2026-03-26,3,2026
6183347782,52.07628,10.5405,2026-03-22,3,2026
6183381789,52.29348,10.40872,2026-03-19,3,2026
6183453030,52.28802,10.50082,2026-03-23,3,2026
6183541320,52.45025,10.45727,2026-03-23,3,2026
6183543205,52.3751,10.74602,2026-03-27,3,2026
6183545464,52.28679,10.62249,2026-03-22,3,2026
6183548220,52.12274,10.13917,2026-03-19,3,2026
6183578988,52.36143,10.33372,2026-03-29,3,2026
6183604913,52.27279,10.57878,2026-03-18,3,2026
6183630808,52.35363,10.4818,2026-03-27,3,2026
6183648335,52.28881,10.58453,2026-03-24,3,2026
6183689323,52.38565,10.77062,2026-03-11,3,2026
6183789217,52.56554,10.67017,2026-03-16,3,2026
6183828597,52.33803,10.71489,2026-03-28,3,2026
6183840622,52.36489,10.41618,2026-03-23,3,2026
6183846439,52.28104,10.75177,2026-03-19,3,2026
6184607711,52.33886,10.71606,2026-03-28,3,2026
6184611910,52.37359,10.70701,2026-03-27,3,2026
6184930804,52.11449,10.14477,2026-03-22,3,2026
6186586510,52.27267,10.57886,2026-03-31,3,2026
6186601568,52.2987,10.35659,2026-03-29,3,2026
6186604135,52.37609,10.43149,2026-03-29,3,2026
6186631504,52.18709,10.54396,2026-03-29,3,2026
6186668107,52.23448,10.81368,2026-03-29,3,2026
6186674658,52.29894,10.35595,2026-03-29,3,2026
6186684082,52.38462,10.72455,2026-03-31,3,2026
6186684977,52.37596,10.42996,2026-03-29,3,2026
6186847298,52.30035,10.34445,2026-03-29,3,2026
6186622706,52.08375,10.86393,2026-04-01,4,2026
6186649327,52.40318,10.79303,2026-04-02,4,2026
6186661870,52.3111,10.55961,2026-04-01,4,2026
6186895343,52.26816,10.59277,2026-04-01,4,2026
6188377563,52.16344,10.84642,2026-04-05,4,2026
6193157403,52.32628,10.58171,2026-04-06,4,2026
6193175809,52.44785,10.45533,2026-04-06,4,2026
6193177438,52.44859,10.45808,2026-04-06,4,2026
6193278632,52.44709,10.46151,2026-04-06,4,2026
6193283176,52.21287,10.76248,2026-04-06,4,2026
6193299582,52.48378,10.51472,2026-04-07,4,2026
6193312326,52.26737,10.59463,2026-04-10,4,2026
6193455407,52.66271,10.99074,2026-04-06,4,2026
6193535634,52.26819,10.60219,2026-04-06,4,2026
6195104170,52.52782,10.10038,2026-04-06,4,2026
6195108098,52.37359,10.79033,2026-04-06,4,2026
6195124419,52.38156,10.75203,2026-04-06,4,2026
6195406893,52.2812,10.80086,2026-04-11,4,2026
6195480152,52.16297,10.37652,2026-04-12,4,2026
6195885543,52.16239,10.37604,2026-04-12,4,2026
6213088163,52.26455,10.58074,2026-04-12,4,2026
6213122673,52.27704,10.45687,2026-04-15,4,2026
6213186279,52.40304,10.40493,2026-04-12,4,2026
6213276713,52.27726,10.45063,2026-04-15,4,2026
6213287852,52.22722,10.51126,2026-04-17,4,2026
6213295933,52.40111,10.40452,2026-04-12,4,2026
6213307584,52.40341,10.40577,2026-04-12,4,2026
6213409480,52.12945,10.34591,2026-04-18,4,2026
6213443150,52.2764,10.45797,2026-04-15,4,2026
6213467508,52.37026,10.32652,2026-04-15,4,2026
6213504428,52.63402,11.04893,2026-04-18,4,2026
6213553255,52.2382,10.64694,2026-04-12,4,2026
6213589327,52.81625,10.96808,2026-04-12,4,2026
6227504428,52.37561,10.41308,2026-04-21,4,2026
6227653529,52.23406,10.4823,2026-04-19,4,2026
6228132570,52.48311,10.50177,2026-04-24,4,2026
6234856187,52.11145,10.3681,2026-04-27,4,2026
6235942682,52.43435,10.66747,2026-04-25,4,2026
6251961410,52.13164,10.43421,2026-04-29,4,2026
6253092067,52.2754,10.46326,2026-04-29,4,2026
6341675673,52.34207,10.70846,2026-04-30,4,2026
6342035895,52.4532,10.45005,2026-04-26,4,2026
6342647583,52.28759,10.43925,2026-04-26,4,2026
6342961877,52.53524,10.12026,2026-04-30,4,2026
6343714778,52.45286,10.44911,2026-04-26,4,2026
6344048028,52.09627,10.32441,2026-04-26,4,2026
6344396838,52.45147,10.44909,2026-04-26,4,2026
6273227980,52.26602,10.48657,2026-05-05,5,2026
6273785978,52.26558,10.49259,2026-05-05,5,2026
6273820483,52.27125,10.56727,2026-05-09,5,2026
6320405376,52.51838,10.94121,2026-05-17,5,2026
6341724552,52.41122,10.20374,2026-05-14,5,2026
6341734053,52.27017,10.57463,2026-05-16,5,2026
6341745702,52.418,10.78996,2026-05-18,5,2026
6341796950,52.19555,10.79216,2026-05-22,5,2026
6341834016,52.24591,10.47167,2026-05-29,5,2026
6341853742,52.26656,10.60681,2026-05-13,5,2026
6341957832,52.35338,10.58085,2026-05-08,5,2026
6341961821,52.21884,10.76104,2026-05-21,5,2026
6342091753,52.4198,10.56433,2026-05-12,5,2026
6342118425,52.27524,10.51326,2026-05-19,5,2026
6342291152,52.29216,10.46388,2026-05-22,5,2026
6342308961,52.23162,10.80156,2026-05-21,5,2026
6342316904,52.24479,10.32528,2026-05-27,5,2026
6342351869,52.27153,10.5779,2026-05-30,5,2026
6342373088,52.10431,10.31051,2026-05-23,5,2026
6342597311,52.28072,10.51333,2026-05-07,5,2026
6342630924,52.21481,10.76855,2026-05-21,5,2026
6342638272,52.27215,10.51877,2026-05-03,5,2026
6342665915,52.44291,10.40155,2026-05-08,5,2026
6342786114,52.09807,10.22601,2026-05-16,5,2026
6342820789,52.4227,10.94487,2026-05-16,5,2026
6342971941,52.09791,10.22568,2026-05-03,5,2026
6342988071,52.26538,10.59493,2026-05-16,5,2026
6343124926,52.28736,10.76882,2026-05-23,5,2026
6343235714,52.27016,10.57463,2026-05-24,5,2026
6343236098,52.14563,10.64372,2026-05-30,5,2026
6343287444,52.6549,10.21829,2026-05-14,5,2026
6343316302,52.2297,10.51277,2026-05-22,5,2026
6343330817,52.37469,10.8213,2026-05-17,5,2026
6343339921,52.26668,10.55105,2026-05-25,5,2026
6343371573,52.22238,10.59549,2026-05-17,5,2026
6343429593,52.45593,10.24859,2026-05-15,5,2026
6343452595,52.26516,10.55109,2026-05-24,5,2026
6343465034,52.271,10.58302,2026-05-15,5,2026
6343500826,52.23641,11.06227,2026-05-13,5,2026
6343592337,52.28616,10.56796,2026-05-20,5,2026
6343641005,52.2717,10.62714,2026-05-02,5,2026
6343959874,52.05152,10.10043,2026-05-16,5,2026
6344070582,52.10267,10.15954,2026-05-16,5,2026
6344085360,52.20107,10.79767,2026-05-22,5,2026
6344207711,52.26606,10.39899,2026-05-13,5,2026
6344336616,52.26901,10.57334,2026-05-06,5,2026
6344438382,52.68533,10.34127,2026-05-03,5,2026
6344474993,52.25042,10.52631,2026-05-28,5,2026
6344531682,52.22925,10.19228,2026-05-14,5,2026
6344532116,52.29252,10.7742,2026-05-23,5,2026
6344616032,52.26621,10.60679,2026-05-13,5,2026
6344710839,52.15865,10.30442,2026-05-03,5,2026
6344769589,52.34372,10.43919,2026-05-15,5,2026
6344831412,52.12109,10.33592,2026-05-07,5,2026
6344919440,52.20965,10.81843,2026-05-22,5,2026
6344944983,52.30571,10.66427,2026-05-23,5,2026
6345020236,52.37802,10.81708,2026-05-17,5,2026
6345029673,52.14497,10.65056,2026-05-30,5,2026
6352379691,52.20811,11.09645,2026-05-31,5,2026
6352563835,52.20772,11.09934,2026-05-31,5,2026
6399838696,52.38484,10.7158,2026-05-30,5,2026
6400010723,52.2769,10.55704,2026-05-31,5,2026
6410548528,52.64343,10.23065,2026-05-15,5,2026
6411594183,52.23361,10.38487,2026-05-27,5,2026
6411780466,52.2081,10.81748,2026-05-15,5,2026
6412397969,52.21622,10.42414,2026-05-10,5,2026
6412553078,52.29317,10.53247,2026-05-30,5,2026
6412785620,52.42573,10.22555,2026-05-09,5,2026
6399054282,52.31345,10.59001,2026-06-03,6,2026
6399181201,52.14753,10.94637,2026-06-07,6,2026
6399234198,52.53181,10.74448,2026-06-08,6,2026
6399255262,52.26969,10.54569,2026-06-12,6,2026
6399568585,52.1487,10.93943,2026-06-07,6,2026
6399615376,52.44053,10.36309,2026-06-13,6,2026
6399888623,52.27757,10.45916,2026-06-10,6,2026
6400735424,52.25624,10.53627,2026-06-14,6,2026
6410531849,52.13121,10.10094,2026-06-20,6,2026
6410540376,52.31305,10.44605,2026-06-11,6,2026
6410551537,52.21119,10.57232,2026-06-19,6,2026
6410566247,52.79715,10.10096,2026-06-06,6,2026
6410569277,52.80288,10.10596,2026-06-17,6,2026
6410594796,52.28685,10.70967,2026-06-15,6,2026
6410622708,52.13228,10.29752,2026-06-02,6,2026
6410635986,52.10981,10.31006,2026-06-13,6,2026
6410645536,52.31738,10.468,2026-06-15,6,2026
6410652006,52.08847,10.11941,2026-06-05,6,2026
6410675704,52.13287,10.13623,2026-06-14,6,2026
6410681777,52.29694,10.82967,2026-06-07,6,2026
6410683278,52.2726,10.58002,2026-06-16,6,2026
6410806417,52.32188,10.42346,2026-06-07,6,2026
6410894438,52.24833,10.51972,2026-06-06,6,2026
6410917726,52.31586,10.58155,2026-06-22,6,2026
6410922510,52.17487,10.8922,2026-06-15,6,2026
6410940635,52.41622,10.39759,2026-06-08,6,2026
6410953489,52.45489,10.46815,2026-06-10,6,2026
6410955365,52.0847,10.37377,2026-06-08,6,2026
6411024689,52.13519,10.80379,2026-06-21,6,2026
6411034128,52.27439,10.52623,2026-06-11,6,2026
6411035414,52.14861,10.93941,2026-06-13,6,2026
6411040958,52.31088,10.46371,2026-06-11,6,2026
6411074400,52.154,10.56697,2026-06-27,6,2026
6411081043,52.41986,10.93546,2026-06-14,6,2026
6411142834,52.57273,10.69946,2026-06-08,6,2026
6411183737,52.43245,10.27531,2026-06-03,6,2026
6411206980,52.27101,10.58297,2026-06-10,6,2026
6411284846,52.30595,10.65462,2026-06-15,6,2026
6411354678,52.15233,10.3512,2026-06-21,6,2026
6411379824,52.31007,10.47944,2026-06-01,6,2026
6411397479,52.11911,10.27844,2026-06-15,6,2026
6411476508,52.27466,10.61494,2026-06-12,6,2026
6411493683,52.18882,10.71301,2026-06-14,6,2026
6411584907,52.4474,10.46377,2026-06-05,6,2026
6411656854,52.31005,10.47945,2026-06-06,6,2026
6411669049,52.08841,10.12051,2026-06-05,6,2026
6411687558,52.34341,10.71097,2026-06-01,6,2026
6411749478,52.2713,10.59613,2026-06-09,6,2026
6411766726,52.37895,10.28553,2026-06-01,6,2026
6411997205,52.12803,10.15551,2026-06-06,6,2026
6412013109,52.12799,10.15545,2026-06-06,6,2026
6412013709,52.12577,10.15808,2026-06-06,6,2026
6412014440,52.14077,10.77402,2026-06-07,6,2026
6412016675,52.23359,10.51807,2026-06-01,6,2026
6412067567,52.41363,10.80921,2026-06-18,6,2026
6412071632,52.12008,10.32338,2026-06-12,6,2026
6412159705,52.41939,10.5612,2026-06-15,6,2026
6412190891,52.13437,10.80327,2026-06-12,6,2026
6412242398,52.3841,10.45687,2026-06-14,6,2026
6412379789,52.08849,10.11726,2026-06-05,6,2026
6412412428,52.27091,10.53301,2026-06-17,6,2026
6412419026,52.4217,10.93984,2026-06-17,6,2026
6412428489,52.26451,10.53349,2026-06-14,6,2026
6412599576,52.27103,10.57746,2026-06-16,6,2026
6412632494,52.19639,10.57949,2026-06-21,6,2026
6412674319,52.45259,11.00304,2026-06-24,6,2026
6412689173,52.38151,10.4141,2026-06-14,6,2026
6412743731,52.13437,10.80332,2026-06-10,6,2026
6412756470,52.24527,10.64212,2026-06-13,6,2026
6412761702,52.26374,10.55532,2026-06-21,6,2026
6412801768,52.25652,10.53481,2026-06-25,6,2026
6412874640,52.31107,10.46142,2026-06-11,6,2026
6412923639,52.12321,10.32901,2026-06-23,6,2026
6413099662,52.83784,10.2567,2026-06-22,6,2026
6413161938,52.83808,10.26556,2026-06-21,6,2026
6413222829,52.1889,10.70596,2026-06-20,6,2026
6413636707,52.84818,10.28301,2026-06-21,6,2026
6413658603,52.26295,10.55768,2026-06-17,6,2026
6413749786,52.27258,10.52305,2026-06-15,6,2026
6413799488,52.83932,10.26807,2026-06-22,6,2026
6413860846,52.26275,10.55672,2026-06-17,6,2026
6422191665,52.83912,10.26545,2026-06-23,6,2026
6422514723,52.32791,10.58155,2026-06-27,6,2026
6422901734,52.27491,10.56073,2026-06-19,6,2026
6422913514,52.32743,10.57925,2026-06-27,6,2026
6423215858,52.32771,10.58141,2026-06-27,6,2026
6424117381,52.12505,10.14844,2026-06-29,6,2026
6424288435,52.15374,10.57075,2026-06-29,6,2026
6424392342,52.26253,10.56288,2026-06-29,6,2026
6430955103,52.26404,10.6021,2026-06-30,6,2026
6431505612,52.40538,10.78563,2026-06-20,6,2026
6431513646,52.40715,10.7923,2026-06-17,6,2026
6479326391,52.83808,10.26655,2026-06-21,6,2026
6423509539,52.26441,10.55578,2026-07-02,7,2026
6423723545,52.73191,10.61794,2026-07-01,7,2026
6424257710,52.48326,10.50668,2026-07-03,7,2026
6424422542,52.28663,10.46581,2026-07-04,7,2026
6424477573,52.28654,10.48352,2026-07-02,7,2026
6424702397,52.30497,10.5663,2026-07-03,7,2026
6431446311,52.24891,10.44305,2026-07-02,7,2026
6441982781,52.2492,10.49582,2026-07-13,7,2026
6447547417,52.08774,10.12785,2026-07-21,7,2026
6447559211,52.30564,10.66712,2026-07-23,7,2026
6447561418,52.42403,10.91752,2026-07-18,7,2026
6447612337,52.46719,10.5197,2026-07-10,7,2026
6447667181,52.34421,10.71481,2026-07-19,7,2026
6447813478,52.40927,10.94214,2026-07-18,7,2026
6447981009,52.34527,10.7132,2026-07-19,7,2026
6448045996,52.41306,10.90725,2026-07-16,7,2026
6448051374,52.58295,10.52007,2026-07-16,7,2026
6448051870,52.26603,10.48717,2026-07-21,7,2026
6448096865,52.08708,10.12859,2026-07-21,7,2026
6448202802,52.41963,10.54846,2026-07-17,7,2026
6448493712,52.41915,10.5592,2026-07-17,7,2026
6448604049,52.16318,10.15706,2026-07-10,7,2026
6448678138,52.12023,10.32438,2026-07-15,7,2026
6448823367,52.4526,11.00314,2026-07-23,7,2026
6448870393,52.46646,10.51637,2026-07-10,7,2026
6448900081,52.2906,10.76646,2026-07-17,7,2026
6448901720,52.39505,10.53288,2026-07-17,7,2026
6448904698,52.37763,10.3592,2026-07-19,7,2026
6448988297,52.05592,10.19512,2026-07-15,7,2026
6449074821,52.3126,10.47204,2026-07-14,7,2026
6449277866,52.41905,10.54993,2026-07-17,7,2026
6449411583,52.28554,10.7623,2026-07-17,7,2026
6449428596,52.06962,10.17766,2026-07-15,7,2026
6449697735,52.39957,10.91244,2026-07-23,7,2026
6449753442,52.48086,10.57701,2026-07-19,7,2026
6451521011,52.11194,10.34075,2026-07-18,7,2026
6451574555,52.11353,10.33346,2026-07-18,7,2026
6451721955,52.11371,10.33447,2026-07-18,7,2026
6451916867,52.22926,10.79724,2026-07-19,7,2026
6452177624,52.24933,10.49606,2026-07-14,7,2026
6452245023,52.26405,10.48598,2026-07-15,7,2026
6469596966,52.28016,10.46125,2026-07-24,7,2026
6469599356,52.08999,10.36164,2026-07-22,7,2026
6469674465,52.09083,10.36337,2026-07-22,7,2026
6470182031,52.27057,10.5817,2026-07-25,7,2026
6470308814,52.09143,10.36414,2026-07-22,7,2026
6470352366,52.25646,10.53535,2026-07-25,7,2026
6470428733,52.1066,10.16818,2026-07-25,7,2026
6480078190,52.11257,10.34006,2026-07-18,7,2026
6480883401,52.27663,10.56071,2026-07-31,7,2026
6480936183,52.25047,10.49374,2026-07-28,7,2026
6486224681,52.23052,10.68308,2026-07-29,7,2026
6487309344,52.15404,10.5002,2026-07-29,7,2026
6479693770,52.38648,10.7158,2026-08-01,8,2026
6479704574,52.31604,10.5794,2026-08-08,8,2026
6479836450,52.38748,10.70735,2026-08-01,8,2026
6479930294,52.38743,10.70503,2026-08-01,8,2026
6480026501,52.25724,10.5375,2026-08-05,8,2026
6480091782,52.07695,10.36397,2026-08-07,8,2026
6480260931,52.11587,10.48139,2026-08-04,8,2026
6481148693,52.38999,10.70626,2026-08-01,8,2026
6485356919,52.49044,10.11326,2026-08-10,8,2026
6485382535,52.44016,10.80026,2026-08-14,8,2026
6485393973,52.62546,10.74342,2026-08-07,8,2026
6485398027,52.23579,10.55997,2026-08-04,8,2026
6485413909,52.80878,10.1608,2026-08-15,8,2026
6485455633,52.47272,10.50861,2026-08-07,8,2026
6485461790,52.46596,10.5064,2026-08-02,8,2026
6485504635,52.44861,10.45803,2026-08-01,8,2026
6485514491,52.50389,10.21066,2026-08-10,8,2026
6485519976,52.42282,10.6528,2026-08-10,8,2026
6485694534,52.19053,10.54499,2026-08-14,8,2026
6485719263,52.50145,10.10269,2026-08-10,8,2026
6485746965,52.4657,10.49028,2026-08-11,8,2026
6485770874,52.62127,10.72583,2026-08-07,8,2026
6485788250,52.44418,10.45241,2026-08-10,8,2026
6485879809,52.26449,10.53347,2026-08-07,8,2026
6486040063,52.46839,10.50083,2026-08-11,8,2026
6486498030,52.11999,10.29749,2026-08-03,8,2026
6486698308,52.2385,10.52708,2026-08-10,8,2026
6487098469,52.44889,10.46439,2026-08-01,8,2026
6487274518,52.097,10.2618,2026-08-04,8,2026
6487297539,52.32403,10.3085,2026-08-02,8,2026
6487354490,52.25557,10.46977,2026-08-06,8,2026
6487394121,52.44822,10.46416,2026-08-01,8,2026
5005767679,52.14422,10.76697,2025-01-02,1,2025
5005984257,52.42865,10.11013,2025-01-01,1,2025
5006088321,52.29035,10.83565,2025-01-02,1,2025
5006111020,52.43389,10.15229,2025-01-01,1,2025
5006170825,52.29179,10.50196,2025-01-04,1,2025
5006231394,52.4084,10.80162,2025-01-05,1,2025
5007114193,52.32493,10.4184,2025-01-02,1,2025
5007440178,52.10757,10.3778,2025-01-06,1,2025
5007568971,52.10789,10.38099,2025-01-06,1,2025
5008451875,52.10848,10.30911,2025-01-02,1,2025
5008593669,52.12539,10.28088,2025-01-12,1,2025
5008612616,52.38496,10.25266,2025-01-06,1,2025
5008662389,52.35012,10.39812,2025-01-06,1,2025
5008726308,52.2565,11.04874,2025-01-08,1,2025
5008729444,52.22836,10.56244,2025-01-08,1,2025
5008735073,52.37085,10.24114,2025-01-12,1,2025
5008757184,52.22823,10.56411,2025-01-08,1,2025
5008766081,52.18296,10.54318,2025-01-12,1,2025
5008799822,52.18367,10.53028,2025-01-11,1,2025
5008848460,52.24986,11.01549,2025-01-06,1,2025
5016961009,52.50256,10.19847,2025-01-11,1,2025
5036705559,52.30693,10.56017,2025-01-11,1,2025
5036727554,52.32587,10.57311,2025-01-12,1,2025
5036969514,52.28888,10.50146,2025-01-10,1,2025
5051275611,52.46296,10.52031,2025-01-18,1,2025
5051283992,52.28607,10.50548,2025-01-16,1,2025
5051326056,52.18206,10.54116,2025-01-13,1,2025
5051328639,52.26019,10.53077,2025-01-17,1,2025
5051328961,52.40577,10.86116,2025-01-19,1,2025
5051335298,52.18187,10.54205,2025-01-13,1,2025
5051339289,52.28993,10.83576,2025-01-17,1,2025
5051340050,52.32403,10.4455,2025-01-15,1,2025
5051340172,52.28644,10.50372,2025-01-16,1,2025
5051378530,52.33069,10.42124,2025-01-19,1,2025
5051385099,52.48281,10.18441,2025-01-19,1,2025
5051390675,52.37054,10.10439,2025-01-19,1,2025
5051404339,52.17985,10.5444,2025-01-13,1,2025
5051415099,52.29973,10.83442,2025-01-16,1,2025
5051418368,52.40723,10.86163,2025-01-19,1,2025
5051427058,52.28619,10.50725,2025-01-16,1,2025
5051455408,52.29175,10.50172,2025-01-19,1,2025
5051464454,52.37139,10.25944,2025-01-19,1,2025
5051468685,52.18243,10.54041,2025-01-13,1,2025
5051523410,52.17956,10.54199,2025-01-13,1,2025
5052507631,52.36136,10.4242,2025-01-22,1,2025
5052509193,52.27143,10.57934,2025-01-21,1,2025
5052545710,52.29948,10.82554,2025-01-26,1,2025
5052547774,52.30094,10.63,2025-01-26,1,2025
