art,gbif_id,datum,lat,lon,unsicherheit_m,ort
schwefelporling,4934741556,2024-07-13,52.06493,10.00099,15.0,HI LSG Bad Salzdetfurth
schwefelporling,4935384030,2024-07-27,52.24924,9.58101,5.0,LSG Norddeister
schwefelporling,5025209398,2024-07-09,51.87649,11.40542,250.0,Heißer Grund
schwefelporling,4921817643,2024-08-05,52.2717,10.59812,20.0,
schwefelporling,4923678947,2024-08-11,52.05588,11.64679,4.0,
schwefelporling,4926024239,2024-08-18,52.99251,11.62426,4.0,
schwefelporling,4930409834,2024-08-10,53.36109,10.20065,4.0,WL Winsen an der Luhe
schwefelporling,4930413583,2024-08-10,52.1156,9.77163,3.0,FFH Leineaue unter dem Rammelsberg
schwefelporling,4931293473,2024-08-04,52.00272,9.65509,6.0,HI Duinger Teiche
schwefelporling,4931767183,2024-08-19,52.8796,10.1846,36.0,Heiden und Magerrasen in der Südheide - N2000
schwefelporling,4932047930,2024-08-04,52.02818,10.61016,,WF Wolfenbüttel (Landkreis)
schwefelporling,4932284726,2024-08-16,52.37689,9.82617,5.0,Hannover
schwefelporling,4932496262,2024-08-04,52.00275,9.65512,12.0,HI Duinger Teiche
schwefelporling,4932497553,2024-08-20,53.02663,11.14951,7.0,DAN Lüchow-Dannenberg (Landkreis)
schwefelporling,4932693017,2024-08-15,53.16341,11.13888,13.0,BSR Niedersächsische Elbtalaue
schwefelporling,4932807276,2024-08-10,52.40042,9.75885,4.0,Hannover
schwefelporling,4932995283,2024-08-21,53.26019,10.43024,4.0,LG Lüneburg (Landkreis)
schwefelporling,4933469834,2024-08-18,52.99251,11.62426,5.0,Aland-Elbe-Niederung nördlich Seehausen - N2000
schwefelporling,4933999071,2024-08-07,52.40046,9.75886,3.0,Hannover
schwefelporling,4934132002,2024-08-08,52.93982,9.07487,93.0,VER Verden (Landkreis)
schwefelporling,4934297300,2024-08-09,52.27167,10.59813,4.0,VSG Riddagshäuser Teiche
schwefelporling,4935445976,2024-08-10,51.99034,9.82438,37.0,HI Alfeld (Leine)
schwefelporling,4935489086,2024-08-07,53.38635,9.97963,5.0,WL Harburg (Landkreis)
schwefelporling,4935503607,2024-08-10,52.1156,9.7716,5.0,FFH Leineaue unter dem Rammelsberg
schwefelporling,4935807555,2024-08-25,52.38797,9.70121,,
schwefelporling,4936794075,2024-08-31,52.15267,11.95047,8.0,
schwefelporling,4950132219,2024-08-23,52.38094,9.76927,5.0,
schwefelporling,4956103914,2024-08-28,52.1699,11.64032,93.0,MD Magdeburg (Kreisfreie Stadt)
schwefelporling,4957538281,2024-08-31,53.10239,9.87928,5.0,LG VSG Lüneburger Heide
schwefelporling,5017538451,2024-08-21,52.27145,10.5981,25.0,TK25 Blatt 3729/2 - Braunschweig (Ost) / Weddel / Hordorf
schwefelporling,5018507433,2024-08-16,53.09995,9.85056,250.0,Möhrer Moor und Hof Möhr bei Schneverdingen
schwefelporling,5134913096,2024-08-04,52.44345,9.19875,69.0,
schwefelporling,5759963169,2024-08-17,51.57168,11.84541,20.0,
schwefelporling,6411042849,2024-08-23,53.05019,11.46205,13.0,DAN Höhbeck
schwefelporling,4946061677,2024-09-08,51.77094,11.86456,,
schwefelporling,4946129640,2024-09-03,53.11693,9.03263,4.0,
schwefelporling,4952778434,2024-09-28,51.52105,10.18457,1382.0,
schwefelporling,4956247150,2024-09-09,51.67899,10.19284,34.0,GÖ Göttingen (Landkreis)
schwefelporling,4956400768,2024-09-23,52.45725,9.2732,44.0,NI NSG Meerbruch
schwefelporling,4956455288,2024-09-04,52.99,9.81,1000.0,HK Heidekreis (Landkreis)
schwefelporling,4956608715,2024-09-15,51.57493,9.46108,4.0,KS Kassel (Landkreis)
schwefelporling,4956656679,2024-09-13,52.3097,10.58677,800.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4956699137,2024-09-09,52.26608,10.39843,16.0,LSG Aue-Dummbruchgraben und Pferdekoppel - Wüstung Glinde
schwefelporling,4956701761,2024-09-26,53.40605,10.23547,,Zollenspieker/Kiebitzbrack - N2000
schwefelporling,4956795730,2024-09-02,52.29975,10.55052,6.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4956919808,2024-09-08,52.26663,10.58931,5.0,VSG Riddagshäuser Teiche
schwefelporling,4957106916,2024-09-21,52.40719,10.48657,2.0,Maaßel - N2000
schwefelporling,4957158165,2024-09-05,53.32811,11.48752,,Schloßpark Ludwigslust - N2000
schwefelporling,4957400013,2024-09-13,52.55699,9.29287,18.0,NI Nienburg/Weser (Landkreis)
schwefelporling,4957523138,2024-09-25,53.14837,9.90791,,LG VSG Lüneburger Heide
schwefelporling,4957596008,2024-09-29,52.44781,10.45536,9.0,NSG Viehmoor
schwefelporling,4957712031,2024-09-13,51.71072,9.48284,15.0,LSG Solling
schwefelporling,4957718692,2024-09-11,51.9825,10.54611,,GS Goslar (Landkreis)
schwefelporling,4957896752,2024-09-23,52.4571,9.27352,,NI NSG Meerbruch
schwefelporling,4957935604,2024-09-29,52.20715,9.19472,10.0,NSG Kamm des Wesergebirges
schwefelporling,5027453457,2024-09-01,53.32821,11.48344,250.0,Schlosspark Ludwigslust
schwefelporling,5212522116,2024-09-14,51.64049,9.9569,4.0,NOM Nörten-Hardenberg
schwefelporling,6188010494,2024-09-11,52.09893,11.21393,1398.0,
schwefelporling,6344893117,2024-09-26,53.40601,10.23543,,HH Hamburg (Kreisfreie Stadt)
schwefelporling,4952628046,2024-10-02,52.27573,9.81414,,
schwefelporling,4957178262,2024-10-01,51.57074,10.09822,18.0,GÖ Göttingen (Landkreis)
schwefelporling,4957307043,2024-10-09,52.97855,11.18558,4.0,DAN Lüchow-Dannenberg (Landkreis)
schwefelporling,4976348970,2024-10-02,51.50732,9.98437,7.0,
schwefelporling,4976555648,2024-10-26,51.68582,11.30628,204.0,
schwefelporling,4986448417,2024-10-18,52.28928,10.50706,98.0,LSG Okertalaue
schwefelporling,5014530879,2024-10-04,53.40372,11.40753,250.0,Waldgebiet östl. Jasnitz
schwefelporling,5087059250,2024-10-13,52.33362,9.79312,9.0,
schwefelporling,6342831670,2024-10-23,53.22564,10.40955,129.0,LG Lüneburg (Stadt)
schwefelporling,4980312036,2024-11-09,52.27182,10.59815,5.0,
schwefelporling,4982102192,2024-11-16,51.8434,11.98241,,
schwefelporling,4993873629,2024-11-29,52.27556,9.8137,87.0,
schwefelporling,5020091602,2023-01-08,52.00539,9.84258,25.0,Himmelberg - Adamishütte
schwefelporling,5020552233,2023-01-03,52.33135,9.55519,250.0,Levester Holz
schwefelporling,5020841676,2023-01-23,52.33666,10.73176,25.0,TK25 Blatt 3630/3 - Lehre
schwefelporling,4157055256,2023-03-25,52.27276,10.57883,3.0,VSG Riddagshäuser Teiche
schwefelporling,5015883973,2023-03-19,52.13054,9.40112,250.0,NSG Schweineberg
schwefelporling,4126869396,2023-04-23,52.77467,9.5375,8.0,
schwefelporling,4127128887,2023-05-29,53.44408,9.92299,7.0,
schwefelporling,4127155232,2023-05-28,52.14398,10.7259,9.0,
schwefelporling,4157044333,2023-05-21,53.16558,9.95192,,LG VSG Lüneburger Heide
schwefelporling,4157191031,2023-05-09,52.45627,10.88479,8.0,Drömling - N2000 (A)
schwefelporling,4157840678,2023-05-22,53.16378,11.0281,5.0,Elbeniederung zwischen Schnackenburg und Geesthacht - N2000
schwefelporling,4158454594,2023-05-24,52.40073,10.22945,5.0,"LSG Blumenhagener Moor, Schwarzwasserniederung, Wendesser Mo"
schwefelporling,4158649799,2023-05-18,52.48425,10.02522,35.0,H Hannover (Region)
schwefelporling,4158901109,2023-05-19,51.54524,9.52996,,KS Kassel (Landkreis)
schwefelporling,4159777121,2023-05-14,52.3701,9.81415,11.0,H Hannover Hermann-Löns-Park
schwefelporling,4160148575,2023-05-24,51.78574,10.97269,5.0,Wernigerode (ehem. Landkreis)
schwefelporling,4160302889,2023-05-27,51.54379,9.53098,41.0,KS Kassel (Landkreis)
schwefelporling,4160305960,2023-05-23,53.04218,11.43268,7.0,DAN Elbufer-Drawehn NP
schwefelporling,4160378198,2023-05-28,52.30273,9.73374,,Hannover
schwefelporling,4171154458,2023-05-20,51.50688,10.1416,31.0,
schwefelporling,5014833363,2023-05-18,51.86998,10.04317,25.0,TK25 Blatt 4126/1 - Bad Gandersheim
schwefelporling,5020002998,2023-05-27,53.04256,11.42158,250.0,Laascher Insel
schwefelporling,5026668114,2023-05-20,52.43676,9.48961,250.0,Naturschutzgebiet Wadebruch
schwefelporling,4137889856,2023-06-07,52.22851,9.03427,15.0,
schwefelporling,4137997892,2023-06-15,52.26902,10.53211,29.0,
schwefelporling,4138411235,2023-06-19,52.33195,9.73235,9.0,
schwefelporling,4138559154,2023-06-16,52.2621,10.46378,15.0,
schwefelporling,4158259639,2023-06-01,52.14044,9.90361,13.0,HI LSG Rottsberghang
schwefelporling,4158824430,2023-06-01,52.69929,9.68629,,HK Heidekreis (Landkreis)
schwefelporling,4159702958,2023-06-17,52.27088,10.52844,37.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4159775433,2023-06-11,52.06053,10.51699,9.0,LSG Oderwald (Süd)
schwefelporling,4160010503,2023-06-10,52.1354,9.87679,30.0,HI Hildesheim (Landkreis)
schwefelporling,4160072022,2023-06-08,52.2709,10.52836,35.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4160394138,2023-06-08,51.71908,10.97363,,Wernigerode (ehem. Landkreis)
schwefelporling,4160395362,2023-06-16,53.48447,10.25647,38.0,RZ Herzogtum Lauenburg (Landkreis)
schwefelporling,4160623965,2023-06-08,52.27051,10.57692,302.0,VSG Riddagshäuser Teiche
schwefelporling,4160890858,2023-06-24,53.22806,9.86541,4.0,LG VSG Lüneburger Heide
schwefelporling,4160959775,2023-06-24,53.228,9.8654,6.0,LG VSG Lüneburger Heide
schwefelporling,4408035742,2023-07-01,53.4841,10.25688,72.0,RZ Herzogtum Lauenburg (Landkreis)
schwefelporling,4409405028,2023-07-27,52.19427,9.18146,22.0,SHG Schaumburg (Landkreis)
schwefelporling,4409532848,2023-07-20,52.19437,9.18127,5.0,SHG Schaumburg (Landkreis)
schwefelporling,4409913091,2023-07-27,51.79498,10.47616,259.0,GS Goslar (Landkreis)
schwefelporling,4409913961,2023-07-30,52.44235,9.75244,25.0,Hannover
schwefelporling,4410058613,2023-07-29,52.87322,9.94912,500.0,Großes Moor bei Becklingen - N2000
schwefelporling,4410113503,2023-07-29,52.38327,10.53009,4.0,GF Gifhorn (Landkreis)
schwefelporling,4400257276,2023-08-21,52.22944,10.51278,,
schwefelporling,4405417649,2023-08-27,51.56917,10.83852,12.0,
schwefelporling,4409438466,2023-08-28,52.85999,11.09307,11.0,SAW Altmarkkreis Salzwedel (Landkreis)
schwefelporling,4409627949,2023-08-02,51.79496,10.47613,5.0,GS Goslar (Landkreis)
schwefelporling,4409691812,2023-08-15,51.73645,11.01162,25.0,Quedlinburg (ehem. Landkreis)
schwefelporling,4410456556,2023-08-09,52.37692,9.82621,253.0,Hannover
schwefelporling,4410464242,2023-08-16,52.47164,9.42553,8.0,Steinhuder Meer - Wunstorfer Moor
schwefelporling,4410545585,2023-08-10,52.47445,10.02326,5.0,LSG Burgdorfer Holz
schwefelporling,4410684477,2023-08-28,52.25054,10.49377,6.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4460771953,2023-08-29,53.46595,10.30812,8.0,RZ Herzogtum Lauenburg (Landkreis)
schwefelporling,4461952524,2023-08-29,53.10391,10.84084,28.0,Buchen- und Eichenwälder in der Göhrde (mit Breeser Grund) -
schwefelporling,4516689700,2023-08-10,51.57281,11.88128,26196.0,
schwefelporling,4854784289,2023-08-13,52.5958,10.13903,4.0,
schwefelporling,5016154095,2023-08-09,52.44493,9.74618,250.0,"Langenhagen, Eichenpark (Stadtpark)"
schwefelporling,5024238581,2023-08-09,52.44262,9.76092,250.0,Stadtwald Langenhagen
schwefelporling,4414038656,2023-09-09,52.27238,10.58106,7.0,
schwefelporling,4420810994,2023-09-28,52.2712,10.57797,14.0,
schwefelporling,4459832401,2023-09-02,52.43408,9.9103,5.0,FFH Altwarmbüchener Moor
schwefelporling,4459911184,2023-09-03,52.35804,9.48065,5.0,LSG Benther Berg - Südaue
schwefelporling,4460411883,2023-09-20,53.43364,11.18486,10.0,LUP Ludwigslust-Parchim (Landkreis)
schwefelporling,4460504800,2023-09-29,51.52599,10.01213,,GÖ Kerstlingeröder Feld
schwefelporling,4461440866,2023-09-02,51.56401,10.15589,6.0,GÖ Göttingen (Landkreis)
schwefelporling,4461459537,2023-09-05,51.73557,11.0186,9.0,Quedlinburg (ehem. Landkreis)
schwefelporling,4462062272,2023-09-18,52.13689,9.95135,48.0,HI Hohnsensee
schwefelporling,4462070026,2023-09-24,52.10332,10.32764,,Kammmolch-Biotop Tagebau Haverlahwiese - N2000
schwefelporling,4462392687,2023-09-29,52.25205,10.51961,7.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4462456763,2023-09-13,52.2506,10.49374,4.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4462543314,2023-09-24,52.10326,10.32725,5.0,Kammmolch-Biotop Tagebau Haverlahwiese - N2000
schwefelporling,4522719609,2023-09-29,51.52599,10.01213,,
schwefelporling,5024355861,2023-09-22,51.72382,9.99726,250.0,Northeim - Verbuschtes ehemaliges Motocross-Gelände
schwefelporling,4420849703,2023-10-02,53.02921,9.39311,193.0,
schwefelporling,4438706352,2023-10-30,52.28793,10.35802,20.0,
schwefelporling,4438776422,2023-10-29,52.22267,10.52572,26068.0,
schwefelporling,4460826351,2023-10-04,51.82742,9.87042,,NOM Northeim (Landkreis)
schwefelporling,4461108366,2023-10-08,52.26976,10.53596,100.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4461286724,2023-10-04,52.60135,10.96353,4.0,SAW Altmarkkreis Salzwedel (Landkreis)
schwefelporling,4461955408,2023-10-05,51.7739,9.41082,5.0,HX Höxter
schwefelporling,4462154838,2023-10-02,52.26285,10.5471,2.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4462177618,2023-10-04,51.82368,11.70751,18.0,Bernburg (ehem. Landkreis)
schwefelporling,4462221953,2023-10-08,52.09743,10.12768,,HI Hildesheim (Landkreis)
schwefelporling,4462405540,2023-10-03,52.26625,10.54977,31.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,4462565860,2023-10-02,52.36231,9.64457,4.0,LSG Calenberger Börde
schwefelporling,4881472448,2023-10-22,53.15613,9.81719,,HK - Camp Reinsehlen
schwefelporling,5186770415,2023-10-03,51.77486,9.40661,94.0,HX Höxter
schwefelporling,6343861604,2023-10-08,52.22259,10.59549,,BS Braunschweig  Südstadt-Rautheim-Mascherode
schwefelporling,4453757317,2023-11-12,52.636,9.29081,6.0,
schwefelporling,4518984171,2023-11-04,51.71952,9.96875,,
schwefelporling,4881306921,2023-11-02,53.28574,10.75601,5.0,Elbe - Bleckede
schwefelporling,4891096907,2023-11-04,52.25043,10.52657,4.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,5014166055,2023-11-03,52.53795,10.15137,250.0,Wathlingen - Ort
schwefelporling,5015560054,2023-12-10,51.52306,10.872,250.0,Steigerthal und Umfeld
schwefelporling,3859090890,2022-01-10,52.26601,10.39841,8.0,
schwefelporling,3892524467,2022-04-30,52.3651,9.73876,11.0,
schwefelporling,3772626330,2022-05-07,51.56873,9.91155,88.0,
schwefelporling,3772913154,2022-05-05,52.2849,10.51001,305.0,
schwefelporling,3773696222,2022-05-09,52.28388,10.51239,79.0,
schwefelporling,3784639495,2022-05-09,52.4279,9.74105,40.0,
schwefelporling,3784807660,2022-05-13,52.27132,10.56738,9.0,
schwefelporling,3784961996,2022-05-15,52.19053,9.89563,61.0,
schwefelporling,3785082632,2022-05-14,52.3715,9.81875,12.0,
schwefelporling,3785087734,2022-05-14,52.27128,10.56714,,
schwefelporling,3802294909,2022-05-19,52.38274,9.76399,5.0,
schwefelporling,3802380770,2022-05-21,52.32927,10.71353,20.0,
schwefelporling,3802388592,2022-05-20,51.54124,9.98924,,
schwefelporling,3802411945,2022-05-22,53.27341,9.86834,53.0,
schwefelporling,3802486456,2022-05-24,52.33204,9.74044,24.0,
schwefelporling,3802508357,2022-05-22,52.25196,10.51246,10.0,
schwefelporling,3802560720,2022-05-25,52.124,9.40518,13.0,
schwefelporling,3802748780,2022-05-25,52.27974,10.4735,20.0,
schwefelporling,3823231850,2022-05-08,52.09731,10.04341,16.0,Innerstetal von Langelsheim bis Groß Düngen - N2000
schwefelporling,3823239242,2022-05-15,52.935,9.23111,,VER Verden (Landkreis)
schwefelporling,3823281329,2022-05-18,52.24343,9.62601,,LSG Norddeister
schwefelporling,3823288151,2022-05-24,52.28186,10.76579,5.0,FFH Rieseberg
schwefelporling,3823561448,2022-05-29,52.27139,10.56722,,BS Braunschweig Julius Kühn-Institut (JKI)
schwefelporling,3823596277,2022-05-26,51.85937,10.27728,59.0,GS Goslar (Landkreis)
schwefelporling,3823649048,2022-05-12,52.30791,9.47782,,WL Barsinghausen Egestorf
schwefelporling,3823698576,2022-05-17,52.17672,10.52069,21.0,WF Wolfenbüttel
schwefelporling,3824057931,2022-05-24,52.45075,9.88469,5.0,H Isernhagen
schwefelporling,3824154213,2022-05-29,51.51823,9.5569,7.0,KS Kassel (Landkreis)
schwefelporling,3824421603,2022-05-18,52.34223,9.4362,4.0,LSG Benther Berg - Südaue
schwefelporling,3824457083,2022-05-24,52.09728,10.04337,5.0,Innerstetal von Langelsheim bis Groß Düngen - N2000
schwefelporling,3824479579,2022-05-17,52.17652,10.52093,,LSG Nördliche Okeraue
schwefelporling,3825789945,2022-05-10,51.72916,10.93902,4.0,Wernigerode (ehem. Landkreis)
schwefelporling,3825934296,2022-05-29,52.27222,10.545,,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,3826308719,2022-05-07,52.49929,9.35262,,LSG Steinhuder Meer
schwefelporling,3827101914,2022-05-22,53.0421,11.43225,1.0,DAN Elbufer-Drawehn NP
schwefelporling,3827225826,2022-05-08,52.09725,10.04334,5.0,Innerstetal von Langelsheim bis Groß Düngen - N2000
schwefelporling,3827290571,2022-05-08,52.09729,10.04337,5.0,Innerstetal von Langelsheim bis Groß Düngen - N2000
schwefelporling,3827341315,2022-05-28,51.86208,10.30746,6.0,GS Goslar (Landkreis)
schwefelporling,3827408671,2022-05-06,51.53534,9.36086,236.0,KS Kassel (Landkreis)
schwefelporling,3827421207,2022-05-26,51.50169,9.17933,52.0,HX Höxter (Kreis)
schwefelporling,3827512748,2022-05-22,51.83275,10.82304,5.0,Wernigerode (ehem. Landkreis)
schwefelporling,3858439469,2022-05-28,51.53535,9.95946,10.0,
schwefelporling,3859073264,2022-05-25,52.28331,10.47488,164.0,
schwefelporling,3860274496,2022-05-29,51.73056,9.98194,,
schwefelporling,3860436832,2022-05-30,51.69047,11.27113,280.0,
schwefelporling,3860467405,2022-05-28,52.26825,10.54758,,
schwefelporling,3860467756,2022-05-30,52.28876,10.50092,,
schwefelporling,3860778798,2022-05-20,51.53815,9.93594,8.0,
schwefelporling,3905914975,2022-05-01,52.23222,9.03472,25.0,MI Minden-Lübbecke (Landkreis)
schwefelporling,3906618378,2022-05-20,52.22782,9.0362,25.0,MI Minden-Lübbecke (Landkreis)
schwefelporling,3995376232,2022-05-30,53.17763,10.37794,25.0,NSG Barnstedt-Melbecker Bach
schwefelporling,3996684982,2022-05-28,52.2796,10.7583,6.0,FFH Rieseberg
schwefelporling,4155857665,2022-05-18,51.72111,10.95995,,Wernigerode (ehem. Landkreis)
schwefelporling,4157731365,2022-05-29,52.3204,9.20632,,SHG Schaumburg (Landkreis)
schwefelporling,4171988826,2022-05-15,53.44915,10.29534,80.0,
schwefelporling,4442592760,2022-05-31,51.99527,9.99168,1244.0,
schwefelporling,4461927202,2022-05-21,51.77972,10.99404,117.0,Wernigerode (ehem. Landkreis)
schwefelporling,4507810251,2022-05-25,51.94683,9.95741,1336.0,
schwefelporling,5015170433,2022-05-10,51.78296,11.7055,250.0,Aderstedter Saaleauwald
schwefelporling,5016472911,2022-05-28,51.99166,10.0464,250.0,"Harplage, Höhenzug nördlich von Lamspringe"
schwefelporling,3858406663,2022-06-05,51.73829,11.21804,3192.0,
schwefelporling,3858476180,2022-06-03,51.62669,10.4684,1.0,
schwefelporling,3859414627,2022-06-06,51.81409,10.71617,3.0,
schwefelporling,3859647631,2022-06-05,52.02717,10.46883,231.0,
schwefelporling,3860467117,2022-06-02,52.1788,9.34914,9.0,
schwefelporling,3860676873,2022-06-08,51.84894,9.89287,24.0,
schwefelporling,3904310485,2022-06-17,52.16979,10.32039,511.0,SZ Salzgitter (Kreisfreie Stadt)
schwefelporling,3904426851,2022-06-07,51.97445,10.00083,,HI Hildesheim (Landkreis)
schwefelporling,3904519226,2022-06-22,51.54491,9.52589,,KS Kassel (Landkreis)
schwefelporling,3904612357,2022-06-05,52.26887,10.5476,5.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,3904647431,2022-06-16,53.15544,10.22061,93.0,LG Lüneburg (Landkreis)
schwefelporling,3904689830,2022-06-15,52.07223,10.00589,3.0,HI LSG Bad Salzdetfurth
schwefelporling,3904764372,2022-06-15,52.07229,10.00449,11.0,HI LSG Bad Salzdetfurth
schwefelporling,3905034783,2022-06-01,52.08262,10.02738,20.0,HI Hildesheim (Landkreis)
schwefelporling,3905300077,2022-06-02,53.47783,10.11131,4.0,HH Hamburg (Kreisfreie Stadt)
schwefelporling,3905753401,2022-06-04,52.12668,10.00405,10.0,HI LSG Vorholzer Bergland (West)
schwefelporling,3906158811,2022-06-22,51.69749,10.87826,5.0,Wernigerode (ehem. Landkreis)
schwefelporling,3906645996,2022-06-04,51.7998,9.11329,58.0,HX Höxter (Kreis)
schwefelporling,3995421183,2022-06-08,53.18194,10.54156,25.0,LG Lüneburg (Landkreis)
schwefelporling,3995575123,2022-06-06,51.50142,9.33025,30.0,KS Kassel (Landkreis)
schwefelporling,4158803197,2022-06-19,51.91045,9.16226,,Schwalenberger Wald - N2000
schwefelporling,5027853192,2022-06-10,53.2544,10.35637,250.0,Landwehr Brockwinkel-Reppenstedt
schwefelporling,3873227176,2022-07-13,52.27208,10.57883,64.0,
schwefelporling,3873920576,2022-07-10,51.7383,11.09635,17.0,
schwefelporling,3881491760,2022-07-27,52.38126,9.76891,7.0,
schwefelporling,3881650507,2022-07-30,52.27236,10.57845,15.0,
schwefelporling,3889180482,2022-07-27,52.18734,9.60696,75.0,
schwefelporling,3905672488,2022-07-31,51.55159,9.16111,900.0,HX Höxter (Kreis)
schwefelporling,3906051797,2022-07-16,52.3932,10.53431,,GF Gifhorn (Landkreis)
schwefelporling,3906084560,2022-07-28,51.58611,11.90736,21.0,Saalkreis (ehem. Landkreis)
schwefelporling,3907059181,2022-07-25,52.2425,9.06639,25.0,LSG Harrl
schwefelporling,3995050211,2022-07-17,52.00278,9.6552,24.0,HI Duinger Teiche
schwefelporling,3995634425,2022-07-17,52.00306,9.65424,48.0,HI Duinger Teiche
schwefelporling,3997035693,2022-07-27,52.33774,11.84878,,Ohrekreis (ehem. Landkreis)
schwefelporling,3997166230,2022-07-22,53.16644,9.96714,14.0,LG VSG Lüneburger Heide
schwefelporling,3881629609,2022-08-02,52.27267,10.57981,93.0,
schwefelporling,3881709465,2022-08-02,52.27265,10.58122,,
schwefelporling,3888830676,2022-08-06,52.06893,10.52826,24.0,
schwefelporling,3889280484,2022-08-08,52.38276,9.76851,,
schwefelporling,3892382823,2022-08-12,53.25721,10.45125,174.0,
schwefelporling,3892412072,2022-08-10,52.39065,9.76071,165.0,
schwefelporling,3902263802,2022-08-21,52.32377,10.45933,,
schwefelporling,3902264851,2022-08-25,52.37168,9.81862,7.0,
schwefelporling,3902399551,2022-08-20,52.60559,10.9323,,
schwefelporling,3902814968,2022-08-22,51.71568,11.20048,41.0,
schwefelporling,3902981081,2022-08-25,52.37476,9.75741,8.0,
schwefelporling,3904342222,2022-08-01,51.71814,10.96997,542.0,Wernigerode (ehem. Landkreis)
schwefelporling,3904486237,2022-08-02,51.56928,10.83946,5.0,Südharz - N2000
schwefelporling,3904669299,2022-08-19,52.22818,10.57776,560.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,3904716186,2022-08-01,53.1425,11.24855,4.0,LUP Ludwigslust-Parchim (Landkreis)
schwefelporling,3904729876,2022-08-21,52.60874,10.02887,5.0,CE Celle (Landkreis)
schwefelporling,3904787959,2022-08-21,52.60744,10.02543,5.0,CE Celle (Landkreis)
schwefelporling,3904857219,2022-08-14,52.36134,9.78767,,Hannover
schwefelporling,3904972708,2022-08-12,52.25802,10.55953,10.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,3905057463,2022-08-07,52.27065,10.54616,10.0,BS Braunschweig (Kreisfreie Stadt)
schwefelporling,3905065669,2022-08-03,51.73382,11.03245,5.0,Quedlinburg (ehem. Landkreis)
schwefelporling,3905091912,2022-08-13,52.05937,10.15672,7.0,HI LSG Hainberg
schwefelporling,3905269586,2022-08-21,52.33744,9.81133,295.0,Hannover
schwefelporling,3905278734,2022-08-19,52.2725,10.28472,,PE Peine (Landkreis)
schwefelporling,3905311255,2022-08-23,51.78472,11.12978,30.0,Quedlinburg (ehem. Landkreis)
schwefelporling,3905396181,2022-08-15,51.54286,9.52604,6.0,KS Kassel (Landkreis)
schwefelporling,3905508218,2022-08-11,51.56939,10.83997,79.0,Südharz - N2000
schwefelporling,3905527022,2022-08-23,53.2973,9.28038,5.0,ROW Rotenburg (Wümme) (Landkreis)
schwefelporling,3905635266,2022-08-21,52.61432,10.01416,5.0,CE Celle (Landkreis)
schwefelporling,3905638797,2022-08-28,52.22839,10.57779,24.0,NSG Mascheroder und Rautheimer Holz
schwefelporling,3905718388,2022-08-07,53.06284,11.8207,15.0,PR Prignitz (Landkreis)
schwefelporling,3905814113,2022-08-07,52.1358,9.95965,247.0,HI LSG Innersteniederung südlich Hildesheim einschließlich d
schwefelporling,3905892961,2022-08-09,52.53306,10.09861,,Brand - N2000
schwefelporling,3906148898,2022-08-02,53.21905,10.42288,5.0,LG NSG Ilmenauniederung mit Tiergarten
schwefelporling,3906174858,2022-08-21,52.61094,10.0213,5.0,CE Celle (Landkreis)
schwefelporling,3906351314,2022-08-07,52.26382,10.27674,252.0,LSG Münstedter Holz
schwefelporling,3906417232,2022-08-27,52.1384,10.65747,4.0,Asse - N2000
schwefelporling,3906476503,2022-08-16,52.24739,10.46392,,"LSG Timmerlaher Busch, Gleidinger Holz und angrenzende Lands"
schwefelporling,3906669871,2022-08-28,52.23256,10.56922,7.0,NSG Mascheroder und Rautheimer Holz
schwefelporling,3906700078,2022-08-24,52.35773,10.98112,8.0,HE Helmstedt (Landkreis)
schwefelporling,3906715799,2022-08-21,51.72891,10.94042,16.0,Wernigerode (ehem. Landkreis)
schwefelporling,3906770024,2022-08-13,52.05936,10.15669,5.0,HI LSG Hainberg
schwefelporling,3906798473,2022-08-24,52.36193,9.82493,900.0,Hannover
schwefelporling,3906804605,2022-08-28,52.26669,10.58921,10.0,VSG Riddagshäuser Teiche
schwefelporling,3906825124,2022-08-31,52.4435,11.84887,423.0,SDL Stendal (Landkreis)
schwefelporling,3906879828,2022-08-30,52.58111,10.18472,,CE Celle (Landkreis)
schwefelporling,3906881663,2022-08-24,52.36682,9.82996,24.0,Tiergarten - N2000
schwefelporling,3907064163,2022-08-20,51.75799,9.32098,,HX Höxter
schwefelporling,3907167546,2022-08-02,53.2,11.33501,5.0,LUP Ludwigslust-Parchim (Landkreis)
schwefelporling,3907170436,2022-08-02,53.20035,11.33485,35.0,LUP Ludwigslust-Parchim (Landkreis)
