art,gbif_id,datum,lat,lon,unsicherheit_m,ort
marone,4925867177,2023-08-05,53.18197,9.19037,4.0,
marone,4926091149,2023-08-03,53.14527,9.07886,3.0,
marone,4950078092,2023-08-20,53.22389,9.80917,,
marone,5016228221,2023-08-20,53.24437,10.20293,250.0,"Luhmühlen, Große Heide, nördl. Turnierplatz"
marone,5019120250,2023-08-12,53.16615,10.43974,250.0,"Melbeck, Wald südöstlich des Campingplatzes"
marone,5022785762,2023-08-18,53.15382,10.42026,250.0,"Melbeck, Wald zwischen B4 und L233 bzw. Forellenbachtal"
marone,5023080885,2023-08-12,53.4786,9.88583,25.0,TK25 Blatt 2525/1 - Neugraben-Fischbek
marone,5023555593,2023-08-08,53.09948,10.33785,250.0,Süsing
marone,5025041602,2023-08-12,53.14728,10.45102,250.0,Naturschutzgebiet Forellenbachtal
marone,5026471386,2023-08-04,53.15382,10.42026,250.0,"Melbeck, Wald zwischen B4 und L233 bzw. Forellenbachtal"
marone,5028112560,2023-08-18,52.12361,9.37388,250.0,TK25 Blatt 3822/3 - Weser / Hameln
marone,5104279969,2023-08-18,53.26667,10.43226,37.0,
marone,4407373553,2023-09-01,51.63321,11.26181,26164.0,
marone,4414247695,2023-09-16,51.72417,10.61762,5.0,
marone,4416758618,2023-09-15,51.85017,10.28083,1344.0,
marone,4421058925,2023-09-30,53.22241,10.70264,330.0,
marone,4438675957,2023-09-14,52.68774,9.94675,4.0,
marone,5012907114,2023-09-10,52.46332,9.86434,250.0,Lohner Wald
marone,5016530167,2023-09-24,53.15382,10.42026,250.0,"Melbeck, Wald zwischen B4 und L233 bzw. Forellenbachtal"
marone,5019697576,2023-09-10,53.42038,11.35265,250.0,Waldgebiet bei Kraak
marone,5022343057,2023-09-27,53.13998,9.96941,250.0,Oberhaverbecker Forst
marone,5027501749,2023-09-12,51.8171,10.97483,250.0,Heers
marone,4424389788,2023-10-04,52.41375,10.37552,395.0,
marone,4424509159,2023-10-08,52.29779,10.36413,19.0,
marone,4430529901,2023-10-11,52.15586,9.41113,8.0,
marone,4430538479,2023-10-04,53.07592,11.26157,8.0,
marone,4430591973,2023-10-14,53.26577,10.49113,15.0,
marone,4431166497,2023-10-18,52.79569,10.33943,26004.0,
marone,4431236453,2023-10-21,52.95321,10.55355,101.0,
marone,4431289788,2023-10-22,52.59196,9.86578,8.0,
marone,4436198959,2023-10-28,52.41517,10.36955,511.0,
marone,4436200902,2023-10-30,52.13043,9.37305,,
marone,4436206611,2023-10-27,52.93437,9.29869,6.0,
marone,4436269135,2023-10-29,52.45825,10.81755,,
marone,4436400234,2023-10-29,52.45521,10.81233,,
marone,4438697437,2023-10-30,52.2983,10.35208,15.0,
marone,4438858082,2023-10-06,53.45129,9.88227,137.0,
marone,4438942716,2023-10-30,53.14847,10.66224,283.0,
marone,4460620727,2023-10-08,53.27313,10.71372,14.0,LG Bleckede
marone,4460837771,2023-10-31,53.26833,10.68677,7.0,LG Bleckede
marone,4461460513,2023-10-12,53.20152,9.52917,4.0,Wümmeniederung - N2000
marone,4462312901,2023-10-17,53.31989,11.51962,14.0,LUP Ludwigslust-Parchim (Landkreis)
marone,4462338011,2023-10-11,52.05429,10.01351,5.0,HI LSG Bad Salzdetfurth
marone,4462471761,2023-10-11,52.92003,9.9986,5.0,HK Heidekreis (Landkreis)
marone,4524977417,2023-10-01,53.43548,9.85681,15.0,
marone,4525088476,2023-10-05,53.29286,10.28694,88.0,
marone,4882708549,2023-10-29,53.12893,9.82392,114.0,LG VSG Lüneburger Heide
marone,4887230303,2023-10-28,53.15541,9.82529,5.0,HK - Camp Reinsehlen
marone,4890517943,2023-10-29,53.15565,9.8249,14.0,HK - Camp Reinsehlen
marone,4890808016,2023-10-29,53.1548,9.95966,7.0,LG VSG Lüneburger Heide
marone,4891009312,2023-10-29,53.1262,9.8994,14.0,LG VSG Lüneburger Heide
marone,5012577435,2023-10-18,52.45988,9.19221,250.0,Mischwald beim Denkhaus in Loccum
marone,5013606353,2023-10-14,53.09948,10.33785,250.0,Süsing
marone,5016414656,2023-10-30,53.15653,9.944,250.0,Waldgebiete westl. Wilsede
marone,5016594157,2023-10-28,53.11587,9.83294,250.0,Heideflächen östlich Schneverdingen
marone,5018493533,2023-10-23,52.60226,10.10017,250.0,Altenceller Feld - Brache und Aufforstungen
marone,5018800438,2023-10-29,53.42038,11.35265,250.0,Waldgebiet bei Kraak
marone,5019205694,2023-10-03,53.22099,10.42791,250.0,"Tiergarten, Lüneburg"
marone,5019746566,2023-10-08,53.09902,10.12922,250.0,Rehrhofer Heide
marone,5020470652,2023-10-11,53.15783,10.55401,250.0,Solchstorf SW - UE
marone,5020508476,2023-10-08,52.46462,9.93061,250.0,Oldhorster Moor
marone,5020873559,2023-10-28,53.15017,9.82332,250.0,Camp Reinsehlen
marone,5021893681,2023-10-21,52.53689,9.70311,250.0,Henjeskamp
marone,5022245367,2023-10-23,53.15501,10.40188,250.0,"Melbeck, Melbecker Heide"
marone,5022551935,2023-10-19,52.44976,9.14762,250.0,Klosterwald Loccum
marone,5022719380,2023-10-30,53.11412,9.88152,250.0,Lüneburger Heide- nördl. Bockheber
marone,5022739755,2023-10-23,52.26443,11.12395,250.0,Bartenslebener Forst
marone,5022881253,2023-10-08,52.46332,9.86434,250.0,Lohner Wald
marone,5023542571,2023-10-15,53.15382,10.42026,250.0,"Melbeck, Wald zwischen B4 und L233 bzw. Forellenbachtal"
marone,5023837618,2023-10-23,53.15382,10.42026,250.0,"Melbeck, Wald zwischen B4 und L233 bzw. Forellenbachtal"
marone,5025371770,2023-10-30,52.12361,9.37388,250.0,TK25 Blatt 3822/3 - Weser / Hameln
marone,5025714840,2023-10-08,53.45808,11.24365,250.0,Viezer Heide (TÜP) und umgebender Wald
marone,5026910561,2023-10-07,52.53689,9.70311,250.0,Henjeskamp
marone,5104255128,2023-10-21,52.30378,10.35378,16.0,
marone,4438895506,2023-11-03,52.13518,9.35299,,
marone,4440865935,2023-11-12,52.18855,10.7486,,
marone,4453921367,2023-11-22,53.20032,10.61504,138.0,
marone,4459788076,2023-11-08,53.14176,9.91929,7.0,LG VSG Lüneburger Heide
marone,5014188819,2023-11-25,52.45988,9.19221,250.0,Mischwald beim Denkhaus in Loccum
marone,5015435669,2023-11-02,52.43438,9.70889,250.0,"Godshorn Gärten, Wege und Wiesen"
marone,5017557279,2023-11-11,53.30104,11.15872,250.0,Nationales Naturerbe Lübtheener Heide
marone,5017958057,2023-11-03,52.12361,9.37388,250.0,TK25 Blatt 3822/3 - Weser / Hameln
marone,5018146953,2023-11-04,52.44976,9.14762,250.0,Klosterwald Loccum
marone,5023321594,2023-11-21,52.30459,10.61156,250.0,BS-NO
marone,5028436372,2023-11-01,53.15382,10.42026,250.0,"Melbeck, Wald zwischen B4 und L233 bzw. Forellenbachtal"
marone,6353222008,2023-11-02,52.10015,11.27497,717.0,
marone,6412510041,2023-11-04,53.08564,11.09078,20.0,DAN Lüchow-Dannenberg (Landkreis)
marone,3912005744,2022-09-16,53.15898,11.18148,8.0,
marone,3915537598,2022-09-24,51.84651,10.32142,8.0,
marone,3995400150,2022-09-25,51.77264,9.54753,104.0,HOL Solling-Vogler NP
marone,3995528105,2022-09-17,53.26373,10.68537,25.0,LG Lüneburg (Landkreis)
marone,3995882387,2022-09-18,53.25277,11.99001,6.0,PR Prignitz (Landkreis)
marone,3996077174,2022-09-26,52.43281,10.8901,8.0,WOB Wolfsburg (Kreisfreie Stadt)
marone,3996145076,2022-09-18,53.23401,10.80708,25.0,LG LSG Lüneburger Heide
marone,3996429990,2022-09-25,53.26087,10.81277,171.0,LG Lüneburg (Landkreis)
marone,3996625926,2022-09-18,53.25268,11.99029,567.0,PR Prignitz (Landkreis)
marone,3997075149,2022-09-25,53.17984,10.46334,8.0,NSG Dieksbeck
marone,3997365404,2022-09-30,53.21136,10.33449,7.0,LG LSG Lüneburger Heide
marone,3997433824,2022-09-25,53.1785,10.46412,,NSG Dieksbeck
marone,5013373081,2022-09-25,51.92364,9.79049,250.0,TK25 Blatt 4024/4 - Delligsen / Kaierde
marone,5013562139,2022-09-20,52.54154,9.83,250.0,Sprillgehege
marone,5019643996,2022-09-25,52.54154,9.83,250.0,Sprillgehege
marone,5020109411,2022-09-24,52.53689,9.70311,250.0,Henjeskamp
marone,5027678595,2022-09-15,53.16673,10.00609,250.0,Döhler Fuhren
marone,6412108244,2022-09-29,52.52859,9.87984,13.0,FFH Trunnenmoor
marone,3923350454,2022-10-03,53.43859,9.80055,,
marone,3923393415,2022-10-02,52.44904,10.8115,207.0,
marone,3925063257,2022-10-09,53.46154,9.87374,10.0,
marone,3925272645,2022-10-11,53.29395,10.23179,24.0,
marone,3947077890,2022-10-18,51.81178,10.36878,33.0,
marone,3947291079,2022-10-19,52.25258,10.45984,25.0,
marone,3947316386,2022-10-22,52.28799,10.62996,9.0,
marone,3947360224,2022-10-21,53.22531,9.78326,175.0,
marone,3947488255,2022-10-11,52.41525,10.01771,283.0,
marone,3947575617,2022-10-16,52.94807,10.4836,25972.0,
marone,3961492437,2022-10-31,52.32569,10.57575,9.0,
marone,3988601291,2022-10-22,51.65014,11.02336,57.0,
marone,3994190542,2022-10-02,53.46123,11.57229,4.0,
marone,3995866706,2022-10-16,53.14005,9.83899,28.0,LG VSG Lüneburger Heide
marone,3997416356,2022-10-16,53.13665,9.83296,25.0,LG VSG Lüneburger Heide
marone,3997696739,2022-10-13,52.07413,9.94308,25.0,HI LSG Beuster und Kalte Beuster
marone,4039355762,2022-10-08,52.38998,9.76787,2213.0,
marone,4127014628,2022-10-01,53.22241,10.70264,330.0,
marone,4158452187,2022-10-15,52.28151,9.17202,30.0,LSG Bückeberge
marone,4440887674,2022-10-21,51.78694,10.29519,1250.0,
marone,4926160112,2022-10-16,53.15642,9.07739,16.0,
marone,4931625091,2022-10-31,53.3271,9.5029,1.0,ROW Rotenburg (Wümme) (Landkreis)
marone,5013825641,2022-10-08,52.53689,9.70311,250.0,Henjeskamp
marone,5014515413,2022-10-16,52.52454,10.12596,250.0,Wathlingen - Kaliberg
marone,5016970176,2022-10-18,53.45808,11.24365,250.0,Viezer Heide (TÜP) und umgebender Wald
marone,5017488502,2022-10-15,52.00149,9.65973,250.0,Bruchsee: Wallensen-Duingen
marone,5018789405,2022-10-23,52.25471,9.56703,250.0,Deister Ostseite
marone,5020227208,2022-10-17,52.37006,10.82353,25.0,TK25 Blatt 3630/2 - Wolfsburg / Detmerode / Barnstorf
marone,5023143883,2022-10-23,53.45853,10.71804,250.0,Waldgebiet südwestlich Leisterförde
marone,5023814080,2022-10-23,53.1235,10.2904,250.0,TK25 Blatt 2827/4 - Lüneburger Heide / Betzendorf
marone,5025764387,2022-10-15,52.52454,10.12596,250.0,Wathlingen - Kaliberg
marone,5026961356,2022-10-13,51.7487,10.57606,250.0,Achtermannshöhe und Umgebung
marone,6411971631,2022-10-16,53.14019,9.93306,7.0,LG VSG Lüneburger Heide
marone,5013144372,2022-11-13,53.22349,10.45703,250.0,TK25 Blatt 2728/4 - Lüneburg / Wendisch Evern
marone,5016232507,2022-11-06,52.90248,9.55038,250.0,Grundloses Moor und Grundloser See bei Walsrode
marone,5017184797,2022-11-05,52.81805,10.14287,250.0,Misselhorner Heide und angrenzender Wald
marone,5018154005,2022-11-21,53.135,10.34046,250.0,Süsing-Nord
marone,5022582129,2022-11-27,53.15501,10.40188,250.0,"Melbeck, Melbecker Heide"
marone,5024288195,2022-11-12,52.27955,10.80475,25.0,TK25 Blatt 3730/2 - Lauingen / Königslutter am Elm
marone,5025845857,2022-11-06,52.27016,11.05052,250.0,Lappwald bei Walbeck
marone,3330503396,2021-01-02,52.0225,10.21312,366.0,
marone,5021280278,2021-02-07,51.67367,10.95698,250.0,TK25 Blatt 4331/2 - Harz / Allrode
marone,3355507634,2021-07-21,51.80377,10.27365,,
marone,3355238619,2021-09-02,53.11972,9.90581,65.0,
marone,3384709484,2021-09-11,52.49781,10.72665,6611.0,
marone,3384968611,2021-09-12,52.27269,10.5911,10.0,
marone,3456801308,2021-09-04,52.7145,10.47269,14.0,
marone,3731835472,2021-09-04,52.17215,10.85624,5.0,LSG Elm
marone,3733403433,2021-09-02,52.1744,10.86133,5.0,LSG Elm
marone,3823000338,2021-09-04,52.17099,10.85646,8.0,LSG Elm
marone,3823004706,2021-09-04,52.17208,10.85576,5.0,LSG Elm
marone,3915488430,2021-09-05,53.23571,9.84186,174.0,
marone,5014089420,2021-09-26,52.54154,9.83,250.0,Sprillgehege
marone,5015917871,2021-09-26,52.52357,9.8738,250.0,TK25 Blatt 3425/3 - Burgwedel / Kleinburgwedel
marone,5017568225,2021-09-26,52.55419,9.47798,250.0,Klostertannen Mariensee
marone,5017606693,2021-09-25,52.52454,10.12596,250.0,Wathlingen - Kaliberg
marone,5018719301,2021-09-04,53.01953,10.46482,250.0,Bobenwald
marone,5019295360,2021-09-11,52.44976,9.14762,250.0,Klosterwald Loccum
marone,5021307060,2021-09-19,52.52357,9.8738,250.0,TK25 Blatt 3425/3 - Burgwedel / Kleinburgwedel
marone,5022513626,2021-09-26,52.52454,10.12596,250.0,Wathlingen - Kaliberg
marone,5023331398,2021-09-03,53.16782,9.94567,250.0,Wilseder Berg u. umgebende Heideflächen
marone,5023758254,2021-09-04,53.17349,9.87379,250.0,TK25 Blatt 2825/1 - Lüneburger Heide
marone,5026392061,2021-09-14,52.45643,10.35354,250.0,Oker - Totarm südlich Meinersen
marone,5027410410,2021-09-04,52.49511,9.38095,250.0,Steinhuder Meer (Ostufer)
marone,5027647655,2021-09-12,52.53001,10.23067,250.0,NSG Bohlenbruch
marone,5027817290,2021-09-26,52.54154,9.83,250.0,Sprillgehege
marone,6424417540,2021-09-13,52.40019,10.51707,11.0,LSG Papenteich und Schweineholz
marone,3408112141,2021-10-28,53.34902,9.61238,38399.0,
marone,3731938662,2021-10-05,52.28198,10.78321,13.0,LSG Mittlere Schunter
marone,3733027273,2021-10-05,52.28188,10.78313,4.0,LSG Mittlere Schunter
marone,3823278759,2021-10-07,52.46231,9.86017,25.0,H Isernhagen LSG Obere Wietze
marone,3858228857,2021-10-02,52.59138,11.29705,4.0,
marone,3912123432,2021-10-02,53.21911,9.8028,464.0,
marone,4976229409,2021-10-01,51.57247,10.07683,15.0,
marone,5018050749,2021-10-09,52.29908,9.41534,250.0,Deister Westseite
marone,5022913782,2021-10-08,53.29385,9.81337,250.0,Lohberge
marone,5023381077,2021-10-16,52.77644,10.26827,250.0,"Aschauteiche, nördlich"
marone,5026832199,2021-10-26,53.19756,11.04743,250.0,Binnendüne und Kiefernwald bei Kaarßen
marone,5027158232,2021-10-26,53.1235,11.30407,250.0,NSG Binnendünen bei Klein Schmölen und NSG Löcknitztal-Altla
marone,3415582633,2021-11-14,51.80449,9.64646,41.0,
marone,5019326388,2021-11-07,52.7267,9.8211,250.0,Gut Sunder und umliegender Wald
marone,5020998380,2021-12-13,53.42038,11.35265,250.0,Waldgebiet bei Kraak
marone,5019508136,2020-07-23,51.74425,10.64283,250.0,Kramershai
marone,5022776961,2020-07-11,52.95395,10.56172,250.0,Uelzen Hasenberg
marone,5025509712,2020-07-27,51.77156,10.35324,25.0,TK25 Blatt 4228/1 - Harz / Buntenbock / Riefensbeek
marone,2864602014,2020-09-13,51.83954,10.10842,31.0,
marone,5013831661,2020-09-13,52.90248,9.55038,250.0,Grundloses Moor und Grundloser See bei Walsrode
marone,5014330378,2020-09-29,53.46918,11.56832,250.0,Friedrichsmoor und Waldlewitz
marone,5014885238,2020-09-19,52.44976,9.14762,250.0,Klosterwald Loccum
marone,5017318272,2020-09-14,52.77644,10.26827,250.0,"Aschauteiche, nördlich"
marone,5022715775,2020-09-19,52.50065,9.24019,250.0,Rehburger Moor und Rehburger Wald
marone,5024450862,2020-09-27,52.54154,9.83,250.0,Sprillgehege
marone,5026166872,2020-09-17,52.44126,10.47014,250.0,NSG Viehmoor (Leiferde)
marone,5026972310,2020-09-13,51.7536,9.50798,250.0,Neuhaus
marone,6424680659,2020-09-13,52.49502,10.02994,12.0,LSG Burgdorfer Holz
marone,3118205708,2020-10-10,52.33095,11.62526,3020.0,
marone,3330506393,2020-10-20,52.84734,11.73037,8.0,
marone,4156467121,2020-10-30,53.48033,10.50961,37.0,RZ Herzogtum Lauenburg (Landkreis)
marone,5014194609,2020-10-28,53.27072,10.68691,25.0,TK25 Blatt 2730/1 - Elbe / Bleckede / Breetze
marone,5021114378,2020-10-25,52.48442,10.55258,250.0,Gifhorn
marone,5022935641,2020-10-27,52.44126,10.47014,250.0,NSG Viehmoor (Leiferde)
marone,5023360560,2020-10-24,52.38296,9.40203,250.0,haste mysta
marone,5024427249,2020-10-21,52.44976,9.14762,250.0,Klosterwald Loccum
marone,5025210157,2020-10-10,53.45808,11.24365,250.0,Viezer Heide (TÜP) und umgebender Wald
marone,5026698242,2020-10-31,52.87688,9.65085,250.0,Lönsgrab & Tietlinger Wacholderhain und Umgebung
marone,5028499411,2020-10-07,51.67367,10.95698,250.0,TK25 Blatt 4331/2 - Harz / Allrode
marone,2984371578,2020-11-07,51.83861,10.1082,122.0,
marone,2984509584,2020-11-07,52.88038,10.61576,25972.0,
marone,2988518099,2020-11-15,52.49912,9.71487,17.0,
marone,2988725718,2020-11-22,53.11844,9.81656,50.0,
marone,2992691588,2020-11-19,52.28256,10.47478,7.0,
marone,2992713557,2020-11-06,51.70492,11.24117,24.0,
marone,3915480393,2020-11-22,52.54713,9.30809,24.0,
marone,3947400390,2020-11-02,52.50974,10.85737,11482.0,
marone,3988544356,2020-11-08,53.11547,9.81444,15.0,
marone,5012447584,2020-11-10,53.48201,10.70049,250.0,Waldgebiet nördlich Gartenschläger Eck
marone,5013592557,2020-11-03,52.79293,9.66434,250.0,Heide bei Krelingen
marone,5014075742,2020-11-07,53.04181,10.46561,250.0,Brennholz - Ebstorf - UE
marone,5016886221,2020-11-21,52.99326,10.58873,250.0,Ripdorf Wald - UE - Landesforst 2120-2123
marone,5021338900,2020-11-15,52.97118,10.27462,250.0,Ellerndorf Heide Schießbahn Nord
marone,5022267850,2020-11-05,52.98749,10.2512,250.0,Lintzel Blauer Waldpfad
marone,5025510802,2020-11-08,53.28772,10.69905,25.0,TK25 Blatt 2730/1 - Elbe / Bleckede / Breetze
marone,5026870232,2020-11-07,52.95691,10.37178,250.0,Mönchsbruch und Unteres Häsebachtal UE
marone,5018632231,2020-12-18,53.21744,10.54628,250.0,Barendorf - Forst Birken
marone,5020603135,2020-12-05,52.7079,9.67955,250.0,"Essel, Waldbrandstelle nahe A7"
marone,3972967247,2019-08-29,51.58,10.09167,,Göttingen
marone,3972967248,2019-08-29,51.58,10.09167,,Göttingen
marone,3972980285,2019-08-29,51.58,10.09167,,Göttingen
marone,3972999912,2019-08-29,51.58,10.09167,,Göttingen
marone,3973005400,2019-08-29,51.58,10.09167,,Göttingen
marone,3973007376,2019-08-29,51.58,10.09167,,Göttingen
marone,3973042345,2019-08-29,51.58,10.09167,,Göttingen
marone,3973094642,2019-08-29,51.58,10.09167,,Göttingen
marone,3973094643,2019-08-29,51.58,10.09167,,Göttingen
marone,3974712549,2019-08-29,51.58,10.09167,,Göttingen
marone,3974741311,2019-08-29,51.58,10.09167,,Göttingen
marone,3974805516,2019-08-29,51.58,10.09167,,Göttingen
marone,3974805517,2019-08-29,51.58,10.09167,,Göttingen
marone,3974823575,2019-08-29,51.58,10.09167,,Göttingen
marone,3976382482,2019-08-29,51.58,10.09167,,Göttingen
marone,3976541212,2019-08-29,51.58,10.09167,,Göttingen
marone,3976541213,2019-08-29,51.58,10.09167,,Göttingen
marone,3976577662,2019-08-29,51.58,10.09167,,Göttingen
marone,3976583491,2019-08-29,51.58,10.09167,,Göttingen
marone,3976590310,2019-08-29,51.58,10.09167,,Göttingen
marone,3976598565,2019-08-29,51.58,10.09167,,Göttingen
marone,3976751204,2019-08-29,51.58,10.09167,,Göttingen
marone,3976751205,2019-08-29,51.58,10.09167,,Göttingen
marone,3977930353,2019-08-29,51.58,10.09167,,Göttingen
marone,3977940215,2019-08-29,51.58,10.09167,,Göttingen
marone,3978033430,2019-08-29,51.58,10.09167,,Göttingen
marone,3978037321,2019-08-29,51.58,10.09167,,Göttingen
marone,3978037322,2019-08-29,51.58,10.09167,,Göttingen
marone,5024736062,2019-08-25,51.82365,10.45706,250.0,TK25 Blatt 4128/4 - Harz / Altenau / Okerstausee
marone,2423175055,2019-09-16,51.80535,10.44764,125.0,
marone,5016994992,2019-09-27,52.13075,9.62505,250.0,Osterwald
marone,5017292538,2019-09-27,52.25471,9.56703,250.0,Deister Ostseite
marone,5027043029,2019-09-28,52.00149,9.65973,250.0,Bruchsee: Wallensen-Duingen
marone,2444999746,2019-10-19,52.19749,10.75074,18.0,
marone,2456514188,2019-10-31,51.86677,10.57909,17.0,
marone,2574227364,2019-10-14,51.84363,9.38747,,
marone,2818536362,2019-10-01,51.77746,9.54629,,
marone,3457078300,2019-10-25,52.12729,9.36113,,
marone,3724095568,2019-10-25,51.94155,9.69654,10.0,HOL Holzminden (Landkreis)
marone,5016629247,2019-10-03,53.1368,10.79263,250.0,Kellerberg - Göhrde
marone,5017365348,2019-10-07,52.93415,10.27994,250.0,Kiehnmoor mit Heideflächen
marone,5020305223,2019-10-22,53.15382,10.42026,250.0,"Melbeck, Wald zwischen B4 und L233 bzw. Forellenbachtal"
marone,5020314482,2019-10-18,53.23736,10.70621,25.0,TK25 Blatt 2730/3 - Ostheide / Ellringen / Dahlem
marone,5021121032,2019-10-19,53.27499,10.71312,25.0,TK25 Blatt 2730/1 - Elbe / Bleckede / Breetze
marone,5024960373,2019-10-25,52.25471,9.56703,250.0,Deister Ostseite
marone,5025410598,2019-10-02,52.2568,9.4806,250.0,Nienstedter Pass Kammweg zwischen Pass und Annaturm
marone,5027421420,2019-10-01,52.29189,9.46026,250.0,Deister Nordostseite
marone,5027847167,2019-10-27,51.81221,9.64423,250.0,MTB 4123/4/4 Waldgebiet Solling
marone,5014598360,2019-11-03,52.44047,9.22618,250.0,Mischwald bei Bad Rehburg
marone,5022472645,2019-11-03,52.44478,9.21362,250.0,Bad Rehburg Laubwald
marone,5027366220,2018-10-28,52.53001,10.23067,250.0,NSG Bohlenbruch
marone,5027510513,2018-10-22,51.88073,10.47678,250.0,Waldhaus Oker südöstlich der Oker
marone,5013481685,2018-11-30,52.25471,9.56703,250.0,Deister Ostseite
marone,5017043881,2018-11-04,51.87143,11.37495,250.0,NSG Hakel (Kleiner Hakel) + Feld
marone,5017296750,2018-11-18,53.27776,10.71371,25.0,TK25 Blatt 2730/1 - Elbe / Bleckede / Breetze
marone,2988921830,2017-07-14,53.085,10.31806,,"Wettenbostel, NWR Süsing - 09ÜK_07"
marone,5012595577,2017-08-20,52.3452,9.07754,250.0,Schaumburger Wald bei Hespe
marone,5017583601,2017-08-17,52.13075,9.62505,250.0,Osterwald
marone,1920851270,2017-09-30,52.19676,10.74943,5.0,
marone,4442671506,2017-09-29,52.31689,9.40545,122.0,
marone,5013986362,2017-09-30,53.07856,9.5521,250.0,Trochel zwischen Hemslingen und Brockel
marone,5014660032,2017-09-09,53.46918,11.56832,250.0,Friedrichsmoor und Waldlewitz
marone,5015077071,2017-09-06,51.6156,9.59433,25.0,Pfeifengrund und Klinik Lippoldsberg
marone,5019534146,2017-09-09,52.43079,9.23152,250.0,Wald bei Bad Rehburg
marone,5021159059,2017-09-27,52.49266,9.5836,250.0,Wald an der Auter bei Osterwald
marone,5021572574,2017-09-10,52.44976,9.14762,250.0,Klosterwald Loccum
marone,5022293596,2017-09-17,53.46108,9.24431,250.0,Stüh bei Bremervörde
marone,5022883604,2017-09-09,53.01344,11.36227,250.0,Gartower Forst westl. B493
marone,5023221019,2017-09-22,52.9083,10.38201,250.0,Bahnsen Hochspannungstrasse Heideflächen
marone,5026582996,2017-09-24,52.55419,9.47798,250.0,Klostertannen Mariensee
marone,2234818867,2017-10-03,51.77128,10.67826,5.0,
marone,5017426312,2017-10-28,51.65311,10.72933,250.0,"Benneckenstein, Waldschlösschen u. südl. Umgeb."
marone,5020850270,2017-10-21,52.82284,11.50738,250.0,"Heiligenfelde, Mühlenberg und Kiesgrube"
marone,5022049365,2017-10-01,52.77644,10.26827,250.0,"Aschauteiche, nördlich"
marone,5027134296,2017-10-01,53.45627,11.7249,250.0,Waldgebiet zw. Garwitz und Malchow
marone,1920848738,2016-08-23,51.77301,10.34881,5.0,
marone,5025035733,2016-08-24,51.77366,10.6237,250.0,TK25 Blatt 4229/2 - Harz / Schierke
marone,2988912534,2016-10-23,53.05423,10.81672,,"Hohenzethen, RF Hohenfier - 07ÜL_02"
marone,5027749673,2016-10-18,52.42989,9.80392,250.0,Hannover Bothfeld Robinienweg
marone,5028598686,2016-10-23,51.82944,9.90375,250.0,Waldgebiet am Aussichtsturm Altendorfer Berg
marone,1453187211,2016-11-01,51.83593,10.58085,5.0,
marone,1143548324,2015-09-19,52.76847,10.56999,26004.0,
marone,1143556617,2015-09-27,52.06027,10.77932,26100.0,
marone,5013432244,2015-09-25,52.86556,10.22046,250.0,Oberohe - Kieselgurgruben und Heidefläche
marone,5015006454,2015-09-22,52.97118,10.27462,250.0,Ellerndorf Heide Schießbahn Nord
marone,5019948135,2015-09-09,52.78317,10.27166,250.0,Drellen-Immenbusch - Obere Aschauteiche
marone,5024248947,2015-09-19,53.1235,11.30407,250.0,NSG Binnendünen bei Klein Schmölen und NSG Löcknitztal-Altla
marone,5076810225,2015-09-12,51.74694,10.67104,773.0,
marone,5016187074,2015-10-10,53.32457,11.54526,250.0,Waldgebiet westl. LWL-Grabower Heide
marone,5017942393,2015-10-04,53.26696,10.59719,250.0,Buckelgräberfeld Boltersen
marone,5023643577,2015-10-10,53.27327,11.54386,250.0,Grabower Forst bei Grabow-West
marone,5026099892,2015-10-10,52.33543,9.32122,250.0,Waldgebiet bei Beckedorf
marone,6137472783,2015-10-23,53.1867,9.99241,250.0,Undeloh - Heide südöstlich
pfifferling,6412807735,2026-06-23,53.17579,9.88573,,LG VSG Lüneburger Heide
pfifferling,6412846631,2026-06-21,53.2732,10.17635,3.0,WL Garstedt
pfifferling,6422256081,2026-06-28,51.65226,9.47395,,
pfifferling,6424680698,2026-06-24,52.9771,9.28754,272.0,FFH Poggenmoor
pfifferling,6424474671,2026-07-05,53.07861,10.20017,25.0,Gewässersystem der Luhe und unteren Neetze - N2000
pfifferling,6424568428,2026-07-05,53.07861,10.20017,25.0,Gewässersystem der Luhe und unteren Neetze - N2000
pfifferling,6447638772,2026-07-23,52.8663,10.22355,5.0,CE Faßberg
pfifferling,6447657943,2026-07-07,53.13881,9.80074,,LSG Höpener Heide und Höpener Berg
pfifferling,6447939630,2026-07-23,53.39717,9.81451,6.0,LSG Rosengarten - Kiekeberg - Stuvenwald
pfifferling,6448407311,2026-07-23,52.86634,10.22358,4.0,CE Faßberg
pfifferling,6448849785,2026-07-23,52.86646,10.22338,6.0,CE Faßberg
pfifferling,6467839328,2026-07-08,51.9329,10.23152,10.0,Gläsener Berg
pfifferling,6479303270,2026-08-02,52.97278,10.24699,6.0,
pfifferling,6479603797,2026-08-02,52.9606,10.24742,600.0,
pfifferling,5230888006,2025-07-10,53.38191,9.3272,25908.0,
pfifferling,5231829399,2025-07-16,53.1539,9.93743,8.0,
pfifferling,5282521205,2025-07-29,53.30912,11.52873,,
pfifferling,5283483446,2025-07-28,53.14269,9.91693,2.0,LG VSG Lüneburger Heide
pfifferling,5282378460,2025-08-01,52.8231,9.23898,29.0,
pfifferling,5283187435,2025-08-03,53.12968,9.90462,10.0,LG VSG Lüneburger Heide
