id,lat,lon,ph,cec,sand,clay,silt,humus,stickstoff
F52.378_9.776,52.378,9.776,5.33,19.27,51.67,18.87,29.4,52.27,3.39
F52.28_10.464,52.28,10.464,5.33,23.1,44.5,20.9,34.57,47.9,3.19
F53.188_10.922,53.188,10.922,5.57,20.63,58.03,13.4,28.6,44.5,3.23
F51.741_10.903,51.741,10.903,5.6,22.17,22.53,30.83,46.7,63.73,4.24
F52.27_10.599,52.27,10.599,5.13,22.77,38.03,23.13,38.77,45.83,4.2
F51.932_10.507,51.932,10.507,5.73,21.17,25.3,33.43,41.27,43.17,3.56
F51.747_10.671,51.747,10.671,4.6,28.07,23.07,28.07,48.83,98.17,4.73
F51.575_9.461,51.575,9.461,6.47,19.3,24.07,25.27,50.7,29.4,2.96
F51.777_11.193,51.777,11.193,6.53,25.13,18.9,29.07,52.07,42.0,4.76
F51.917_9.942,51.917,9.942,5.33,19.33,19.93,25.5,54.6,51.77,3.65
F51.763_9.765,51.763,9.765,5.6,20.13,26.87,27.53,45.63,36.7,3.77
F51.541_9.517,51.541,9.517,5.03,20.37,21.7,26.17,52.13,47.9,3.85
F53.234_10.379,53.234,10.379,5.77,23.27,60.03,14.77,25.2,48.53,4.0
F52.271_10.598,52.271,10.598,5.2,23.43,35.83,26.03,38.1,45.6,4.13
F51.526_10.012,51.526,10.012,6.27,21.17,34.37,29.87,35.77,42.27,3.6
F53.249_9.716,53.249,9.716,5.0,20.07,65.07,12.67,22.27,54.07,3.54
F52.974_9.541,52.974,9.541,5.43,21.47,76.0,8.43,15.53,46.97,3.74
F53.268_10.687,53.268,10.687,5.27,18.5,56.6,14.4,29.0,43.23,3.15
F52.242_9.633,52.242,9.633,5.27,19.4,24.83,26.73,48.43,30.9,2.92
F52.042_10.003,52.042,10.003,5.57,20.5,19.07,25.67,55.23,44.63,3.27
F53.257_10.437,53.257,10.437,5.83,21.43,71.23,10.17,18.6,49.8,3.88
F51.847_10.321,51.847,10.321,4.4,28.4,24.83,25.43,49.73,110.27,5.45
F51.713_11.207,51.713,11.207,5.4,25.17,20.1,24.3,55.6,53.07,3.83
F52.283_10.47,52.283,10.47,5.27,23.0,44.4,21.1,34.5,48.4,3.08
F52.582_10.169,52.582,10.169,6.27,18.63,65.83,14.37,19.77,38.63,3.01
F53.168_9.942,53.168,9.942,5.07,19.93,44.8,15.93,39.27,60.73,3.34
F53.177_9.955,53.177,9.955,5.07,18.2,45.27,16.83,37.87,62.87,3.54
F52.331_10.72,52.331,10.72,4.97,21.93,51.17,19.6,29.27,51.93,3.56
F52.457_9.276,52.457,9.276,5.57,20.73,67.93,12.33,19.7,51.17,3.45
F53.224_10.422,53.224,10.422,5.43,19.93,64.23,14.0,21.77,55.27,4.1
F51.911_10.644,51.911,10.644,5.33,21.23,25.37,31.77,42.8,54.23,3.6
F52.986_11.886,52.986,11.886,5.2,21.03,79.63,8.9,11.4,60.7,4.81
F52.463_10.812,52.463,10.812,4.83,22.0,59.03,14.87,26.03,43.53,3.85
F52.11_11.663,52.11,11.663,6.33,26.67,27.63,25.5,46.83,47.87,4.49
F52.234_10.518,52.234,10.518,5.7,23.9,33.9,27.67,38.43,49.5,5.92
