id,lat,lon,ph,cec,sand,clay,silt,humus,stickstoff
F52.229_9.039,52.229,9.039,5.43,19.13,20.17,22.83,57.0,44.9,3.44
F52.793_9.664,52.793,9.664,5.57,20.2,49.83,18.97,31.2,36.8,2.7
F53.016_9.113,53.016,9.113,5.33,21.07,60.7,12.47,26.83,52.87,3.73
F51.526_9.986,51.526,9.986,5.23,20.5,29.5,27.7,42.8,53.37,3.61
F52.131_9.401,52.131,9.401,5.4,21.67,23.67,32.1,44.17,48.33,3.5
F51.786_10.973,51.786,10.973,5.47,23.87,18.4,24.83,56.77,49.07,4.11
F51.572_11.845,51.572,11.845,6.9,21.6,23.47,23.87,52.63,41.5,3.95
F51.718_11.593,51.718,11.593,7.2,19.63,10.6,28.1,61.33,36.67,4.44
F51.677_11.196,51.677,11.196,5.3,22.27,16.7,25.6,57.73,37.5,3.75
F51.501_9.33,51.501,9.33,5.33,22.9,23.27,30.3,46.43,46.87,3.08
F52.187_9.606,52.187,9.606,5.3,20.67,22.1,26.9,50.97,44.07,2.96
F52.186_9.609,52.186,9.609,5.3,20.67,22.1,26.9,50.97,44.07,2.96
F52.446_9.768,52.446,9.768,5.73,21.33,57.1,18.47,24.37,46.9,3.23
F52.279_9.173,52.279,9.173,4.8,21.37,18.63,28.97,52.4,66.77,3.49
F51.503_10.221,51.503,10.221,5.47,20.03,39.17,20.37,40.47,34.87,2.93
F53.267_10.597,53.267,10.597,5.33,19.43,55.7,14.67,29.63,48.53,2.88
F51.513_10.883,51.513,10.883,5.47,24.1,17.87,26.1,56.03,43.07,3.25
F52.363_9.837,52.363,9.837,5.4,22.07,45.83,22.23,31.97,47.43,4.09
F52.19_9.604,52.19,9.604,5.5,20.4,22.47,28.57,48.93,33.83,3.02
F53.242_10.708,53.242,10.708,5.43,17.57,56.7,13.93,29.43,65.3,3.28
F51.746_10.801,51.746,10.801,5.13,26.87,17.13,28.63,54.23,69.83,4.7
F52.499_9.353,52.499,9.353,5.43,19.23,58.63,17.5,23.83,71.47,3.06
F52.457_9.274,52.457,9.274,5.6,21.37,68.63,12.3,19.07,47.97,3.92
F52.4_10.517,52.4,10.517,5.0,21.0,55.2,20.53,24.27,43.03,3.36
F53.064_10.594,53.064,10.594,5.53,19.73,65.93,9.67,24.4,56.97,4.37
F51.538_9.381,51.538,9.381,6.03,21.03,27.8,26.6,45.63,30.27,3.15
F52.569_10.094,52.569,10.094,5.8,17.73,65.93,17.23,16.8,36.7,3.27
F53.158_9.822,53.158,9.822,5.3,21.93,68.1,12.47,19.43,79.3,3.98
F53.241_10.604,53.241,10.604,6.07,19.5,65.7,11.17,23.1,46.77,3.73
F53.256_10.438,53.256,10.438,5.83,21.43,71.23,10.17,18.6,49.8,3.88
F52.074_9.943,52.074,9.943,5.0,19.3,24.43,32.7,42.87,52.93,3.8
F52.449_10.665,52.449,10.665,5.07,22.97,59.07,16.03,24.9,49.57,3.62
F52.372_9.819,52.372,9.819,5.63,21.07,52.37,19.13,28.5,45.0,4.47
F52.613_10.016,52.613,10.016,5.1,17.8,72.43,10.6,16.93,54.7,2.91
F52.727_9.821,52.727,9.821,5.13,18.77,64.8,14.83,20.37,52.93,2.79
F53.01_11.549,53.01,11.549,6.03,22.8,73.33,10.1,16.57,40.93,3.68
F52.365_9.739,52.365,9.739,5.77,20.9,45.63,19.93,34.4,41.9,3.35
F51.658_11.351,51.658,11.351,6.53,25.77,16.13,25.77,58.07,51.67,4.52
F53.247_9.844,53.247,9.844,5.53,22.77,69.57,9.67,20.8,52.27,3.54
F52.948_10.484,52.948,10.484,6.0,19.3,66.13,9.07,24.77,36.07,3.52
F52.612_10.021,52.612,10.021,5.13,18.27,72.8,10.13,17.07,46.77,2.92
F52.471_9.775,52.471,9.775,5.9,20.3,61.27,15.7,23.03,55.33,3.18
F52.49_9.674,52.49,9.674,5.9,19.93,49.4,20.7,29.93,36.8,3.54
F52.13_9.12,52.13,9.12,5.97,21.57,17.1,24.13,58.77,45.83,3.79
F51.995_9.992,51.995,9.992,5.63,19.87,18.93,33.8,47.27,48.83,3.94
F51.734_11.032,51.734,11.032,5.13,22.17,21.43,27.5,51.07,40.77,3.76
F52.796_10.339,52.796,10.339,4.83,17.27,44.37,20.23,35.37,64.5,3.74
F53.198_11.047,53.198,11.047,5.47,21.07,75.0,8.97,16.03,51.6,3.84
F52.537_9.773,52.537,9.773,5.53,18.43,67.13,13.5,19.37,41.23,2.89
F51.718_10.97,51.718,10.97,5.33,23.33,19.07,23.3,57.63,53.73,4.04
F52.906_9.286,52.906,9.286,5.43,22.03,55.5,13.8,30.7,57.07,3.72
F53.396_9.529,53.396,9.529,5.17,19.27,66.4,11.8,21.73,64.8,3.96
F52.359_10.856,52.359,10.856,6.5,22.07,43.3,22.53,34.17,33.03,3.51
F51.746_9.527,51.746,9.527,5.33,24.0,18.53,25.5,56.0,59.87,4.04
F51.836_10.581,51.836,10.581,4.8,27.9,22.5,26.77,50.77,87.1,4.74
F52.303_10.622,52.303,10.622,5.27,25.17,47.93,17.4,34.7,62.77,4.93
F52.327_10.42,52.327,10.42,6.27,22.57,49.7,21.7,28.57,46.83,3.39
F51.862_10.307,51.862,10.307,4.43,27.3,22.27,27.93,49.8,106.8,4.99
F53.355_10.355,53.355,10.355,5.97,26.23,45.47,22.67,31.87,71.93,4.97
F53.365_9.834,53.365,9.834,4.93,18.73,64.07,12.0,23.93,66.33,3.39
F53.114_9.371,53.114,9.371,5.23,18.43,71.97,9.93,18.1,56.13,3.43
F52.214_10.509,52.214,10.509,6.07,23.67,33.93,26.6,39.5,37.97,4.77
F52.005_9.843,52.005,9.843,5.1,18.97,14.77,32.1,53.17,46.2,3.73
F52.845_10.264,52.845,10.264,5.17,17.73,44.77,21.4,33.83,63.93,3.34
F53.156_9.821,53.156,9.821,5.6,22.2,69.77,11.6,18.63,55.13,3.99
F53.148_11.57,53.148,11.57,6.1,21.07,74.47,9.03,16.53,30.1,3.84
F51.859_10.277,51.859,10.277,4.53,24.4,16.3,24.27,59.4,91.17,4.47
F52.282_9.172,52.282,9.172,5.53,19.83,18.73,29.5,51.8,40.5,3.35
F52.844_9.345,52.844,9.345,5.53,18.93,69.67,10.4,19.93,46.23,2.94
F51.744_9.998,51.744,9.998,5.8,19.9,29.03,27.33,43.63,40.13,3.15
F51.586_11.907,51.586,11.907,6.77,23.6,30.07,22.03,47.9,35.83,4.61
F51.849_9.893,51.849,9.893,5.03,21.1,18.87,26.83,54.37,54.77,3.92
F52.14_9.356,52.14,9.356,5.37,18.97,18.77,27.6,53.63,51.8,3.73
F51.736_10.742,51.736,10.742,4.77,25.13,19.63,30.13,50.27,83.1,4.12
F52.135_9.877,52.135,9.877,6.47,20.7,20.73,30.47,48.77,34.3,3.37
F52.575_9.043,52.575,9.043,5.63,21.3,49.3,17.2,33.5,54.9,3.03
F52.43_9.517,52.43,9.517,6.07,21.33,46.3,20.27,33.43,37.2,2.95
F52.167_11.686,52.167,11.686,5.8,26.3,41.17,28.37,30.47,76.6,4.62
F52.28_10.473,52.28,10.473,5.27,23.07,43.7,21.47,34.87,61.47,3.28
F53.469_11.568,53.469,11.568,5.73,20.77,67.23,9.33,23.43,63.4,3.66
F53.101_11.453,53.101,11.453,6.03,21.43,74.13,10.73,15.13,40.37,3.81
F53.491_10.657,53.491,10.657,6.27,20.07,66.33,11.83,21.83,38.3,3.14
F52.288_10.326,52.288,10.326,5.2,22.9,32.8,20.93,46.2,45.9,3.43
F51.947_9.957,51.947,9.957,5.43,20.77,16.5,34.83,48.67,47.43,4.04
F53.042_10.466,53.042,10.466,5.3,18.9,65.8,9.87,24.27,61.9,3.35
F52.455_10.812,52.455,10.812,5.07,21.97,62.1,14.3,23.6,44.9,3.78
F53.115_9.372,53.115,9.372,5.17,18.13,69.93,9.57,20.53,50.6,3.17
F51.677_10.299,51.677,10.299,5.2,20.57,33.77,25.6,40.67,36.93,3.23
F52.239_10.973,52.239,10.973,6.4,23.6,42.3,21.47,36.17,37.8,4.02
F52.453_10.715,52.453,10.715,4.97,22.97,60.57,12.57,26.9,51.33,4.32
F52.605_10.934,52.605,10.934,5.73,22.03,62.17,13.0,24.83,42.33,4.69
F51.536_9.919,51.536,9.919,5.9,22.83,36.2,28.03,35.73,47.9,3.78
F52.277_10.458,52.277,10.458,5.27,23.13,43.6,21.27,35.13,42.33,3.46
F51.528_9.004,51.528,9.004,5.03,20.8,18.03,25.43,56.53,43.53,3.71
F52.188_9.604,52.188,9.604,5.2,19.6,20.5,28.87,50.63,39.97,2.99
F51.836_9.369,51.836,9.369,4.93,22.57,15.67,26.9,57.43,69.27,3.69
F53.266_10.367,53.266,10.367,5.4,21.77,67.47,12.33,20.2,47.5,3.69
F52.674_9.874,52.674,9.874,5.57,18.2,73.6,11.23,15.17,43.43,2.95
F52.98_10.098,52.98,10.098,5.23,24.23,72.53,9.67,17.77,59.67,4.55
F52.272_10.45,52.272,10.45,6.57,24.1,43.33,21.43,35.3,36.93,4.24
F52.37_9.814,52.37,9.814,5.5,21.3,51.73,17.73,30.53,47.4,3.96
F52.889_10.502,52.889,10.502,5.1,19.3,64.17,11.77,24.07,43.1,2.63
F52.12_10.0,52.12,10.0,6.8,21.43,21.4,27.63,50.93,37.2,2.95
F52.636_9.291,52.636,9.291,5.33,21.93,43.47,15.17,41.37,51.2,3.69
F53.327_9.503,53.327,9.503,5.87,20.83,75.7,6.3,17.97,59.13,3.62
F53.148_10.284,53.148,10.284,5.4,18.27,50.87,20.53,28.57,51.1,3.02
F53.272_10.442,53.272,10.442,5.97,23.43,66.93,14.03,19.03,49.13,3.97
F52.214_10.511,52.214,10.511,6.3,23.73,34.1,26.47,39.43,42.87,4.9
F53.136_9.782,53.136,9.782,5.27,20.57,51.4,12.2,36.37,61.9,3.37
F53.333_10.002,53.333,10.002,5.97,20.93,69.8,9.9,20.27,49.03,4.34
F52.773_11.714,52.773,11.714,5.07,22.37,75.67,8.77,15.57,42.67,4.43
F53.169_9.938,53.169,9.938,5.1,20.03,43.7,16.0,40.33,67.77,3.41
F52.303_10.472,52.303,10.472,6.53,22.53,43.37,24.27,32.33,36.37,3.3
F52.104_9.093,52.104,9.093,5.77,22.4,17.47,23.73,58.8,46.0,4.03
F53.236_9.842,53.236,9.842,5.43,23.63,72.2,8.7,19.07,58.67,3.21
F53.102_9.879,53.102,9.879,5.2,21.53,70.37,8.4,21.27,81.17,3.96
F51.815_11.774,51.815,11.774,6.67,23.17,25.83,23.73,50.43,39.5,4.05
F53.311_9.2,53.311,9.2,5.4,21.23,79.0,8.37,12.63,82.1,4.42
F53.203_9.879,53.203,9.879,5.13,17.97,63.9,15.67,20.43,77.47,4.31
F52.164_9.894,52.164,9.894,5.4,20.53,18.07,24.23,57.7,52.43,3.23
F51.544_9.531,51.544,9.531,5.13,19.37,19.97,23.57,56.4,47.03,4.16
F51.542_9.533,51.542,9.533,5.2,20.43,19.03,23.37,57.6,60.77,4.29
F51.781_9.433,51.781,9.433,5.9,19.17,16.0,29.87,54.13,43.93,3.51
F53.276_10.416,53.276,10.416,5.57,22.9,62.3,13.57,24.13,83.67,5.21
F52.928_11.405,52.928,11.405,5.0,22.47,77.9,9.23,12.87,53.17,3.87
F51.996_9.849,51.996,9.849,6.1,19.0,22.77,29.33,47.9,42.97,4.02
F53.267_10.432,53.267,10.432,5.43,22.13,66.5,12.2,21.3,64.73,4.39
F52.455_9.971,52.455,9.971,6.13,19.03,56.2,21.07,22.73,35.63,3.21
F52.228_10.578,52.228,10.578,5.7,24.3,38.47,21.43,40.07,41.07,3.57
F52.328_10.584,52.328,10.584,5.27,21.63,38.93,21.0,40.03,44.53,3.36
F53.124_9.914,53.124,9.914,5.83,21.47,70.5,9.73,19.73,47.43,4.47
F52.389_9.781,52.389,9.781,5.3,19.47,44.83,23.53,31.63,44.63,4.46
F51.91_9.162,51.91,9.162,4.9,19.5,14.03,26.53,59.43,68.67,3.8
F52.811_11.164,52.811,11.164,6.4,24.0,65.93,11.17,22.9,32.1,3.7
F51.817_10.975,51.817,10.975,5.1,24.23,22.7,22.67,54.63,45.93,3.77
F52.083_9.952,52.083,9.952,4.9,19.6,20.87,31.17,47.97,62.8,3.89
F52.085_10.374,52.085,10.374,5.23,20.1,26.17,30.1,43.73,38.4,3.68
F52.985_11.88,52.985,11.88,5.23,21.47,79.9,7.73,12.4,55.07,4.7
F51.867_10.579,51.867,10.579,4.9,25.97,20.1,27.1,52.83,76.7,4.51
F51.827_9.569,51.827,9.569,4.67,26.73,18.07,28.3,53.6,75.23,3.83
F52.876_10.122,52.876,10.122,5.5,21.7,70.07,12.67,17.23,49.73,4.44
F53.068_9.246,53.068,9.246,5.3,18.97,68.4,9.43,22.17,53.9,3.33
F52.385_9.695,52.385,9.695,5.83,21.03,49.43,21.43,29.13,42.03,3.84
F52.299_9.415,52.299,9.415,5.17,22.07,16.57,29.83,53.63,50.0,3.7
F52.707_9.656,52.707,9.656,5.1,20.33,53.83,18.3,27.87,50.53,3.11
F52.586_10.147,52.586,10.147,5.9,18.43,68.0,14.23,17.73,43.37,3.41
F52.878_9.313,52.878,9.313,5.6,19.23,56.57,15.8,27.63,48.13,2.94
F52.222_10.595,52.222,10.595,5.6,25.0,32.57,21.13,46.3,42.47,4.26
F53.397_9.791,53.397,9.791,5.57,17.7,55.3,10.17,34.53,39.17,3.19
F51.945_9.185,51.945,9.185,4.9,23.07,14.4,27.67,57.93,65.67,4.35
F52.298_10.537,52.298,10.537,5.37,24.23,46.53,20.83,32.63,51.13,4.15
F52.261_10.465,52.261,10.465,6.07,23.1,40.37,24.43,35.2,34.4,3.37
F53.303_9.729,53.303,9.729,5.4,21.13,72.2,7.33,20.5,73.87,3.8
F52.515_10.149,52.515,10.149,5.27,18.77,63.8,15.03,21.17,41.23,3.29
F52.02_11.905,52.02,11.905,5.07,22.2,56.0,16.9,27.1,48.6,4.19
F53.276_10.704,53.276,10.704,5.33,18.43,58.7,16.57,24.7,56.23,3.37
F51.633_11.262,51.633,11.262,5.4,22.57,16.97,30.0,53.07,34.33,3.38
F53.256_10.81,53.256,10.81,5.37,19.13,51.03,17.33,31.57,44.17,3.04
F52.407_10.511,52.407,10.511,5.03,21.03,59.23,16.13,24.67,41.8,3.12
F53.155_9.825,53.155,9.825,5.63,22.3,72.13,11.77,16.13,61.87,4.6
F53.439_9.913,53.439,9.913,5.57,17.37,47.93,14.03,38.03,46.6,3.52
F52.28_10.587,52.28,10.587,6.3,22.8,37.83,24.17,38.0,32.63,3.68
F53.158_10.554,53.158,10.554,5.47,21.27,63.47,9.73,26.8,54.17,3.3
F52.382_10.414,52.382,10.414,5.7,21.3,56.7,18.67,24.67,35.17,2.9
F52.716_10.472,52.716,10.472,5.1,21.3,58.97,12.4,28.63,55.23,3.01
F51.623_9.451,51.623,9.451,5.3,18.73,28.93,30.97,40.07,33.37,2.86
F52.342_9.883,52.342,9.883,5.5,19.9,25.9,25.87,48.23,37.7,2.81
F51.787_11.719,51.787,11.719,5.63,23.53,21.53,23.9,54.6,53.03,4.75
F53.275_10.688,53.275,10.688,5.43,19.17,56.67,16.2,27.13,36.27,3.3
F52.303_10.445,52.303,10.445,5.9,22.37,44.27,22.87,32.83,44.47,3.08
F52.427_9.947,52.427,9.947,6.1,19.03,49.8,24.77,25.43,33.03,3.11
F51.655_10.424,51.655,10.424,4.73,26.13,23.77,27.07,49.13,95.6,4.21
F52.289_9.588,52.289,9.588,6.57,21.3,22.9,29.73,47.4,31.27,2.94
F53.163_9.955,53.163,9.955,5.2,19.67,41.77,17.57,40.6,62.4,3.29
F53.156_9.964,53.156,9.964,5.13,18.67,49.1,14.87,36.03,56.27,3.44
F52.333_10.721,52.333,10.721,5.07,21.37,51.1,19.77,29.1,51.17,3.45
F52.306_10.526,52.306,10.526,5.7,23.63,42.17,26.87,31.0,47.4,4.66
F52.351_9.744,52.351,9.744,5.33,19.97,47.87,25.6,26.47,51.63,3.94
F53.224_10.396,53.224,10.396,5.5,22.77,65.33,11.0,23.67,54.33,3.9
F52.483_9.384,52.483,9.384,5.77,22.3,48.53,21.37,30.03,78.83,4.46
F52.59_9.035,52.59,9.035,5.43,20.3,54.1,15.27,30.7,52.17,2.9
F52.485_9.692,52.485,9.692,6.13,18.97,56.0,19.4,24.6,49.33,3.69
F52.289_9.225,52.289,9.225,5.17,19.4,20.13,30.4,49.47,67.5,3.79
F52.239_10.627,52.239,10.627,5.3,23.03,39.53,25.13,35.33,49.93,4.01
F52.85_10.654,52.85,10.654,5.4,19.0,55.27,13.03,31.73,51.23,3.03
F52.365_9.737,52.365,9.737,5.77,21.9,46.9,20.33,32.73,38.67,3.61
F51.853_10.672,51.853,10.672,5.47,23.4,19.5,26.87,53.63,67.17,4.16
F51.943_10.444,51.943,10.444,5.53,21.0,25.6,29.6,44.8,41.33,4.04
F53.293_10.287,53.293,10.287,5.77,22.33,64.8,11.73,23.43,54.53,3.87
F51.505_10.159,51.505,10.159,5.2,22.47,42.33,18.97,38.63,46.5,3.06
F53.409_10.218,53.409,10.218,6.33,25.5,50.73,17.37,31.8,61.0,4.7
F52.331_9.555,52.331,9.555,5.2,22.3,30.97,26.03,43.03,47.87,3.25
F52.218_9.646,52.218,9.646,6.63,19.1,21.73,24.33,53.93,31.83,2.71
F52.99_9.86,52.99,9.86,5.03,22.4,71.0,10.33,18.73,51.53,3.46
F51.546_10.087,51.546,10.087,5.83,21.23,39.23,35.13,25.63,34.9,3.67
F53.1_9.851,53.1,9.851,5.2,20.17,65.13,11.47,23.4,58.8,3.63
F51.978_9.252,51.978,9.252,5.9,22.53,26.5,26.03,47.47,48.3,4.41
F51.738_11.231,51.738,11.231,6.4,21.6,14.73,24.0,61.27,40.57,5.03
F52.177_10.521,52.177,10.521,6.23,21.8,34.17,27.53,38.3,36.67,3.96
F52.155_11.497,52.155,11.497,6.2,24.33,26.73,23.33,49.93,34.43,4.2
F52.191_9.895,52.191,9.895,5.13,22.37,19.6,26.4,54.03,42.67,3.49
F53.244_10.819,53.244,10.819,5.23,20.0,52.97,16.77,30.3,39.13,3.27
F53.22_9.965,53.22,9.965,5.0,20.43,60.5,14.57,24.97,83.43,3.66
F52.429_9.862,52.429,9.862,5.47,19.67,38.77,32.27,28.93,38.6,3.35
F52.342_9.436,52.342,9.436,5.47,20.23,34.47,26.9,38.67,44.37,3.22
F52.934_9.253,52.934,9.253,5.17,18.73,61.03,13.8,25.17,57.2,3.51
F53.309_11.529,53.309,11.529,5.43,20.87,79.0,7.07,13.97,62.9,4.13
F53.075_11.14,53.075,11.14,6.07,23.87,74.57,9.27,16.17,43.83,4.03
F53.013_11.362,53.013,11.362,5.2,20.93,73.97,11.27,14.77,69.57,3.46
F52.063_9.601,52.063,9.601,5.33,20.4,23.3,31.97,44.7,56.27,3.59
F52.811_10.166,52.811,10.166,5.0,18.57,37.07,27.17,35.73,75.97,3.28
F52.582_10.184,52.582,10.184,5.4,18.37,67.57,15.53,16.9,38.33,2.56
F52.422_9.857,52.422,9.857,5.27,21.7,45.7,26.37,27.93,62.1,3.57
F52.09_9.9,52.09,9.9,5.23,19.03,22.47,29.53,48.0,47.3,3.71
F52.555_9.687,52.555,9.687,5.97,22.63,48.6,22.7,28.7,36.1,2.92
F51.569_10.839,51.569,10.839,5.27,21.23,18.73,30.17,51.1,40.2,3.15
F51.917_10.476,51.917,10.476,5.53,19.97,25.4,37.03,37.63,51.5,3.4
F53.016_10.697,53.016,10.697,5.5,22.97,69.53,10.57,19.9,61.03,3.92
F53.167_10.991,53.167,10.991,5.13,20.43,52.87,14.17,33.0,40.6,3.21
F52.708_9.68,52.708,9.68,5.0,20.27,59.93,15.27,24.77,54.2,3.04
F51.833_10.582,51.833,10.582,4.87,27.63,22.63,28.0,49.37,88.43,4.76
F51.812_10.963,51.812,10.963,5.1,23.4,20.23,20.8,59.0,60.43,3.78
F52.369_9.821,52.369,9.821,5.3,22.4,51.07,18.27,30.7,46.6,4.52
F53.239_10.623,53.239,10.623,5.43,19.47,64.33,12.23,23.4,50.7,4.02
F52.768_10.57,52.768,10.57,6.07,19.57,61.33,10.87,27.77,32.83,2.95
F52.894_9.626,52.894,9.626,5.27,19.67,49.93,15.13,34.93,62.3,4.76
F51.8_9.113,51.8,9.113,6.1,20.4,15.4,27.33,57.27,57.37,3.78
F52.801_9.291,52.801,9.291,5.7,20.2,66.33,12.23,21.4,50.0,3.32
F51.904_9.028,51.904,9.028,4.87,22.6,18.03,26.47,55.5,60.93,3.92
F52.056_11.647,52.056,11.647,6.23,23.63,30.37,22.7,46.93,44.43,4.28
F52.167_9.195,52.167,9.195,6.37,19.57,33.87,28.7,37.43,33.57,3.19
F51.773_10.349,51.773,10.349,4.67,29.3,24.93,24.93,50.1,100.97,5.2
F52.391_9.761,52.391,9.761,5.3,20.6,49.93,20.63,29.47,49.33,4.36
F53.225_10.422,53.225,10.422,5.43,19.93,64.23,14.0,21.77,55.27,4.1
F53.031_9.257,53.031,9.257,5.4,18.87,64.47,13.33,22.17,50.63,3.77
F51.639_11.086,51.639,11.086,5.37,21.07,26.1,26.33,47.57,47.13,2.76
F52.957_11.842,52.957,11.842,5.97,23.5,73.6,11.77,14.63,36.27,4.09
F51.677_10.048,51.677,10.048,5.27,21.0,31.1,31.33,37.6,40.3,3.19
F52.47_10.988,52.47,10.988,6.13,23.83,61.9,13.6,24.5,32.87,3.78
F52.55_10.15,52.55,10.15,6.2,22.07,66.33,13.6,20.03,39.33,3.05
F53.478_10.111,53.478,10.111,5.8,26.57,53.83,17.77,28.4,110.87,4.54
F52.109_11.279,52.109,11.279,6.8,25.03,35.17,21.63,43.23,41.07,4.6
F53.463_9.936,53.463,9.936,5.17,17.57,51.5,15.73,32.77,61.67,3.51
F52.274_10.588,52.274,10.588,5.17,22.6,35.5,27.07,37.43,47.43,4.06
F52.262_10.464,52.262,10.464,6.07,23.1,40.37,24.43,35.2,34.4,3.37
F53.016_9.258,53.016,9.258,5.07,18.17,69.7,10.13,20.17,45.7,3.13
F53.175_9.958,53.175,9.958,5.1,19.0,46.17,15.87,38.0,65.83,3.58
F52.089_9.773,52.089,9.773,6.73,20.8,21.5,25.57,52.93,29.63,3.08
F53.14_9.839,53.14,9.839,5.13,20.17,62.3,11.0,26.67,64.87,3.64
F52.503_10.198,52.503,10.198,6.1,19.2,74.23,10.1,15.67,35.77,2.93
F52.102_9.88,52.102,9.88,5.03,19.53,19.63,30.43,49.93,46.37,3.93
F53.495_10.678,53.495,10.678,5.37,21.87,67.33,12.23,20.47,52.03,3.15
F51.727_11.005,51.727,11.005,5.27,22.03,21.43,29.83,48.73,61.63,3.96
F52.949_9.467,52.949,9.467,5.37,17.1,72.67,9.43,17.9,40.37,3.17
F51.676_10.048,51.676,10.048,5.27,21.0,31.1,31.33,37.6,40.3,3.19
F52.116_9.772,52.116,9.772,6.73,20.97,22.27,26.97,50.77,29.1,2.95
F52.267_10.589,52.267,10.589,5.7,24.3,40.17,24.5,35.3,42.0,3.4
F51.856_9.324,51.856,9.324,4.8,25.5,18.57,26.1,55.33,98.8,4.53
F53.178_10.464,53.178,10.464,5.33,18.5,64.23,11.73,24.03,60.6,3.59
F52.699_9.686,52.699,9.686,5.2,19.43,63.7,16.1,20.2,47.53,3.04
F53.373_11.457,53.373,11.457,6.0,22.2,77.67,8.57,13.77,40.87,4.6
F52.324_11.04,52.324,11.04,5.03,22.53,47.53,15.4,37.03,44.47,4.48
F53.043_9.904,53.043,9.904,5.6,21.3,49.63,14.23,36.13,51.13,3.59
F52.047_10.024,52.047,10.024,5.73,20.47,20.87,25.7,53.43,31.77,2.93
F53.243_9.718,53.243,9.718,4.97,21.5,46.63,18.07,35.3,65.73,4.06
F53.271_10.687,53.271,10.687,5.3,18.63,57.37,14.83,27.77,42.1,3.1
F52.951_10.558,52.951,10.558,5.23,19.83,64.9,10.33,24.73,42.23,3.28
F52.026_10.468,52.026,10.468,6.27,22.43,24.7,27.3,48.0,34.97,3.82
F52.262_10.598,52.262,10.598,5.23,23.23,43.63,24.17,32.13,44.6,3.45
F53.2_10.615,53.2,10.615,5.23,19.37,59.33,12.6,28.07,52.8,3.62
F52.196_9.99,52.196,9.99,5.3,22.63,12.17,24.67,63.13,49.07,3.24
F52.369_10.718,52.369,10.718,5.67,22.57,49.77,19.77,30.47,40.6,3.86
F52.218_9.205,52.218,9.205,6.0,19.37,22.5,28.13,49.37,40.83,3.66
F51.548_10.696,51.548,10.696,5.2,20.83,25.63,26.83,47.57,33.33,3.6
F53.12_9.035,53.12,9.035,5.43,23.53,66.2,12.77,21.07,73.37,4.72
F51.724_9.997,51.724,9.997,5.33,19.8,34.97,26.9,38.17,50.93,3.74
F53.156_9.817,53.156,9.817,5.53,21.87,70.07,11.2,18.7,61.5,4.11
F52.28_10.471,52.28,10.471,5.27,23.07,43.7,21.47,34.87,61.47,3.28
F53.264_10.685,53.264,10.685,5.23,19.27,54.47,16.5,29.03,38.6,2.86
F52.953_10.554,52.953,10.554,5.4,18.37,70.27,8.33,21.33,39.97,3.03
F53.164_9.966,53.164,9.966,5.57,19.4,48.47,15.43,36.17,60.0,3.35
F53.145_9.372,53.145,9.372,5.07,19.03,68.67,12.03,19.27,55.4,3.11
F53.201_9.248,53.201,9.248,5.77,19.53,75.83,7.5,16.67,46.2,3.57
F51.814_10.716,51.814,10.716,5.47,24.37,17.63,27.83,54.53,71.93,4.12
F53.187_10.424,53.187,10.424,5.4,20.4,63.9,12.87,23.23,56.9,4.93
F52.263_10.556,52.263,10.556,5.3,24.27,37.27,25.93,36.8,53.5,4.76
F52.934_9.232,52.934,9.232,5.3,21.77,56.27,13.9,29.87,56.17,3.59
F53.229_9.964,53.229,9.964,5.27,19.5,60.53,13.03,26.43,65.17,3.76
F52.654_9.938,52.654,9.938,5.23,19.87,70.73,12.17,17.07,44.0,2.83
F52.289_10.501,52.289,10.501,5.5,23.5,41.23,27.93,30.83,40.23,4.09
F52.578_9.847,52.578,9.847,5.9,21.0,67.8,14.97,17.27,42.6,3.32
F51.847_10.441,51.847,10.441,4.67,27.27,22.97,30.03,47.0,93.03,5.12
F52.364_9.84,52.364,9.84,5.4,21.83,44.13,21.7,34.17,47.23,4.08
F52.077_9.931,52.077,9.931,5.23,19.87,20.3,31.4,48.3,43.03,3.43
F52.293_10.532,52.293,10.532,5.43,23.87,43.9,24.23,31.83,58.77,4.4
F53.155_10.221,53.155,10.221,5.23,18.87,70.83,9.73,19.37,60.37,4.06
F52.039_10.197,52.039,10.197,5.2,19.47,17.67,33.7,48.63,53.93,3.62
F51.724_10.617,51.724,10.617,4.83,27.9,23.87,28.2,47.9,88.37,4.91
F52.434_9.91,52.434,9.91,5.23,20.63,43.13,25.27,31.6,46.83,3.38
F51.847_9.53,51.847,9.53,5.13,22.0,14.57,26.33,59.1,47.17,3.79
F52.288_10.63,52.288,10.63,5.23,24.67,39.33,21.47,39.2,43.67,4.76
F53.393_10.453,53.393,10.453,5.37,24.47,58.3,12.83,28.87,70.6,3.59
F52.918_11.468,52.918,11.468,5.97,23.03,77.37,8.43,14.2,40.4,4.17
F52.174_10.861,52.174,10.861,5.13,20.5,17.87,32.33,49.87,35.5,3.05
F53.332_10.009,53.332,10.009,5.8,19.77,70.3,9.67,20.03,50.77,3.64
F51.532_9.691,51.532,9.691,4.93,19.5,21.4,26.73,51.8,57.07,3.82
F52.88_10.185,52.88,10.185,4.97,19.63,66.07,14.17,19.77,46.5,3.69
F52.484_10.025,52.484,10.025,5.47,18.53,61.33,18.87,19.8,40.87,3.06
F53.294_10.232,53.294,10.232,5.47,19.27,66.77,12.87,20.37,60.8,4.09
F51.64_9.957,51.64,9.957,5.6,20.47,29.1,27.4,43.5,44.0,3.69
