art,gbif_id,datum,lat,lon,monat,hoehe,regen_reife,regen_frisch,regentage,tage_seit_regen,regen_60,bilanz_14,bilanz_60,temp,bt07,bf07,bt728,bf728,frosttage,min_temp,min_boden,tage_vorhanden,tage_lang,tage_et0
sommersteinpilz,5020523130,2023-07-22,52.26443,11.12395,7,156.0,21.8,10.6,5,1,121.1,-38.9,-147.0,20.3,18.6,0.234,18.8,0.212,,,,15,,
sommersteinpilz,6411389668,2023-07-25,52.97914,9.84195,7,65.0,39.0,17.8,12,1,131.0,0.0,-135.0,18.1,17.0,0.327,17.2,0.279,,,,15,,
sommersteinpilz,6411197120,2023-07-10,53.25624,10.80913,7,73.0,31.0,5.4,8,0,98.3,-27.5,-166.0,18.8,20.1,0.405,18.9,0.394,,,,15,,
sommersteinpilz,6412208463,2023-07-09,51.97058,9.677,7,288.0,20.0,0.0,5,4,99.7,-45.1,-150.6,18.6,19.2,0.293,18.1,0.288,,,,15,,
sommersteinpilz,4177150784,2023-08-13,52.2392,9.5795,8,269.0,78.9,1.6,10,7,224.1,34.7,-9.0,16.1,16.8,0.344,16.2,0.336,,,,15,,
sommersteinpilz,4177171911,2023-08-11,53.25514,10.42786,8,23.0,73.9,6.5,9,3,231.7,38.3,-4.2,16.8,16.3,0.256,16.2,0.253,,,,15,,
sommersteinpilz,4407065961,2023-08-26,53.17618,9.95136,8,109.0,35.0,9.9,6,2,255.2,-1.2,50.7,19.9,19.5,0.238,19.4,0.24,,,,15,,
sommersteinpilz,4409570881,2023-08-28,53.14887,9.90886,8,104.0,38.6,5.5,6,4,248.3,-2.2,45.9,19.4,18.4,0.243,18.6,0.239,,,,15,,
sommersteinpilz,4524922137,2023-08-26,52.38822,10.29452,8,66.0,27.4,5.8,7,1,179.0,-15.2,-43.8,21.1,20.9,0.341,20.8,0.342,,,,15,,
sommersteinpilz,5012468138,2023-08-16,51.55304,11.3063,8,389.0,32.9,18.1,12,1,178.8,3.4,-60.1,17.3,19.4,0.325,18.4,0.313,,,,15,,
sommersteinpilz,5018347749,2023-08-30,51.64627,11.1251,8,377.0,36.0,6.5,7,0,157.5,-3.6,-61.9,18.7,16.6,0.273,17.2,0.288,,,,15,,
sommersteinpilz,5018715489,2023-08-11,53.42345,10.64541,8,11.0,64.2,8.4,10,3,220.0,31.5,-10.7,16.8,16.1,0.474,16.2,0.466,,,,15,,
sommersteinpilz,5020940147,2023-08-12,53.16615,10.43974,8,38.0,59.3,1.7,11,4,244.1,18.9,15.0,16.8,16.7,0.248,16.4,0.253,,,,15,,
marone,5019120250,2023-08-12,53.16615,10.43974,8,38.0,59.3,1.7,11,4,244.1,18.9,15.0,16.8,16.7,0.248,16.4,0.253,,,,15,,
sommersteinpilz,5023422492,2023-08-25,52.26443,11.12395,8,156.0,84.4,3.3,6,0,236.1,36.0,5.4,21.3,21.6,0.292,21.1,0.312,,,,15,,
pfifferling,5012858298,2023-08-25,52.26443,11.12395,8,156.0,84.4,3.3,6,0,236.1,36.0,5.4,21.3,21.6,0.292,21.1,0.312,,,,15,,
sommersteinpilz,5026975681,2023-08-27,52.13775,9.66159,8,210.0,32.6,14.6,5,2,210.5,1.8,-6.0,20.0,19.4,0.343,19.4,0.338,,,,15,,
sommersteinpilz,4420828861,2023-09-01,51.69061,11.20772,9,368.0,6.2,20.3,7,0,160.8,-20.1,-65.0,18.5,15.1,0.265,15.9,0.26,,,,15,,
sommersteinpilz,5024981762,2023-09-27,53.20766,10.46334,9,54.0,42.1,0.1,4,4,166.0,4.9,-8.9,16.6,15.3,0.191,15.9,0.172,,,,15,,
sommersteinpilz,5104255085,2023-09-09,52.27233,10.58093,9,83.0,21.1,0.0,3,9,216.1,-25.3,9.0,17.8,19.8,0.302,19.0,0.32,,,,15,,
schwefelporling,4414038656,2023-09-09,52.27238,10.58106,9,83.0,21.1,0.0,3,9,216.1,-25.3,9.0,17.8,19.8,0.302,19.0,0.32,,,,15,,
sommersteinpilz,4430838352,2023-10-23,52.42129,10.36986,10,58.0,55.5,17.3,8,3,174.6,53.2,36.6,11.8,9.4,0.397,10.2,0.397,,,,15,,
sommersteinpilz,5015970759,2022-09-03,53.32821,11.48344,9,45.0,4.4,0.0,1,99,59.8,-46.1,-193.6,19.0,18.0,0.103,18.3,0.079,,,,15,,
schwefelporling,5017303995,2022-09-03,53.32821,11.48344,9,45.0,4.4,0.0,1,99,59.8,-46.1,-193.6,19.0,18.0,0.103,18.3,0.079,,,,15,,
sommersteinpilz,5019151669,2022-10-02,52.60226,10.10017,10,39.0,42.5,12.3,10,1,104.6,31.5,-86.5,10.9,10.1,0.27,10.7,0.247,,,,15,,
birkenpilz,5021152109,2022-10-02,52.60226,10.10017,10,39.0,42.5,12.3,10,1,104.6,31.5,-86.5,10.9,10.1,0.27,10.7,0.247,,,,15,,
sommersteinpilz,5017091029,2021-03-14,51.67367,10.95698,3,454.0,11.9,16.1,7,1,165.5,12.1,126.3,2.3,2.6,0.375,2.6,0.367,,,,15,,
sommersteinpilz,3124738310,2021-05-26,52.07162,10.36064,5,231.0,26.7,6.1,11,7,122.4,-10.2,-28.3,11.1,11.7,0.292,11.2,0.273,,,,15,,
sommersteinpilz,5013051178,2021-06-12,51.92364,9.79049,6,194.0,15.3,9.1,7,3,163.6,-29.5,-4.5,16.7,17.6,0.372,16.5,0.362,,,,15,,
sommersteinpilz,5018337916,2021-06-23,51.76477,11.35489,6,134.0,2.6,26.9,2,2,120.2,-38.8,-93.5,20.4,22.2,0.267,21.1,0.251,,,,15,,
sommersteinpilz,3328153387,2021-07-08,51.81234,9.36802,7,275.0,26.0,11.5,9,2,184.8,-10.4,-21.2,17.8,17.8,0.347,17.1,0.334,,,,15,,
sommersteinpilz,5013334345,2021-07-18,53.23697,10.44336,7,43.0,38.0,0.0,7,4,163.0,-18.7,-66.2,20.3,22.1,0.186,21.1,0.185,,,,15,,
sommersteinpilz,6424685460,2020-06-25,52.08828,9.93567,6,215.0,88.2,0.1,7,7,156.3,37.0,-46.4,18.0,18.6,0.304,17.7,0.324,,,,15,,
sommersteinpilz,5014669180,2020-06-25,51.67549,10.95922,6,443.0,91.2,0.9,7,7,155.7,40.3,-33.8,16.9,16.3,0.317,15.5,0.348,,,,15,,
sommersteinpilz,5027423089,2020-07-02,51.85126,10.54749,7,452.0,17.1,14.3,8,1,207.2,-24.1,20.0,16.9,17.4,0.312,17.0,0.299,,,,15,,
marone,6413374457,2026-06-19,52.68986,9.75505,6,42.0,46.9,2.7,12,5,172.5,-4.1,-34.3,16.0,17.5,0.144,16.0,0.142,,,,15,,
marone,6413755844,2026-06-21,52.8482,10.28282,6,106.0,33.9,8.4,9,0,172.5,-13.2,-44.4,16.7,20.3,0.124,18.2,0.105,,,,15,,
marone,5283452256,2025-07-29,53.21912,10.39274,7,44.0,61.6,22.6,13,2,186.0,41.0,-48.0,18.2,18.1,0.245,17.8,0.227,,,,15,,
marone,5282052417,2025-08-05,53.34645,9.87381,8,97.0,75.6,16.8,14,1,205.6,54.4,-10.3,16.7,16.4,0.258,16.1,0.231,,,,15,,
marone,5292036595,2025-08-08,53.31187,9.30573,8,32.0,66.6,3.3,11,4,197.4,28.2,-13.0,16.8,17.0,0.193,16.6,0.162,,,,15,,
marone,5830446390,2025-09-22,53.30791,10.44279,9,21.0,23.1,0.2,5,4,113.2,-12.1,-73.1,15.9,16.2,0.195,16.2,0.191,,,,15,,
marone,5828288112,2025-08-09,53.01923,9.71455,8,77.0,58.6,1.3,10,4,196.2,15.3,-25.0,16.8,17.7,0.166,17.0,0.165,,,,15,,
marone,5288588980,2025-08-12,53.0695,11.43005,8,68.0,32.8,0.0,7,8,208.7,-18.4,-34.4,17.6,18.8,0.319,18.0,0.371,,,,15,,
marone,5832223787,2025-09-24,53.38669,9.72475,9,34.0,38.6,0.6,6,6,126.2,7.0,-52.6,14.6,14.6,0.304,15.0,0.293,,,,15,,
marone,5832140509,2025-09-25,53.32496,9.96494,9,64.0,36.8,0.0,4,7,117.1,2.7,-66.0,14.4,13.6,0.196,14.3,0.191,,,,15,,
marone,5839918624,2025-10-03,51.69095,11.12497,10,430.0,17.4,0.4,4,7,97.2,-11.5,-88.2,11.3,9.2,0.305,10.2,0.296,,,,15,,
marone,5840764002,2025-09-30,52.18046,11.83777,9,82.0,18.8,0.1,6,9,91.6,-16.5,-107.9,14.4,12.8,0.217,13.3,0.219,,,,15,,
marone,5840844067,2025-10-03,51.68174,9.76643,10,383.0,19.6,1.1,4,7,83.2,-8.0,-95.2,11.1,9.3,0.252,10.3,0.187,,,,15,,
marone,5840975856,2025-10-03,51.68189,9.76656,10,383.0,19.6,1.1,4,7,83.2,-8.0,-95.2,11.1,9.3,0.252,10.3,0.187,,,,15,,
marone,5840049357,2025-10-03,51.65453,10.42409,10,428.0,20.9,0.8,4,7,153.9,-5.4,-13.2,11.1,9.8,0.343,10.6,0.345,,,,15,,
marone,5844147339,2025-10-10,52.13504,9.34636,10,135.0,28.3,4.4,7,6,93.0,12.3,-64.7,11.2,12.0,0.329,12.0,0.272,,,,15,,
marone,5867742047,2025-10-18,53.1145,9.37136,10,32.0,37.0,2.1,4,12,100.7,24.7,-34.3,12.1,11.5,0.213,12.2,0.204,,,,15,,
marone,5867753416,2025-10-18,52.42218,9.74939,10,50.0,23.4,3.2,7,14,74.6,11.6,-69.4,12.2,11.7,0.267,12.5,0.237,,,,15,,
marone,5867926242,2025-10-16,51.91665,9.94226,10,199.0,19.9,2.5,4,12,80.4,6.8,-57.5,11.2,11.7,0.29,12.0,0.271,,,,15,,
marone,5867987781,2025-10-20,52.89466,11.45753,10,38.0,9.9,0.8,3,14,81.5,-5.2,-53.5,11.3,9.6,0.359,10.7,0.357,,,,15,,
parasol,5867711383,2025-10-20,52.89586,11.45998,10,38.0,9.9,0.8,3,14,81.5,-5.2,-53.5,11.3,9.6,0.359,10.7,0.357,,,,15,,
marone,5867994547,2025-10-10,52.64588,9.00388,10,53.0,34.5,2.6,7,6,86.2,14.0,-77.6,12.3,13.0,0.234,12.9,0.205,,,,15,,
marone,5868042667,2025-10-19,53.13634,9.78164,10,90.0,14.7,1.9,6,13,102.0,2.3,-30.5,11.4,10.2,0.225,11.1,0.217,,,,15,,
marone,5868115856,2025-10-11,53.11267,9.37127,10,35.0,37.5,1.9,4,5,99.1,17.5,-60.1,12.2,13.2,0.235,13.0,0.215,,,,15,,
marone,5868243696,2025-10-17,52.67991,9.84675,10,31.0,33.6,4.6,8,12,102.5,22.5,-36.8,12.3,12.3,0.238,12.7,0.233,,,,15,,
marone,5868062087,2025-10-18,53.49532,10.67766,10,37.0,38.3,1.1,4,13,98.1,24.1,-32.5,11.7,10.8,0.223,11.6,0.226,,,,15,,
marone,5868385276,2025-10-16,52.33854,11.67705,10,89.0,23.6,1.3,6,9,98.7,7.1,-46.4,11.8,12.4,0.444,12.7,0.445,,,,15,,
marone,5868931615,2025-10-25,53.20904,9.87882,10,68.0,14.3,16.7,7,0,120.7,16.9,1.0,10.4,10.3,0.255,10.5,0.236,,,,15,,
marone,5868934636,2025-10-19,52.2785,9.17281,10,239.0,19.2,3.2,11,7,109.4,8.3,-24.8,10.6,9.3,0.335,10.1,0.302,,,,15,,
marone,5871914821,2025-10-20,52.57357,10.70701,10,94.0,9.4,5.5,5,0,95.7,0.6,-37.1,11.2,9.4,0.218,10.3,0.204,,,,15,,
marone,5888991827,2025-10-20,52.92352,9.4572,10,56.0,11.3,4.1,6,14,107.8,1.0,-17.2,11.6,9.8,0.259,10.7,0.256,,,,15,,
birkenpilz,5889002264,2025-10-20,52.92352,9.4572,10,56.0,11.3,4.1,6,14,107.8,1.0,-17.2,11.6,9.8,0.259,10.7,0.256,,,,15,,
marone,5889507758,2025-10-23,52.10212,9.88025,10,176.0,10.2,10.5,7,3,107.6,4.8,-20.5,11.0,9.7,0.299,10.2,0.246,,,,15,,
marone,5889549234,2025-10-24,52.76155,9.98953,10,65.0,11.8,11.7,5,1,135.7,7.8,13.3,11.1,10.1,0.258,10.4,0.247,,,,15,,
marone,5889509789,2025-10-19,52.88719,11.44267,10,53.0,16.4,0.7,4,13,80.9,0.9,-56.3,11.5,10.2,0.362,11.2,0.357,,,,15,,
marone,5889570362,2025-10-30,52.08234,11.22102,10,210.0,14.4,14.5,8,0,101.9,10.5,-19.9,9.6,8.8,0.339,9.4,0.304,,,,15,,
marone,5889616358,2025-10-23,53.17453,10.02469,10,64.0,2.9,17.0,4,0,97.0,5.6,-25.7,10.9,9.0,0.215,9.6,0.195,,,,15,,
marone,5902408523,2025-10-23,53.17381,10.02416,10,64.0,2.9,17.0,4,0,97.0,5.6,-25.7,10.9,9.0,0.215,9.6,0.195,,,,15,,
parasol,5901220160,2025-10-23,53.17758,10.02579,10,64.0,2.9,17.0,4,0,97.0,5.6,-25.7,10.9,9.0,0.215,9.6,0.195,,,,15,,
parasol,5918603605,2025-10-23,53.15743,9.96395,10,64.0,2.9,17.0,4,0,97.0,5.6,-25.7,10.9,9.0,0.215,9.6,0.195,,,,15,,
parasol,6137474991,2025-10-23,53.15704,9.96185,10,64.0,2.9,17.0,4,0,97.0,5.6,-25.7,10.9,9.0,0.215,9.6,0.195,,,,15,,
marone,5896997707,2025-10-26,53.10691,10.35891,10,110.0,12.0,11.9,7,0,119.3,9.6,-0.6,9.9,10.1,0.229,10.4,0.184,,,,15,,
marone,5889850643,2025-10-22,52.13747,9.3504,10,166.0,11.8,7.8,10,2,107.8,6.0,-14.9,11.0,9.6,0.318,10.2,0.282,,,,15,,
marone,5897004337,2025-10-31,53.15783,10.55401,10,65.0,25.0,16.9,10,1,107.1,27.5,-5.0,8.9,8.4,0.261,9.0,0.238,,,,15,,
marone,5901588125,2025-10-29,52.88873,10.50159,10,74.0,19.7,14.8,8,1,101.9,20.0,-16.0,9.3,8.6,0.225,9.3,0.17,,,,15,,
marone,5897006549,2025-10-31,53.1836,10.51181,10,66.0,25.0,16.9,10,1,107.1,27.5,-5.0,8.9,8.4,0.261,9.0,0.238,,,,15,,
marone,5901961250,2025-10-28,52.21755,11.83026,10,99.0,11.2,20.2,6,0,106.0,14.4,-17.4,9.8,9.5,0.315,10.3,0.269,,,,15,,
marone,6131294060,2025-10-18,53.09128,10.58213,10,48.0,34.4,1.2,4,12,86.6,20.7,-54.8,11.8,11.0,0.171,11.9,0.157,,,,15,,
marone,6411650309,2025-10-19,53.03059,9.25748,10,55.0,8.8,1.6,3,13,94.2,-4.5,-33.6,11.7,10.5,0.363,11.4,0.349,,,,15,,
marone,6320787317,2025-10-16,52.77344,11.71421,10,41.0,27.8,1.0,5,11,74.7,11.3,-72.9,11.9,12.4,0.319,12.7,0.308,,,,15,,
marone,5888998176,2025-11-02,52.45988,9.19221,11,88.0,37.3,9.8,12,3,121.4,32.1,11.8,10.1,9.6,0.262,9.8,0.255,,,,15,,
marone,5889491114,2025-11-01,51.78734,11.09227,11,197.0,25.0,10.3,6,0,131.6,16.3,16.5,9.5,8.7,0.362,9.0,0.322,,,,15,,
marone,5889830585,2025-11-02,52.93444,9.25312,11,39.0,44.5,13.1,12,3,139.3,44.1,37.3,9.7,9.3,0.395,9.7,0.391,,,,15,,
marone,5892368334,2025-11-05,52.53366,9.71977,11,90.0,34.6,1.7,9,6,115.0,21.5,14.5,10.1,9.8,0.238,10.0,0.24,,,,15,,
marone,5889943641,2025-11-03,52.52886,9.71647,11,88.0,40.9,3.4,11,4,117.3,30.2,12.6,10.0,9.5,0.254,9.7,0.249,,,,15,,
marone,5892384130,2025-11-09,53.36491,9.8341,11,112.0,39.0,0.5,5,8,143.0,28.0,60.1,9.0,9.2,0.359,9.6,0.364,,,,15,,
marone,5892538282,2025-11-05,52.13513,9.35196,11,149.0,43.5,1.7,10,4,140.6,31.8,48.0,9.2,9.2,0.367,9.4,0.361,,,,15,,
marone,5892826698,2025-11-09,52.93654,9.25766,11,47.0,35.9,1.6,8,10,136.9,25.8,50.6,9.3,9.2,0.371,9.8,0.373,,,,15,,
marone,5892948733,2025-11-04,52.93848,9.25135,11,50.0,52.3,5.6,12,5,140.5,44.7,43.1,10.0,9.7,0.389,10.0,0.388,,,,15,,
marone,5901187504,2025-11-08,53.11324,10.85609,11,90.0,38.1,0.0,6,7,102.5,25.9,9.2,8.6,8.8,0.223,9.4,0.221,,,,15,,
marone,5901716899,2025-11-23,53.18674,9.93274,11,123.0,46.3,5.9,7,3,161.0,45.0,100.3,4.4,1.4,0.27,2.9,0.274,,,,15,,
marone,5901763238,2025-11-04,52.43336,10.89032,11,74.0,40.3,3.0,7,5,113.5,27.4,8.5,10.2,9.7,0.332,9.9,0.29,,,,15,,
marone,5902057298,2025-11-02,52.46379,9.8681,11,81.0,41.6,11.0,12,3,115.5,38.1,8.5,9.8,9.3,0.371,9.7,0.351,,,,15,,
marone,5902171571,2025-11-06,53.05751,11.44936,11,47.0,40.6,0.2,7,5,102.4,27.2,5.7,9.5,9.4,0.468,9.8,0.466,,,,15,,
marone,5902262440,2025-11-13,53.20268,9.8794,11,71.0,14.0,1.5,3,12,134.3,3.7,55.3,9.2,8.4,0.245,8.8,0.242,,,,15,,
marone,5903129210,2025-11-18,52.11405,10.30697,11,189.0,8.8,20.2,7,0,111.6,17.1,31.4,8.2,7.4,0.35,8.3,0.323,,,,15,,
marone,5902500639,2025-11-20,52.76675,9.71537,11,68.0,27.8,11.6,8,0,152.6,32.2,85.3,6.5,4.5,0.29,5.9,0.289,,,,15,,
marone,5902731370,2025-11-05,53.32818,9.9604,11,66.0,45.4,1.1,8,6,129.3,33.8,34.3,9.7,9.8,0.261,9.9,0.269,,,,15,,
marone,5908815133,2025-11-28,53.26532,10.2947,11,62.0,58.8,2.3,8,8,147.9,55.3,93.8,2.9,2.1,0.24,2.5,0.236,,,,15,,
marone,6137474093,2025-11-10,51.78271,11.96156,11,74.0,18.5,1.5,5,9,131.3,6.6,34.8,8.7,7.1,0.337,8.1,0.335,,,,15,,
marone,6412524231,2025-11-11,53.09141,9.42224,11,32.0,23.8,3.0,6,10,135.7,15.6,52.9,9.3,8.1,0.236,8.9,0.229,,,,15,,
marone,6412605819,2025-11-16,53.4499,9.66996,11,23.0,3.6,34.5,4,1,145.3,28.6,75.2,8.6,7.9,0.391,8.5,0.381,,,,15,,
marone,4952984748,2024-09-28,53.14534,9.07888,9,12.0,3.1,26.6,6,1,114.0,-1.2,-72.7,15.0,14.4,0.662,15.3,0.647,,,,15,,
marone,4952233992,2024-09-29,53.14476,9.37164,9,51.0,16.9,16.3,5,2,109.7,2.7,-75.7,14.8,13.6,0.275,14.4,0.263,,,,15,,
marone,4956785091,2024-09-29,52.99181,11.31521,9,39.0,17.7,23.1,5,2,108.2,6.0,-96.0,15.3,14.0,0.26,14.9,0.232,,,,15,,
marone,4957029346,2024-09-30,52.45776,9.86452,9,74.0,24.4,16.5,6,3,117.7,8.7,-73.4,14.9,13.4,0.392,14.1,0.376,,,,15,,
marone,4952987539,2024-10-08,53.24717,9.84415,10,52.0,47.3,5.7,7,0,157.5,30.3,-8.1,11.5,10.7,0.247,11.1,0.249,,,,15,,
marone,5027190747,2024-09-01,51.75057,9.82375,9,316.0,11.8,17.7,5,1,162.6,-22.5,-61.4,18.4,19.1,0.277,18.7,0.279,,,,15,,
pfifferling,5023031840,2024-09-01,51.75057,9.82375,9,316.0,11.8,17.7,5,1,162.6,-22.5,-61.4,18.4,19.1,0.277,18.7,0.279,,,,15,,
marone,4954350624,2024-10-12,53.30866,11.53835,10,41.0,27.7,20.1,6,2,134.4,27.7,-33.2,10.5,11.5,0.272,11.8,0.265,,,,15,,
marone,4954487170,2024-10-12,53.30797,11.53852,10,41.0,27.7,20.1,6,2,134.4,27.7,-33.2,10.5,11.5,0.272,11.8,0.265,,,,15,,
marone,4954630842,2024-10-09,51.8125,10.96306,10,283.0,40.8,25.2,10,0,158.5,46.5,-13.2,11.2,10.8,0.388,11.1,0.374,,,,15,,
marone,4957142358,2024-10-02,53.43051,9.86457,10,121.0,25.2,22.3,6,1,142.2,18.4,-34.2,13.8,11.8,0.394,12.7,0.383,,,,15,,
marone,4973795628,2024-10-08,53.27993,11.53899,10,44.0,64.0,5.4,8,0,131.9,48.0,-47.4,11.6,10.8,0.367,11.3,0.362,,,,15,,
marone,4957227342,2024-10-02,53.31076,9.19968,10,44.0,29.7,13.9,7,1,141.8,14.1,-34.8,14.1,12.0,0.273,12.9,0.266,,,,15,,
marone,4973938948,2024-10-21,53.1314,9.75487,10,78.0,44.3,4.9,6,8,174.6,31.1,32.8,11.7,12.5,0.248,12.2,0.252,,,,15,,
marone,4974304307,2024-10-19,53.25744,10.80875,10,67.0,35.0,0.1,4,6,151.7,16.2,2.6,10.7,10.4,0.466,10.7,0.472,,,,15,,
marone,4978486819,2024-10-28,53.26072,11.51231,10,45.0,6.4,3.0,3,6,146.6,-6.8,18.7,11.4,10.6,0.232,11.2,0.235,,,,15,,
marone,4980632571,2024-10-17,53.05313,9.31507,10,39.0,41.1,0.2,4,4,121.4,20.7,-26.7,10.5,9.6,0.387,10.2,0.395,,,,15,,
marone,4976625360,2024-10-24,52.13505,9.35198,10,149.0,19.6,6.1,5,3,166.1,8.8,44.2,10.9,11.9,0.389,12.2,0.39,,,,15,,
marone,4985648052,2024-10-31,52.08333,11.23611,10,202.0,2.5,1.1,1,99,122.7,-12.2,3.2,12.5,12.0,0.351,12.2,0.351,,,,15,,
marone,4986003522,2024-10-05,53.28253,10.70525,10,33.0,51.0,3.5,8,4,138.1,28.8,-40.7,12.5,10.5,0.484,11.5,0.482,,,,15,,
parasol,4986617529,2024-10-05,53.27746,10.69684,10,33.0,51.0,3.5,8,4,138.1,28.8,-40.7,12.5,10.5,0.484,11.5,0.482,,,,15,,
marone,4986039250,2024-10-16,53.21432,10.26904,10,101.0,27.3,3.7,5,3,151.1,11.3,-1.2,10.1,9.2,0.252,10.2,0.251,,,,15,,
marone,5016391755,2024-10-12,52.53689,9.70311,10,81.0,39.6,23.5,7,2,175.0,42.7,16.8,11.0,12.0,0.277,12.4,0.277,,,,15,,
pfifferling,5025566366,2024-10-12,52.53689,9.70311,10,81.0,39.6,23.5,7,2,175.0,42.7,16.8,11.0,12.0,0.277,12.4,0.277,,,,15,,
birkenpilz,5015233813,2024-10-12,52.53689,9.70311,10,81.0,39.6,23.5,7,2,175.0,42.7,16.8,11.0,12.0,0.277,12.4,0.277,,,,15,,
marone,5016641557,2024-10-22,53.45351,9.6829,10,18.0,48.7,9.7,8,0,154.3,41.0,18.8,11.6,12.8,0.38,12.5,0.383,,,,15,,
marone,5018567161,2024-10-05,52.51636,9.12495,10,33.0,50.4,1.2,8,4,129.4,25.7,-40.7,12.8,11.3,0.394,12.2,0.394,,,,15,,
parasol,5015682505,2024-10-05,52.51636,9.12495,10,33.0,50.4,1.2,8,4,129.4,25.7,-40.7,12.8,11.3,0.394,12.2,0.394,,,,15,,
marone,5020791579,2024-10-13,52.25471,9.56703,10,159.0,43.0,9.5,7,3,159.4,32.9,7.5,10.8,11.7,0.391,12.1,0.388,,,,15,,
marone,5020931332,2024-10-09,52.93105,9.47159,10,37.0,51.2,11.0,7,0,145.4,39.4,-18.9,11.9,11.7,0.257,11.9,0.265,,,,15,,
marone,5027758696,2024-10-11,52.60226,10.10017,10,39.0,25.5,24.0,6,1,168.5,27.7,4.1,11.6,12.3,0.271,12.5,0.266,,,,15,,
birkenpilz,5023776957,2024-10-11,52.60226,10.10017,10,39.0,25.5,24.0,6,1,168.5,27.7,4.1,11.6,12.3,0.271,12.5,0.266,,,,15,,
marone,5180743480,2024-10-20,52.20933,11.73869,10,48.0,29.1,0.1,4,7,133.0,7.9,-26.4,11.7,11.5,0.361,11.6,0.365,,,,15,,
marone,5897003938,2024-10-24,53.22099,10.42791,10,39.0,22.6,12.2,4,2,180.5,16.9,44.3,10.9,12.1,0.244,12.3,0.234,,,,15,,
marone,6411164931,2024-10-07,52.95914,11.33264,10,25.0,62.5,1.4,8,6,119.0,40.7,-64.2,12.1,10.7,0.259,11.5,0.262,,,,15,,
marone,5027804378,2024-11-16,52.4977,9.34668,11,63.0,4.4,6.5,3,3,109.7,3.5,39.2,6.8,7.6,0.385,8.1,0.379,,,,15,,
marone,5897004562,2024-11-10,53.2531,10.50224,11,87.0,5.9,0.1,3,99,125.1,-2.2,42.8,8.6,7.1,0.219,8.1,0.218,,,,15,,
marone,5897010376,2024-11-17,53.1836,10.51181,11,66.0,11.7,5.5,3,0,118.7,10.3,49.1,6.5,7.2,0.255,7.6,0.247,,,,15,,
parasol,5897002714,2024-11-17,53.1836,10.51181,11,66.0,11.7,5.5,3,0,118.7,10.3,49.1,6.5,7.2,0.255,7.6,0.247,,,,15,,
marone,5104292989,2024-12-01,53.13207,10.11213,12,63.0,48.1,5.3,11,3,124.2,44.7,76.0,4.0,4.4,0.276,5.5,0.283,,,,15,,
marone,5897008513,2024-12-01,53.15501,10.40188,12,67.0,46.6,3.3,7,3,114.6,40.8,65.2,4.3,4.7,0.274,5.8,0.281,,,,15,,
marone,4409335542,2023-07-30,53.16,10.42,7,69.0,50.4,50.4,13,2,186.6,54.5,-74.4,17.0,16.9,0.279,16.8,0.264,,,,15,,
pfifferling,5027801576,2023-07-30,53.19251,10.42561,7,69.0,50.4,50.4,13,2,186.6,54.5,-74.4,17.0,16.9,0.279,16.8,0.264,,,,15,,
marone,4430953767,2023-07-30,52.40042,10.48605,7,86.0,35.1,21.3,9,1,180.8,3.9,-84.9,18.0,17.7,0.35,17.6,0.291,,,,15,,
marone,4177468310,2023-08-12,51.73383,9.60178,8,373.0,75.1,8.9,12,0,200.6,39.0,-32.8,16.1,16.0,0.371,15.7,0.365,,,,15,,
marone,4400359887,2023-08-18,52.13473,9.34575,8,120.0,22.7,18.9,9,1,243.5,-4.6,20.8,17.6,19.2,0.38,18.6,0.372,,,,15,,
marone,4405166034,2023-08-22,51.50594,10.15674,8,261.0,56.5,8.4,9,0,224.4,13.2,0.7,19.7,21.7,0.378,20.8,0.389,,,,15,,
marone,4410068592,2023-08-12,53.48425,10.25766,8,39.0,75.2,2.4,10,4,235.1,37.2,12.0,16.7,16.2,0.472,16.0,0.475,,,,15,,
marone,4410215245,2023-08-02,52.99,9.86,8,80.0,61.2,36.6,14,0,202.4,59.5,-49.1,16.4,17.3,0.399,17.0,0.381,,,,15,,
marone,4410069166,2023-08-16,53.14088,9.88563,8,107.0,38.7,0.6,8,4,234.9,-6.0,16.7,17.4,19.6,0.22,18.6,0.224,,,,15,,
marone,4430938830,2023-08-10,52.88243,9.31516,8,31.0,93.6,3.0,12,5,248.4,55.2,9.2,16.7,16.6,0.383,16.6,0.383,,,,15,,
marone,4438783856,2023-08-16,52.16988,9.38044,8,412.0,46.3,5.8,10,1,239.8,8.3,20.5,15.7,17.8,0.358,16.9,0.352,,,,15,,
marone,4925867177,2023-08-05,53.18197,9.19037,8,58.0,103.4,36.9,13,0,287.4,103.1,44.4,16.5,16.7,0.417,16.5,0.418,,,,15,,
marone,4926091149,2023-08-03,53.14527,9.07886,8,12.0,74.3,55.4,12,0,255.5,91.4,10.3,16.6,17.2,0.718,16.9,0.708,,,,15,,
marone,4950078092,2023-08-20,53.22389,9.80917,8,76.0,15.1,45.4,6,1,304.7,14.3,94.9,18.4,20.0,0.263,19.3,0.262,,,,15,,
marone,5016228221,2023-08-20,53.24437,10.20293,8,36.0,14.0,43.1,6,1,251.4,9.5,31.9,18.8,20.7,0.234,20.0,0.236,,,,15,,
marone,5022785762,2023-08-18,53.15382,10.42026,8,82.0,19.3,35.1,7,1,270.6,7.7,51.6,17.9,19.8,0.219,19.1,0.226,,,,15,,
