id,lat,lon
W1558,52.5455,10.97214
W1559,52.5455,11.00171
W1560,52.5455,11.03127
W0543,52.5365,11.0747
W0544,52.5365,11.1043
W0567,52.5545,11.1338
W1561,52.5455,11.14953
W1562,52.56351,10.11478
W0568,52.5725,10.1591
W0569,52.5725,10.1886
W0570,52.5725,10.2182
W1563,52.56351,10.23304
W0571,52.5725,10.2772
W0572,52.5725,10.3068
W0573,52.5725,10.3363
W0574,52.5725,10.3658
W0575,52.5725,10.3954
W0576,52.5725,10.4249
W0577,52.5725,10.4545
W0578,52.5725,10.484
W0579,52.5725,10.5135
W0580,52.5725,10.5431
W0581,52.5725,10.5726
W0582,52.5725,10.6021
W0583,52.5725,10.6317
W0584,52.5725,10.6612
W0585,52.5725,10.6908
W0586,52.5725,10.7203
W0587,52.5725,10.7498
W0588,52.5725,10.7794
W0589,52.5725,10.8089
W0590,52.5725,10.8384
W0591,52.5725,10.868
W0592,52.5725,10.8975
W0593,52.5725,10.9271
W1564,52.56351,10.94258
W1565,52.56351,10.97214
W1566,52.56351,11.00171
W1567,52.56351,11.03127
W0594,52.5725,11.0747
W1568,52.56351,11.0904
W0595,52.5725,11.1338
W1569,52.56351,11.14953
W1570,52.58153,10.11478
W0596,52.5905,10.1591
W0597,52.5905,10.1886
W0598,52.5905,10.2182
W0599,52.5905,10.2477
W0600,52.5905,10.2772
W0601,52.5905,10.3068
W0602,52.5905,10.3363
W1571,52.58153,10.3513
W1572,52.58153,10.38086
W1573,52.58153,10.41042
W0603,52.5905,10.4545
W0604,52.5905,10.484
W0605,52.5905,10.5135
W0606,52.5905,10.5431
W0607,52.5905,10.5726
W1574,52.58153,10.58781
W0608,52.5905,10.6317
W0609,52.5905,10.6612
W0610,52.5905,10.6908
W0611,52.5905,10.7203
W0612,52.5905,10.7498
W0613,52.5905,10.7794
W0614,52.5905,10.8089
W0615,52.5905,10.8384
W0616,52.5905,10.868
W1575,52.58153,10.88345
W1576,52.58153,10.91302
W0617,52.5905,10.9566
W1577,52.58153,10.97214
W0618,52.5905,11.0157
W0619,52.5905,11.0452
W1578,52.58153,11.06084
W1579,52.58153,11.0904
W0620,52.5905,11.1338
W1580,52.58153,11.14953
W1581,52.59955,10.11478
W1582,52.59955,10.14435
W1583,52.59955,10.17391
W1584,52.59955,10.20347
W1585,52.59955,10.23304
W1586,52.59955,10.2626
W1587,52.59955,10.29217
W1588,52.59955,10.32173
W1589,52.59955,10.3513
W1590,52.59955,10.38086
W1591,52.59955,10.41042
W1592,52.59955,10.43999
W1593,52.59955,10.46955
W1594,52.59955,10.49912
W1595,52.59955,10.52868
W1596,52.59955,10.55825
W1597,52.59955,10.58781
W1598,52.59955,10.61737
W1599,52.59955,10.64694
W1600,52.59955,10.6765
W1601,52.59955,10.70607
W1610,52.59955,10.73563
W1602,52.59955,10.76519
W1603,52.59955,10.79476
W1611,52.59955,10.82432
W1604,52.59955,10.85389
W1605,52.59955,10.88345
W1606,52.59955,10.91302
W1607,52.59955,10.94258
W1608,52.59955,10.97214
W1609,52.59955,11.00171
W1610,52.59955,11.03127
W1611,52.59955,11.06084
W1612,52.59955,11.0904
W1613,52.59955,11.11997
W1614,52.59955,11.14953
W0621,52.6086,10.1295
W0622,52.6086,10.1591
W0623,52.6086,10.1886
W0624,52.6086,10.2182
W0625,52.6086,10.2477
W0626,52.6086,10.2772
W0627,52.6086,10.3068
W1615,52.61757,10.32173
W0628,52.6086,10.3658
W0629,52.6086,10.3954
W0630,52.6086,10.4249
W1616,52.61757,10.43999
W0631,52.6086,10.484
W0632,52.6086,10.5135
W0633,52.6086,10.5431
W1617,52.61757,10.55825
W0634,52.6086,10.6021
W0635,52.6086,10.6317
W0636,52.6086,10.6612
W0637,52.6086,10.6908
W0638,52.6086,10.7203
W0639,52.6086,10.7498
W0640,52.6086,10.7794
W0641,52.6086,10.8089
W0642,52.6086,10.8384
W0643,52.6086,10.868
W1618,52.61757,10.88345
W1619,52.61757,10.91302
W0644,52.6086,10.9566
W0645,52.6086,10.9861
W0646,52.6086,11.0157
W0647,52.6086,11.0452
W0648,52.6086,11.0747
W0649,52.6086,11.1043
W0650,52.6086,11.1338
W1620,52.61757,11.14953
W0652,52.6266,10.1295
W0653,52.6266,10.1591
W0654,52.6266,10.1886
W0655,52.6266,10.2182
W0656,52.6266,10.2477
W0657,52.6266,10.2772
W1621,52.63559,10.29217
W1622,52.63559,10.32173
W0658,52.6266,10.3658
W0659,52.6266,10.3954
W0660,52.6266,10.4249
W0661,52.6266,10.4545
W0662,52.6266,10.484
W0663,52.6266,10.5135
W1623,52.63559,10.52868
W0664,52.6266,10.5726
W0665,52.6266,10.6021
W0666,52.6266,10.6317
W0667,52.6266,10.6612
W0668,52.6266,10.6908
W0669,52.6266,10.7203
W0670,52.6266,10.7498
W0671,52.6266,10.7794
W0672,52.6266,10.8089
W0673,52.6266,10.8384
W0674,52.6266,10.868
W1624,52.63559,10.88345
W1625,52.63559,10.91302
W0675,52.6266,10.9566
W0676,52.6266,10.9861
W0677,52.6266,11.0157
W0678,52.6266,11.0452
W1626,52.63559,11.06084
W0679,52.6266,11.1043
W0680,52.6266,11.1338
W1627,52.63559,11.14953
W0707,52.6626,10.1
W0709,52.6626,10.1591
W0710,52.6626,10.1886
W0711,52.6626,10.2182
W1628,52.6536,10.23304
W0712,52.6626,10.2772
W0684,52.6446,10.3068
W0713,52.6626,10.3363
W0714,52.6626,10.3658
W0715,52.6626,10.3954
W0716,52.6626,10.4249
W0717,52.6626,10.4545
W1629,52.6536,10.46955
W0718,52.6626,10.5135
W0719,52.6626,10.5431
W0720,52.6626,10.5726
W0721,52.6626,10.6021
W0722,52.6626,10.6317
W0723,52.6626,10.6612
W0724,52.6626,10.6908
W0725,52.6626,10.7203
W0726,52.6626,10.7498
W0727,52.6626,10.7794
W0728,52.6626,10.8089
W0729,52.6626,10.8384
W0730,52.6626,10.868
W0731,52.6626,10.8975
W0732,52.6626,10.9271
W0733,52.6626,10.9566
W0734,52.6626,10.9861
W0735,52.6626,11.0157
W0736,52.6626,11.0452
W0737,52.6626,11.0747
W0705,52.6446,11.1043
W0738,52.6626,11.1338
W1630,52.6536,11.14953
W0740,52.6806,10.1295
W0741,52.6806,10.1591
W0742,52.6806,10.1886
W0743,52.6806,10.2182
W0744,52.6806,10.2477
W0745,52.6806,10.2772
W0746,52.6806,10.3068
W1631,52.67162,10.32173
W0747,52.6806,10.3658
W0748,52.6806,10.3954
W0749,52.6806,10.4249
W0750,52.6806,10.4545
W0751,52.6806,10.484
W0752,52.6806,10.5135
W1632,52.67162,10.52868
W0753,52.6806,10.5726
W0754,52.6806,10.6021
W0755,52.6806,10.6317
W0756,52.6806,10.6612
W0757,52.6806,10.6908
W0758,52.6806,10.7203
W0759,52.6806,10.7498
W0760,52.6806,10.7794
W0761,52.6806,10.8089
W1633,52.67162,10.82432
W1634,52.67162,10.85389
W0762,52.6806,10.8975
W0763,52.6806,10.9271
W0764,52.6806,10.9566
W0765,52.6806,10.9861
W1635,52.67162,11.00171
W0766,52.6806,11.0452
W1636,52.67162,11.06084
W1637,52.67162,11.0904
W1638,52.67162,11.11997
W1639,52.67162,11.14953
W0768,52.6986,10.1295
W0769,52.6986,10.1591
W0770,52.6986,10.1886
W0771,52.6986,10.2182
W0772,52.6986,10.2477
W0773,52.6986,10.2772
W0774,52.6986,10.3068
W1640,52.68964,10.32173
W0775,52.6986,10.3658
W0776,52.6986,10.3954
W0777,52.6986,10.4249
W0778,52.6986,10.4545
W0779,52.6986,10.484
W0780,52.6986,10.5135
W0781,52.6986,10.5431
W0782,52.6986,10.5726
W0783,52.6986,10.6021
W0784,52.6986,10.6317
W0785,52.6986,10.6612
W1641,52.68964,10.6765
W0786,52.6986,10.7203
W1642,52.68964,10.73563
W1643,52.68964,10.76519
W1644,52.68964,10.79476
W0787,52.6986,10.8384
W0788,52.6986,10.868
W0789,52.6986,10.8975
W0790,52.6986,10.9271
W0791,52.6986,10.9566
W0792,52.6986,10.9861
W1645,52.68964,11.00171
W0793,52.6986,11.0452
W0794,52.6986,11.0747
W0795,52.6986,11.1043
W0796,52.6986,11.1338
W1646,52.68964,11.14953
W1647,52.70766,10.11478
W1648,52.70766,10.14435
W1649,52.70766,10.17391
W1650,52.70766,10.20347
W1651,52.70766,10.23304
W1652,52.70766,10.2626
W1653,52.70766,10.29217
W1654,52.70766,10.32173
W1655,52.70766,10.3513
W1656,52.70766,10.38086
W1657,52.70766,10.41042
W1658,52.70766,10.43999
W1659,52.70766,10.46955
W1660,52.70766,10.49912
W1661,52.70766,10.52868
W1662,52.70766,10.55825
W1663,52.70766,10.58781
W1664,52.70766,10.61737
W1665,52.70766,10.64694
W1666,52.70766,10.6765
W1667,52.70766,10.70607
W1668,52.70766,10.73563
W1669,52.70766,10.76519
W1670,52.70766,10.79476
W1671,52.70766,10.82432
W1672,52.70766,10.85389
W1673,52.70766,10.88345
W1674,52.70766,10.91302
W1675,52.70766,10.94258
W1676,52.70766,10.97214
W1677,52.70766,11.00171
W1678,52.70766,11.03127
W1679,52.70766,11.06084
W1680,52.70766,11.0904
W1681,52.70766,11.11997
W1682,52.70766,11.14953
W0798,52.7167,10.1295
W0799,52.7167,10.1591
W0800,52.7167,10.1886
W0801,52.7167,10.2182
W0802,52.7167,10.2477
W0803,52.7167,10.2772
W0804,52.7167,10.3068
W0805,52.7167,10.3363
W0806,52.7167,10.3658
W0807,52.7167,10.3954
W0808,52.7167,10.4249
W0809,52.7167,10.4545
W0810,52.7167,10.484
W0811,52.7167,10.5135
W0812,52.7167,10.5431
W0813,52.7167,10.5726
W0814,52.7167,10.6021
W1683,52.72568,10.61737
W0815,52.7167,10.6612
W0816,52.7167,10.6908
W1684,52.72568,10.70607
W1685,52.72568,10.73563
W1686,52.72568,10.76519
W0817,52.7167,10.8089
W0818,52.7167,10.8384
W0819,52.7167,10.868
W0820,52.7167,10.8975
W0821,52.7167,10.9271
W1687,52.72568,10.94258
W1688,52.72568,10.97214
W1689,52.72568,11.00171
W1690,52.72568,11.03127
W0822,52.7167,11.0747
W1691,52.72568,11.0904
W0823,52.7167,11.1338
W1692,52.72568,11.14953
W0825,52.7347,10.1295
W0826,52.7347,10.1591
W0827,52.7347,10.1886
W0828,52.7347,10.2182
W0829,52.7347,10.2477
W0860,52.7527,10.2772
W0830,52.7347,10.3068
W0831,52.7347,10.3363
W0832,52.7347,10.3658
W0833,52.7347,10.3954
W0834,52.7347,10.4249
W0835,52.7347,10.4545
W0836,52.7347,10.484
W0837,52.7347,10.5135
W0838,52.7347,10.5431
W0839,52.7347,10.5726
W0840,52.7347,10.6021
W1694,52.74369,10.61737
W0841,52.7347,10.6612
W1695,52.74369,10.6765
W0872,52.7527,10.7203
W0873,52.7527,10.7498
W0874,52.7527,10.7794
W0842,52.7347,10.8089
W0843,52.7347,10.8384
W0844,52.7347,10.868
W0845,52.7347,10.8975
W0846,52.7347,10.9271
W0847,52.7347,10.9566
W0848,52.7347,10.9861
W0849,52.7347,11.0157
W0850,52.7347,11.0452
W0851,52.7347,11.0747
W0852,52.7347,11.1043
W0853,52.7347,11.1338
W1699,52.74369,11.14953
W0887,52.7707,10.1295
W0888,52.7707,10.1591
W0889,52.7707,10.1886
W0890,52.7707,10.2182
W0891,52.7707,10.2477
W0892,52.7707,10.2772
W0893,52.7707,10.3068
W0894,52.7707,10.3363
W0895,52.7707,10.3658
W0896,52.7707,10.3954
W0897,52.7707,10.4249
W0898,52.7707,10.4545
W0899,52.7707,10.484
W0900,52.7707,10.5135
W0901,52.7707,10.5431
W0902,52.7707,10.5726
W0903,52.7707,10.6021
W0904,52.7707,10.6317
W0905,52.7707,10.6612
W0906,52.7707,10.6908
W0907,52.7707,10.7203
W0908,52.7707,10.7498
W0909,52.7707,10.7794
W0910,52.7707,10.8089
W0911,52.7707,10.8384
W0912,52.7707,10.868
W0913,52.7707,10.8975
W0914,52.7707,10.9271
W0915,52.7707,10.9566
W0916,52.7707,10.9861
W0917,52.7707,11.0157
W0918,52.7707,11.0452
W1700,52.76171,11.06084
W1701,52.76171,11.0904
W1702,52.76171,11.11997
W1703,52.76171,11.14953
W0920,52.7887,10.1295
W0921,52.7887,10.1591
W0922,52.7887,10.1886
W0923,52.7887,10.2182
W0924,52.7887,10.2477
W0925,52.7887,10.2772
W0926,52.7887,10.3068
W0927,52.7887,10.3363
W0928,52.7887,10.3658
W0929,52.7887,10.3954
W0930,52.7887,10.4249
W0931,52.7887,10.4545
W0932,52.7887,10.484
W0933,52.7887,10.5135
W0934,52.7887,10.5431
W0935,52.7887,10.5726
W0936,52.7887,10.6021
W1704,52.77973,10.61737
W0937,52.7887,10.6612
W0938,52.7887,10.6908
W0939,52.7887,10.7203
W0940,52.7887,10.7498
W0941,52.7887,10.7794
W0942,52.7887,10.8089
W0943,52.7887,10.8384
W0944,52.7887,10.868
W0945,52.7887,10.8975
W0946,52.7887,10.9271
W0947,52.7887,10.9566
W1705,52.77973,10.97214
W0948,52.7887,11.0157
W0949,52.7887,11.0452
W0950,52.7887,11.0747
W0951,52.7887,11.1043
W0952,52.7887,11.1338
W1706,52.77973,11.14953
W1707,52.79775,10.11478
W1616,52.79775,10.14435
W1617,52.79775,10.17391
W1618,52.79775,10.20347
W1619,52.79775,10.23304
W1620,52.79775,10.2626
W1621,52.79775,10.29217
W1622,52.79775,10.32173
W1623,52.79775,10.3513
W1624,52.79775,10.38086
W1625,52.79775,10.41042
W1626,52.79775,10.43999
W1627,52.79775,10.46955
W1708,52.79775,10.49912
W1709,52.79775,10.52868
W1710,52.79775,10.55825
W1711,52.79775,10.58781
W1712,52.79775,10.61737
W1713,52.79775,10.64694
W1714,52.79775,10.6765
W1715,52.79775,10.70607
W1716,52.79775,10.73563
W1717,52.79775,10.76519
W1628,52.79775,10.79476
W1718,52.79775,10.82432
W1719,52.79775,10.85389
W1720,52.79775,10.88345
W1721,52.79775,10.91302
W1722,52.79775,10.94258
W1723,52.79775,10.97214
W1724,52.79775,11.00171
W1725,52.79775,11.03127
W1726,52.79775,11.06084
W1727,52.79775,11.0904
W1728,52.79775,11.11997
W1729,52.79775,11.14953
W0954,52.8068,10.1295
W0955,52.8068,10.1591
W0956,52.8068,10.1886
W0957,52.8068,10.2182
W0958,52.8068,10.2477
W0959,52.8068,10.2772
W0960,52.8068,10.3068
W0961,52.8068,10.3363
W0962,52.8068,10.3658
W0963,52.8068,10.3954
W0964,52.8068,10.4249
W0965,52.8068,10.4545
W0966,52.8068,10.484
W0967,52.8068,10.5135
W0968,52.8068,10.5431
W0969,52.8068,10.5726
W0970,52.8068,10.6021
W0971,52.8068,10.6317
W0972,52.8068,10.6612
W0973,52.8068,10.6908
W0974,52.8068,10.7203
W0975,52.8068,10.7498
W0976,52.8068,10.7794
W0977,52.8068,10.8089
W1730,52.81577,10.82432
W0978,52.8068,10.868
W0979,52.8068,10.8975
W1731,52.81577,10.91302
W0980,52.8068,10.9566
W1732,52.81577,10.97214
W1733,52.81577,11.00171
W0981,52.8068,11.0452
W0982,52.8068,11.0747
W0983,52.8068,11.1043
W0984,52.8068,11.1338
W1734,52.81577,11.14953
W0986,52.8248,10.1295
W0987,52.8248,10.1591
W0988,52.8248,10.1886
W0989,52.8248,10.2182
W0990,52.8248,10.2477
W0991,52.8248,10.2772
W0992,52.8248,10.3068
W0993,52.8248,10.3363
W0994,52.8248,10.3658
W0995,52.8248,10.3954
W0996,52.8248,10.4249
W0997,52.8248,10.4545
W0998,52.8248,10.484
W0999,52.8248,10.5135
W1000,52.8248,10.5431
W1001,52.8248,10.5726
W1002,52.8248,10.6021
W1003,52.8248,10.6317
W1735,52.83378,10.64694
W1736,52.83378,10.6765
W1004,52.8248,10.7203
W1005,52.8248,10.7498
W1006,52.8248,10.7794
W1007,52.8248,10.8089
W1737,52.83378,10.82432
W1008,52.8248,10.868
W1009,52.8248,10.8975
W1010,52.8248,10.9271
W1011,52.8248,10.9566
W1012,52.8248,10.9861
W1738,52.83378,11.00171
W1013,52.8248,11.0452
W1739,52.83378,11.06084
W1014,52.8248,11.1043
W1015,52.8248,11.1338
W1740,52.83378,11.14953
W1017,52.8428,10.1295
W1018,52.8428,10.1591
W1019,52.8428,10.1886
W1020,52.8428,10.2182
W1021,52.8428,10.2477
W1022,52.8428,10.2772
W1023,52.8428,10.3068
W1024,52.8428,10.3363
W1025,52.8428,10.3658
W1026,52.8428,10.3954
W1027,52.8428,10.4249
W1028,52.8428,10.4545
W1029,52.8428,10.484
W1030,52.8428,10.5135
W1031,52.8428,10.5431
W1032,52.8428,10.5726
W1033,52.8428,10.6021
W1034,52.8428,10.6317
W1035,52.8428,10.6612
W1036,52.8428,10.7203
W1037,52.8428,10.7498
W1038,52.8428,10.7794
W1039,52.8428,10.8089
W1040,52.8428,10.8384
W1041,52.8428,10.868
W1042,52.8428,10.8975
W1043,52.8428,10.9271
W1044,52.8428,10.9566
W1045,52.8428,10.9861
W1046,52.8428,11.0747
