id,lat,lon
W1392,52.36532,10.46955
W0309,52.3743,10.5135
W1393,52.36532,10.52868
W0310,52.3743,10.5726
W1394,52.36532,10.58781
W1395,52.36532,10.61737
W0311,52.3743,10.6612
W0312,52.3743,10.6908
W0313,52.3743,10.7203
W0314,52.3743,10.7498
W0315,52.3743,10.7794
W0316,52.3743,10.8089
W0317,52.3743,10.8384
W0318,52.3743,10.868
W0319,52.3743,10.8975
W1396,52.36532,10.91302
W1397,52.36532,10.94258
W0320,52.3743,10.9861
W0321,52.3743,11.0157
W0322,52.3743,11.0452
W0323,52.3743,11.0747
W1607,52.36532,11.0904
W1398,52.36532,11.11997
W1399,52.36532,11.14953
W1400,52.38333,10.11478
W1401,52.38333,10.14435
W1402,52.38333,10.17391
W0324,52.3923,10.2182
W0325,52.3923,10.2477
W1403,52.38333,10.2626
W1404,52.38333,10.29217
W0326,52.3923,10.3363
W0327,52.3923,10.3658
W0328,52.3923,10.3954
W1405,52.38333,10.41042
W0329,52.3923,10.4545
W0330,52.3923,10.484
W0331,52.3923,10.5135
W1406,52.38333,10.52868
W1407,52.38333,10.55825
W0332,52.3923,10.6021
W1408,52.38333,10.61737
W0333,52.3923,10.6612
W0334,52.3923,10.6908
W0335,52.3923,10.7203
W0336,52.3923,10.7498
W0337,52.3923,10.7794
W0338,52.3923,10.8089
W1409,52.38333,10.82432
W0339,52.3923,10.868
W0340,52.3923,10.8975
W1410,52.38333,10.91302
W1411,52.38333,10.94258
W1412,52.38333,10.97214
W0341,52.3923,11.0157
W0342,52.3923,11.0452
W0343,52.3923,11.0747
W1413,52.38333,11.0904
W1414,52.38333,11.11997
W1415,52.38333,11.14953
W1416,52.40135,10.11478
W1417,52.40135,10.14435
W1418,52.40135,10.17391
W1419,52.40135,10.20347
W1420,52.40135,10.23304
W1421,52.40135,10.2626
W1422,52.40135,10.29217
W1423,52.40135,10.32173
W1424,52.40135,10.3513
W1425,52.40135,10.38086
W1426,52.40135,10.41042
W1427,52.40135,10.43999
W1428,52.40135,10.46955
W1429,52.40135,10.49912
W1430,52.40135,10.52868
W1431,52.40135,10.55825
W1432,52.40135,10.58781
W1433,52.40135,10.61737
W1434,52.40135,10.64694
W1435,52.40135,10.6765
W1436,52.40135,10.70607
W1437,52.40135,10.73563
W1438,52.40135,10.76519
W1439,52.40135,10.79476
W1440,52.40135,10.82432
W1441,52.40135,10.85389
W1442,52.40135,10.88345
W1443,52.40135,10.91302
W1444,52.40135,10.94258
W1445,52.40135,10.97214
W1446,52.40135,11.00171
W1447,52.40135,11.03127
W1448,52.40135,11.06084
W1449,52.40135,11.0904
W1450,52.40135,11.11997
W1451,52.40135,11.14953
W0345,52.4104,10.1295
W1452,52.41937,10.14435
W0346,52.4104,10.1886
W0347,52.4104,10.2182
W0348,52.4104,10.2477
W0349,52.4104,10.2772
W1453,52.41937,10.29217
W0350,52.4104,10.3363
W0351,52.4104,10.3658
W1454,52.41937,10.38086
W0352,52.4104,10.4249
W0353,52.4104,10.4545
W0354,52.4104,10.484
W0355,52.4104,10.5135
W0356,52.4104,10.5431
W1455,52.41937,10.55825
W1456,52.41937,10.58781
W1457,52.41937,10.61737
W1458,52.41937,10.64694
W1459,52.41937,10.6765
W1460,52.41937,10.70607
W0357,52.4104,10.7498
W0358,52.4104,10.7794
W0359,52.4104,10.8089
W1461,52.41937,10.82432
W0360,52.4104,10.868
W0361,52.4104,10.8975
W0362,52.4104,10.9271
W0363,52.4104,10.9566
W1462,52.41937,10.97214
W1463,52.41937,11.00171
W0364,52.4104,11.0452
W1464,52.41937,11.06084
W1465,52.41937,11.0904
W1466,52.41937,11.11997
W1467,52.41937,11.14953
W0366,52.4284,10.1295
W0367,52.4284,10.1591
W0368,52.4284,10.1886
W0369,52.4284,10.2182
W0370,52.4284,10.2477
W0371,52.4284,10.2772
W0372,52.4284,10.3068
W0373,52.4284,10.3363
W0374,52.4284,10.3658
W1468,52.43739,10.38086
W1469,52.43739,10.41042
W0375,52.4284,10.4545
W0376,52.4284,10.484
W0377,52.4284,10.5135
W0378,52.4284,10.5431
W0379,52.4284,10.5726
W1470,52.43739,10.58781
W0380,52.4284,10.6317
W0381,52.4284,10.6612
W1471,52.43739,10.6765
W1472,52.43739,10.70607
W0382,52.4284,10.7498
W1473,52.43739,10.76519
W1474,52.43739,10.79476
W1475,52.43739,10.82432
W0383,52.4284,10.868
W0384,52.4284,10.8975
W0385,52.4284,10.9271
W0386,52.4284,10.9566
W1476,52.43739,10.97214
W0387,52.4284,11.0157
W0388,52.4284,11.0452
W1477,52.43739,11.06084
W1478,52.43739,11.0904
W0389,52.4284,11.1338
W1479,52.43739,11.14953
W0416,52.4644,10.1295
W0417,52.4644,10.1591
W0418,52.4644,10.1886
W0419,52.4644,10.2182
W0420,52.4644,10.2477
W0421,52.4644,10.2772
W0422,52.4644,10.3068
W0423,52.4644,10.3363
W0424,52.4644,10.3658
W0425,52.4644,10.3954
W0426,52.4644,10.4249
W0427,52.4644,10.4545
W0428,52.4644,10.484
W0429,52.4644,10.5135
W0430,52.4644,10.5431
W0431,52.4644,10.5726
W0432,52.4644,10.6021
W0433,52.4644,10.6317
W0434,52.4644,10.6612
W0435,52.4644,10.6908
W0408,52.4464,10.7203
W1481,52.45541,10.73563
W0436,52.4644,10.7794
W0437,52.4644,10.8089
W0438,52.4644,10.8384
W0439,52.4644,10.868
W0440,52.4644,10.8975
W0441,52.4644,10.9271
W0442,52.4644,10.9566
W1482,52.45541,10.97214
W1609,52.45541,11.00171
W0443,52.4644,11.0452
W1483,52.45541,11.06084
W0444,52.4644,11.1043
W0445,52.4644,11.1338
W1484,52.45541,11.14953
W0446,52.4824,10.1295
W0447,52.4824,10.1591
W0448,52.4824,10.1886
W1485,52.47342,10.20347
W0449,52.4824,10.2477
W0450,52.4824,10.2772
W0451,52.4824,10.3068
W1486,52.47342,10.32173
W1487,52.47342,10.3513
W0452,52.4824,10.3954
W0453,52.4824,10.4249
W0454,52.4824,10.4545
W0455,52.4824,10.484
W0456,52.4824,10.5135
W1488,52.47342,10.52868
W0457,52.4824,10.5726
W0458,52.4824,10.6021
W0459,52.4824,10.6317
W0460,52.4824,10.6612
W0461,52.4824,10.6908
W0462,52.4824,10.7203
W1489,52.47342,10.73563
W0463,52.4824,10.7794
W0464,52.4824,10.8089
W1490,52.47342,10.82432
W1491,52.47342,10.85389
W1492,52.47342,10.88345
W1493,52.47342,10.91302
W0465,52.4824,10.9566
W0466,52.4824,10.9861
W0467,52.4824,11.0157
W0468,52.4824,11.0452
W1494,52.47342,11.06084
W1495,52.47342,11.0904
W1496,52.47342,11.11997
W1497,52.47342,11.14953
W1498,52.49144,10.11478
W1499,52.49144,10.14435
W1500,52.49144,10.17391
W1501,52.49144,10.20347
W1502,52.49144,10.23304
W1503,52.49144,10.2626
W1504,52.49144,10.29217
W1505,52.49144,10.32173
W1506,52.49144,10.3513
W1507,52.49144,10.38086
W1508,52.49144,10.41042
W1509,52.49144,10.43999
W1510,52.49144,10.46955
W1511,52.49144,10.49912
W1512,52.49144,10.52868
W1513,52.49144,10.55825
W1514,52.49144,10.58781
W1515,52.49144,10.61737
W1516,52.49144,10.64694
W1517,52.49144,10.6765
W1518,52.49144,10.70607
W1519,52.49144,10.73563
W1520,52.49144,10.76519
W1521,52.49144,10.79476
W1522,52.49144,10.82432
W1523,52.49144,10.85389
W1524,52.49144,10.88345
W1525,52.49144,10.91302
W1526,52.49144,10.94258
W1527,52.49144,10.97214
W1528,52.49144,11.00171
W1529,52.49144,11.03127
W1530,52.49144,11.06084
W1531,52.49144,11.0904
W1532,52.49144,11.11997
W1533,52.49144,11.14953
W0470,52.5005,10.1295
W0471,52.5005,10.1591
W0472,52.5005,10.1886
W1534,52.50946,10.20347
W0473,52.5005,10.2477
W0474,52.5005,10.2772
W0475,52.5005,10.3068
W1535,52.50946,10.32173
W1536,52.50946,10.3513
W0476,52.5005,10.3954
W0477,52.5005,10.4249
W0478,52.5005,10.4545
W0479,52.5005,10.484
W0480,52.5005,10.5135
W0481,52.5005,10.5431
W0482,52.5005,10.5726
W0483,52.5005,10.6021
W1537,52.50946,10.61737
W0484,52.5005,10.6612
W0485,52.5005,10.6908
W0486,52.5005,10.7203
W0487,52.5005,10.7498
W1538,52.50946,10.76519
W0488,52.5005,10.8089
W0489,52.5005,10.8384
W0490,52.5005,10.868
W0491,52.5005,10.8975
W0492,52.5005,10.9271
W0493,52.5005,10.9566
W0494,52.5005,10.9861
W1539,52.50946,11.00171
W1540,52.50946,11.03127
W1541,52.50946,11.06084
W0495,52.5005,11.1043
W1542,52.50946,11.11997
W1543,52.50946,11.14953
W0497,52.5185,10.1295
W0498,52.5185,10.1591
W1544,52.52748,10.17391
W1545,52.52748,10.20347
W0499,52.5185,10.2477
W0500,52.5185,10.2772
W0501,52.5185,10.3068
W1546,52.52748,10.32173
W1547,52.52748,10.3513
W0502,52.5185,10.3954
W0503,52.5185,10.4249
W0504,52.5185,10.4545
W1548,52.52748,10.46955
W0505,52.5185,10.5135
W0506,52.5185,10.5431
W0507,52.5185,10.5726
W0508,52.5185,10.6021
W0509,52.5185,10.6317
W0510,52.5185,10.6612
W0511,52.5185,10.6908
W0512,52.5185,10.7203
W0513,52.5185,10.7498
W0514,52.5185,10.7794
W1549,52.52748,10.79476
W0515,52.5185,10.8384
W0516,52.5185,10.868
W0517,52.5185,10.8975
W0518,52.5185,10.9271
W0519,52.5185,10.9566
W0520,52.5185,10.9861
W0521,52.5185,11.0157
W1550,52.52748,11.03127
W1551,52.52748,11.06084
W1552,52.52748,11.0904
W1553,52.52748,11.11997
W1554,52.52748,11.14953
W0523,52.5365,10.1295
W1555,52.5455,10.14435
W1556,52.5455,10.17391
W0524,52.5365,10.2182
W0525,52.5365,10.2477
W0526,52.5365,10.2772
W0527,52.5365,10.3068
W0547,52.5545,10.3363
W1557,52.5455,10.3513
W0548,52.5545,10.3954
W0549,52.5545,10.4249
W0528,52.5365,10.4545
W0529,52.5365,10.484
W0530,52.5365,10.5135
W0531,52.5365,10.5431
W0532,52.5365,10.5726
W0533,52.5365,10.6021
W0534,52.5365,10.6317
W0535,52.5365,10.6612
W0536,52.5365,10.6908
W0537,52.5365,10.7203
W0538,52.5365,10.7498
W0539,52.5365,10.7794
W0540,52.5365,10.8089
W0562,52.5545,10.8384
W0563,52.5545,10.868
W0564,52.5545,10.8975
W0541,52.5365,10.9271
W0542,52.5365,10.9566
