id,lat,lon,hoehe
W0655,52.6266,10.2182,63.0
W0656,52.6266,10.2477,55.0
W0657,52.6266,10.2772,58.0
W0658,52.6266,10.3658,65.0
W0659,52.6266,10.3954,66.0
W0660,52.6266,10.4249,62.0
W0661,52.6266,10.4545,83.0
W0662,52.6266,10.484,80.0
W0663,52.6266,10.5135,77.0
W0664,52.6266,10.5726,81.0
W0665,52.6266,10.6021,58.0
W0666,52.6266,10.6317,62.0
W0667,52.6266,10.6612,64.0
W0668,52.6266,10.6908,71.0
W0669,52.6266,10.7203,98.0
W0670,52.6266,10.7498,101.0
W0671,52.6266,10.7794,100.0
W0672,52.6266,10.8089,91.0
W0673,52.6266,10.8384,115.0
W0674,52.6266,10.868,85.0
W0675,52.6266,10.9566,98.0
W0676,52.6266,10.9861,97.0
W0677,52.6266,11.0157,101.0
W0678,52.6266,11.0452,86.0
W0679,52.6266,11.1043,100.0
W0680,52.6266,11.1338,84.0
W0681,52.6446,10.1886,59.0
W0682,52.6446,10.2182,60.0
W0683,52.6446,10.2772,51.0
W0684,52.6446,10.3068,59.0
W0685,52.6446,10.3954,71.0
W0686,52.6446,10.4249,73.0
W0687,52.6446,10.5135,84.0
W0688,52.6446,10.5431,72.0
W0689,52.6446,10.5726,78.0
W0690,52.6446,10.6021,77.0
W0691,52.6446,10.6317,62.0
W0692,52.6446,10.6908,85.0
W0693,52.6446,10.7203,96.0
W0694,52.6446,10.7498,118.0
W0695,52.6446,10.7794,109.0
W0696,52.6446,10.8089,85.0
W0697,52.6446,10.8384,95.0
W0698,52.6446,10.868,82.0
W0699,52.6446,10.8975,82.0
W0700,52.6446,10.9271,81.0
W0701,52.6446,10.9566,82.0
W0702,52.6446,10.9861,71.0
W0703,52.6446,11.0157,91.0
W0704,52.6446,11.0452,78.0
W0705,52.6446,11.1043,56.0
W0706,52.6446,11.1338,56.0
W0707,52.6626,10.1,70.0
W0708,52.6626,10.1295,61.0
W0709,52.6626,10.1591,62.0
W0710,52.6626,10.1886,56.0
W0711,52.6626,10.2182,59.0
W0712,52.6626,10.2772,73.0
W0713,52.6626,10.3363,78.0
W0714,52.6626,10.3658,77.0
W0715,52.6626,10.3954,75.0
W0716,52.6626,10.4249,89.0
W0717,52.6626,10.4545,88.0
W0718,52.6626,10.5135,92.0
W0719,52.6626,10.5431,77.0
W0720,52.6626,10.5726,77.0
W0721,52.6626,10.6021,76.0
W0722,52.6626,10.6317,60.0
W0723,52.6626,10.6612,77.0
W0724,52.6626,10.6908,74.0
W0725,52.6626,10.7203,91.0
W0726,52.6626,10.7498,106.0
W0727,52.6626,10.7794,93.0
W0728,52.6626,10.8089,93.0
W0729,52.6626,10.8384,89.0
W0730,52.6626,10.868,75.0
W0731,52.6626,10.8975,75.0
W0732,52.6626,10.9271,98.0
W0733,52.6626,10.9566,104.0
W0734,52.6626,10.9861,108.0
W0735,52.6626,11.0157,84.0
W0736,52.6626,11.0452,98.0
W0737,52.6626,11.0747,42.0
W0738,52.6626,11.1338,52.0
W0739,52.6806,10.1,70.0
W0740,52.6806,10.1295,78.0
W0741,52.6806,10.1591,70.0
W0742,52.6806,10.1886,57.0
W0743,52.6806,10.2182,73.0
W0744,52.6806,10.2477,61.0
W0745,52.6806,10.2772,67.0
W0746,52.6806,10.3068,68.0
W0747,52.6806,10.3658,75.0
W0748,52.6806,10.3954,69.0
W0749,52.6806,10.4249,83.0
W0750,52.6806,10.4545,90.0
W0751,52.6806,10.484,90.0
W0752,52.6806,10.5135,98.0
W0753,52.6806,10.5726,88.0
W0754,52.6806,10.6021,66.0
W0755,52.6806,10.6317,66.0
W0756,52.6806,10.6612,71.0
W0757,52.6806,10.6908,67.0
W0758,52.6806,10.7203,71.0
W0759,52.6806,10.7498,90.0
W0760,52.6806,10.7794,110.0
W0761,52.6806,10.8089,88.0
W0762,52.6806,10.8975,83.0
W0763,52.6806,10.9271,77.0
W0764,52.6806,10.9566,81.0
W0765,52.6806,10.9861,87.0
W0766,52.6806,11.0452,43.0
W0767,52.6986,10.1,72.0
W0768,52.6986,10.1295,75.0
W0769,52.6986,10.1591,68.0
W0770,52.6986,10.1886,67.0
W0771,52.6986,10.2182,64.0
W0772,52.6986,10.2477,62.0
W0773,52.6986,10.2772,94.0
W0774,52.6986,10.3068,68.0
W0775,52.6986,10.3658,70.0
W0776,52.6986,10.3954,92.0
W0777,52.6986,10.4249,87.0
W0778,52.6986,10.4545,86.0
W0779,52.6986,10.484,102.0
