id,lat,lon,hoehe
W0780,52.6986,10.5135,101.0
W0781,52.6986,10.5431,96.0
W0782,52.6986,10.5726,105.0
W0783,52.6986,10.6021,103.0
W0784,52.6986,10.6317,67.0
W0785,52.6986,10.6612,64.0
W0786,52.6986,10.7203,79.0
W0787,52.6986,10.8384,79.0
W0788,52.6986,10.868,94.0
W0789,52.6986,10.8975,97.0
W0790,52.6986,10.9271,108.0
W0791,52.6986,10.9566,96.0
W0792,52.6986,10.9861,57.0
W0793,52.6986,11.0452,56.0
W0794,52.6986,11.0747,35.0
W0795,52.6986,11.1043,33.0
W0796,52.6986,11.1338,60.0
W0797,52.7167,10.1,63.0
W0798,52.7167,10.1295,74.0
W0799,52.7167,10.1591,77.0
W0800,52.7167,10.1886,82.0
W0801,52.7167,10.2182,69.0
W0802,52.7167,10.2477,79.0
W0803,52.7167,10.2772,76.0
W0804,52.7167,10.3068,82.0
W0805,52.7167,10.3363,74.0
W0806,52.7167,10.3658,71.0
W0807,52.7167,10.3954,94.0
W0808,52.7167,10.4249,101.0
W0809,52.7167,10.4545,107.0
W0810,52.7167,10.484,111.0
W0811,52.7167,10.5135,107.0
W0812,52.7167,10.5431,106.0
W0813,52.7167,10.5726,125.0
W0814,52.7167,10.6021,115.0
W0815,52.7167,10.6612,82.0
W0816,52.7167,10.6908,69.0
W0817,52.7167,10.8089,104.0
W0818,52.7167,10.8384,81.0
W0819,52.7167,10.868,87.0
W0820,52.7167,10.8975,82.0
W0821,52.7167,10.9271,78.0
W0822,52.7167,11.0747,30.0
W0823,52.7167,11.1338,37.0
W0824,52.7347,10.1,67.0
W0825,52.7347,10.1295,74.0
W0826,52.7347,10.1591,83.0
W0827,52.7347,10.1886,70.0
W0828,52.7347,10.2182,78.0
W0829,52.7347,10.2477,78.0
W0830,52.7347,10.3068,91.0
W0831,52.7347,10.3363,72.0
W0832,52.7347,10.3658,71.0
W0833,52.7347,10.3954,100.0
W0834,52.7347,10.4249,109.0
W0835,52.7347,10.4545,95.0
W0836,52.7347,10.484,118.0
W0837,52.7347,10.5135,103.0
W0838,52.7347,10.5431,110.0
W0839,52.7347,10.5726,109.0
W0840,52.7347,10.6021,95.0
W0841,52.7347,10.6612,69.0
W0842,52.7347,10.8089,86.0
W0843,52.7347,10.8384,104.0
W0844,52.7347,10.868,114.0
W0845,52.7347,10.8975,59.0
W0846,52.7347,10.9271,72.0
W0847,52.7347,10.9566,49.0
W0848,52.7347,10.9861,63.0
W0849,52.7347,11.0157,46.0
W0850,52.7347,11.0452,51.0
W0851,52.7347,11.0747,35.0
W0852,52.7347,11.1043,26.0
W0853,52.7347,11.1338,28.0
W0854,52.7527,10.1,62.0
W0855,52.7527,10.1295,76.0
W0856,52.7527,10.1591,88.0
W0857,52.7527,10.1886,81.0
W0858,52.7527,10.2182,72.0
W0859,52.7527,10.2477,73.0
W0860,52.7527,10.2772,89.0
W0861,52.7527,10.3068,90.0
W0862,52.7527,10.3363,90.0
W0863,52.7527,10.3658,96.0
W0864,52.7527,10.3954,114.0
W0865,52.7527,10.4249,116.0
W0866,52.7527,10.4545,109.0
W0867,52.7527,10.484,120.0
W0868,52.7527,10.5135,108.0
W0869,52.7527,10.5431,116.0
W0870,52.7527,10.5726,110.0
W0871,52.7527,10.6021,101.0
W0872,52.7527,10.7203,82.0
W0873,52.7527,10.7498,83.0
W0874,52.7527,10.7794,80.0
W0875,52.7527,10.8089,104.0
W0876,52.7527,10.8384,95.0
W0877,52.7527,10.868,73.0
W0878,52.7527,10.8975,56.0
W0879,52.7527,10.9271,51.0
W0880,52.7527,10.9566,51.0
W0881,52.7527,10.9861,78.0
W0882,52.7527,11.0157,92.0
W0883,52.7527,11.0452,59.0
W0884,52.7527,11.0747,46.0
W0885,52.7527,11.1338,42.0
W0886,52.7707,10.1,64.0
W0887,52.7707,10.1295,74.0
W0888,52.7707,10.1591,97.0
W0889,52.7707,10.1886,94.0
W0890,52.7707,10.2182,95.0
W0891,52.7707,10.2477,84.0
W0892,52.7707,10.2772,90.0
W0893,52.7707,10.3068,106.0
W0894,52.7707,10.3363,93.0
W0895,52.7707,10.3658,95.0
W0896,52.7707,10.3954,116.0
W0897,52.7707,10.4249,118.0
W0898,52.7707,10.4545,110.0
W0899,52.7707,10.484,118.0
W0900,52.7707,10.5135,114.0
W0901,52.7707,10.5431,137.0
W0902,52.7707,10.5726,103.0
W0903,52.7707,10.6021,91.0
W0904,52.7707,10.6317,74.0
W0905,52.7707,10.6612,90.0
W0906,52.7707,10.6908,73.0
W0907,52.7707,10.7203,99.0
W0908,52.7707,10.7498,77.0
W0909,52.7707,10.7794,96.0
W0910,52.7707,10.8089,80.0
W0911,52.7707,10.8384,79.0
W0912,52.7707,10.868,74.0
W0913,52.7707,10.8975,81.0
W0914,52.7707,10.9271,45.0
W0915,52.7707,10.9566,50.0
W0916,52.7707,10.9861,75.0
W0917,52.7707,11.0157,41.0
W0918,52.7707,11.0452,67.0
W0919,52.7887,10.1,66.0
W0920,52.7887,10.1295,68.0
W0921,52.7887,10.1591,97.0
W0922,52.7887,10.1886,106.0
W0923,52.7887,10.2182,113.0
W0924,52.7887,10.2477,104.0
W0925,52.7887,10.2772,99.0
W0926,52.7887,10.3068,105.0
W0927,52.7887,10.3363,115.0
W0928,52.7887,10.3658,106.0
W0929,52.7887,10.3954,113.0
W0930,52.7887,10.4249,120.0
W0931,52.7887,10.4545,126.0
W0932,52.7887,10.484,135.0
W0933,52.7887,10.5135,114.0
W0934,52.7887,10.5431,118.0
W0935,52.7887,10.5726,108.0
W0936,52.7887,10.6021,84.0
W0937,52.7887,10.6612,71.0
W0938,52.7887,10.6908,71.0
W0939,52.7887,10.7203,80.0
W0940,52.7887,10.7498,75.0
W0941,52.7887,10.7794,87.0
W0942,52.7887,10.8089,111.0
W0943,52.7887,10.8384,64.0
W0944,52.7887,10.868,53.0
W0945,52.7887,10.8975,48.0
W0946,52.7887,10.9271,71.0
W0947,52.7887,10.9566,70.0
W0948,52.7887,11.0157,33.0
W0949,52.7887,11.0452,39.0
W0950,52.7887,11.0747,69.0
W0951,52.7887,11.1043,51.0
W0952,52.7887,11.1338,37.0
W0953,52.8068,10.1,68.0
W0954,52.8068,10.1295,74.0
W0955,52.8068,10.1591,117.0
W0956,52.8068,10.1886,112.0
W0957,52.8068,10.2182,91.0
W0958,52.8068,10.2477,110.0
W0959,52.8068,10.2772,98.0
W0960,52.8068,10.3068,112.0
W0961,52.8068,10.3363,124.0
W0962,52.8068,10.3658,128.0
W0963,52.8068,10.3954,118.0
W0964,52.8068,10.4249,124.0
W0965,52.8068,10.4545,133.0
W0966,52.8068,10.484,141.0
W0967,52.8068,10.5135,103.0
W0968,52.8068,10.5431,89.0
W0969,52.8068,10.5726,78.0
W0970,52.8068,10.6021,89.0
W0971,52.8068,10.6317,88.0
W0972,52.8068,10.6612,77.0
W0973,52.8068,10.6908,74.0
W0974,52.8068,10.7203,84.0
W0975,52.8068,10.7498,87.0
W0976,52.8068,10.7794,73.0
W0977,52.8068,10.8089,115.0
W0978,52.8068,10.868,74.0
W0979,52.8068,10.8975,58.0
W0980,52.8068,10.9566,39.0
W0981,52.8068,11.0452,38.0
W0982,52.8068,11.0747,46.0
W0983,52.8068,11.1043,80.0
W0984,52.8068,11.1338,50.0
W0985,52.8248,10.1,55.0
W0986,52.8248,10.1295,83.0
W0987,52.8248,10.1591,101.0
W0988,52.8248,10.1886,118.0
W0989,52.8248,10.2182,80.0
W0990,52.8248,10.2477,104.0
W0991,52.8248,10.2772,133.0
W0992,52.8248,10.3068,119.0
W0993,52.8248,10.3363,126.0
W0994,52.8248,10.3658,139.0
W0995,52.8248,10.3954,135.0
W0996,52.8248,10.4249,129.0
W0997,52.8248,10.4545,141.0
W0998,52.8248,10.484,147.0
W0999,52.8248,10.5135,136.0
W1000,52.8248,10.5431,110.0
