id,lat,lon,ph,cec,sand,clay,silt,humus,stickstoff
W0373,52.4284,10.3363,5.5,20.73,57.13,14.63,28.2,44.03,2.87
W0374,52.4284,10.3658,6.1,22.03,64.6,10.2,25.2,38.73,3.23
W0375,52.4284,10.4545,5.73,21.2,56.23,15.13,28.6,33.23,2.78
W0377,52.4284,10.5135,6.23,20.03,62.7,14.17,23.17,37.1,3.51
W0378,52.4284,10.5431,6.3,19.83,58.93,13.5,27.6,43.07,3.59
W0379,52.4284,10.5726,6.27,21.13,62.2,14.3,23.5,36.17,3.64
W0380,52.4284,10.6317,6.2,23.23,59.13,16.77,24.1,43.17,4.55
W0383,52.4284,10.868,6.23,24.33,56.43,14.6,28.97,37.5,4.29
W0384,52.4284,10.8975,5.03,23.03,53.5,17.5,29.0,44.83,4.12
W0385,52.4284,10.9271,4.8,24.43,53.53,18.03,28.4,48.3,4.34
W0386,52.4284,10.9566,6.23,22.53,56.3,17.33,26.37,35.17,3.88
W0387,52.4284,11.0157,6.5,23.73,56.6,17.13,26.3,38.73,4.14
W0388,52.4284,11.0452,5.27,24.07,59.43,15.73,24.83,59.6,4.84
W0389,52.4284,11.1338,6.2,23.87,56.6,15.27,28.13,54.47,4.32
W0390,52.4464,10.1,5.23,19.2,47.7,19.27,33.1,40.73,3.16
W0391,52.4464,10.1295,5.5,19.3,48.17,21.13,30.7,38.67,3.07
W0392,52.4464,10.1591,6.3,18.73,55.97,18.3,25.73,30.87,3.08
W0393,52.4464,10.2477,5.47,20.2,57.6,17.5,24.93,43.57,3.34
W0394,52.4464,10.2772,5.8,19.47,65.23,15.17,19.57,35.93,3.01
W0395,52.4464,10.3068,6.33,20.27,61.17,16.83,22.0,34.47,3.19
W0396,52.4464,10.3363,5.37,20.23,63.8,15.6,20.63,41.33,2.95
W0397,52.4464,10.3658,5.4,20.0,68.73,10.2,21.07,36.7,3.31
W0398,52.4464,10.3954,5.53,19.47,66.47,12.27,21.27,34.83,2.74
W0400,52.4464,10.484,5.7,20.6,59.8,17.3,22.9,29.1,3.07
W0401,52.4464,10.5135,6.07,21.4,61.8,15.6,22.57,41.57,3.76
W0402,52.4464,10.5431,5.27,21.1,61.33,15.6,23.07,39.47,3.53
W0404,52.4464,10.6021,5.37,22.8,56.03,17.9,26.03,41.5,3.7
W0405,52.4464,10.6317,5.1,22.5,50.57,18.87,30.6,46.43,3.95
W0406,52.4464,10.6612,5.8,21.47,59.73,15.73,24.53,50.33,4.72
W0407,52.4464,10.6908,5.1,22.97,60.07,13.27,26.67,47.93,4.12
W0408,52.4464,10.7203,5.03,21.77,57.97,16.33,25.7,56.03,3.68
W0411,52.4464,10.8975,5.57,23.77,56.1,15.33,28.6,58.03,5.74
W0412,52.4464,10.9271,6.23,24.93,59.63,14.77,25.57,43.07,4.85
W0413,52.4464,11.1043,5.03,23.33,60.0,14.6,25.43,54.8,4.66
W0414,52.4464,11.1338,5.1,22.57,61.93,13.5,24.57,58.3,4.72
W0415,52.4644,10.1,6.3,20.43,55.67,19.17,25.17,33.7,3.04
W0416,52.4644,10.1295,5.77,19.6,54.7,21.63,23.7,40.7,3.27
W0419,52.4644,10.2182,6.13,19.47,64.97,16.97,18.03,37.9,3.12
W0420,52.4644,10.2477,6.0,20.6,67.67,12.2,20.17,41.27,3.73
W0421,52.4644,10.2772,6.1,19.77,59.17,16.77,24.07,47.07,2.92
W0422,52.4644,10.3068,5.77,19.83,69.6,10.43,19.93,37.73,3.0
W0425,52.4644,10.3954,5.17,19.23,66.13,13.4,20.47,45.57,2.94
W0426,52.4644,10.4249,5.07,20.37,57.47,13.53,29.0,37.6,2.9
W0427,52.4644,10.4545,4.9,19.57,59.8,15.43,24.73,36.37,3.1
W0428,52.4644,10.484,4.97,19.77,62.37,16.57,21.07,45.0,2.99
W0429,52.4644,10.5135,5.07,20.2,61.03,15.63,23.37,38.03,3.08
W0431,52.4644,10.5726,5.43,21.1,66.77,12.3,20.93,33.37,2.95
W0432,52.4644,10.6021,6.07,20.6,63.9,14.93,21.17,36.37,3.57
W0433,52.4644,10.6317,5.0,20.63,58.07,17.8,24.13,51.73,3.89
W0434,52.4644,10.6612,4.9,22.5,57.4,15.1,27.5,47.07,4.64
W0435,52.4644,10.6908,4.97,23.73,61.07,12.93,26.03,46.9,5.2
W0436,52.4644,10.7794,5.57,21.83,62.4,13.53,24.07,38.77,3.79
W0437,52.4644,10.8089,5.0,21.73,59.67,13.9,26.4,40.37,3.74
W0438,52.4644,10.8384,5.7,21.7,65.5,14.87,19.63,37.13,3.81
W0439,52.4644,10.868,5.63,21.6,58.83,16.43,24.8,49.53,5.55
W0440,52.4644,10.8975,6.17,24.0,58.5,15.37,26.1,60.23,5.67
W0441,52.4644,10.9271,6.13,25.13,57.67,13.7,28.67,77.23,5.95
W0442,52.4644,10.9566,6.23,24.07,60.3,13.43,26.27,48.77,6.06
W0443,52.4644,11.0452,5.17,23.27,61.07,13.17,25.77,65.63,5.92
W0444,52.4644,11.1043,5.63,22.8,65.77,12.43,21.77,46.93,4.42
W0445,52.4644,11.1338,6.17,23.37,63.53,11.17,25.3,33.73,3.65
W0446,52.4824,10.1295,5.27,19.47,57.5,19.9,22.63,44.83,3.78
W0447,52.4824,10.1591,6.3,20.67,55.9,16.43,27.63,36.47,3.27
W0448,52.4824,10.1886,5.4,18.23,52.6,20.9,26.5,49.1,3.57
W0449,52.4824,10.2477,6.23,19.27,67.93,11.9,20.17,39.53,3.75
W0450,52.4824,10.2772,6.3,19.83,68.37,13.1,18.57,35.97,3.14
W0451,52.4824,10.3068,5.83,19.37,67.63,12.87,19.53,34.57,2.97
W0452,52.4824,10.3954,5.2,19.23,60.4,16.27,23.33,44.23,3.04
W0453,52.4824,10.4249,5.17,20.13,55.3,15.97,28.77,42.9,2.94
W0454,52.4824,10.4545,5.33,19.37,60.57,14.03,25.4,35.17,2.72
W0455,52.4824,10.484,5.17,20.83,60.23,14.8,24.97,52.93,3.21
W0458,52.4824,10.6021,5.97,20.07,61.67,15.47,22.87,40.53,3.07
W0459,52.4824,10.6317,5.47,20.83,61.9,14.93,23.13,38.63,4.27
W0460,52.4824,10.6612,5.03,20.93,61.33,14.23,24.4,44.2,4.19
W0461,52.4824,10.6908,5.47,21.63,62.4,12.3,25.3,41.8,3.78
W0462,52.4824,10.7203,6.17,21.03,62.7,13.67,23.67,39.9,3.29
W0463,52.4824,10.7794,6.23,22.47,53.9,15.87,30.23,35.83,4.21
W0464,52.4824,10.8089,5.2,24.57,57.87,14.5,27.6,51.93,4.27
W0465,52.4824,10.9566,5.7,22.67,59.2,13.93,26.87,59.63,5.1
W0466,52.4824,10.9861,5.03,21.97,62.23,13.0,24.73,52.7,4.16
W0467,52.4824,11.0157,6.1,22.87,60.63,14.5,24.87,56.27,5.0
W0468,52.4824,11.0452,6.13,23.73,59.7,15.97,24.37,36.17,4.45
W0469,52.5005,10.1,6.17,20.3,56.03,18.57,25.37,45.93,3.93
W0470,52.5005,10.1295,5.9,19.7,60.9,16.47,22.6,35.7,3.54
W0471,52.5005,10.1591,6.1,18.8,63.27,16.03,20.7,31.17,3.19
W0472,52.5005,10.1886,6.3,18.93,71.03,11.23,17.73,36.53,3.02
W0473,52.5005,10.2477,5.87,18.87,70.3,10.03,19.67,40.53,2.96
W0474,52.5005,10.2772,6.17,18.5,68.4,14.3,17.3,34.1,2.94
W0475,52.5005,10.3068,6.4,19.07,65.57,15.37,19.03,34.23,2.94
W0476,52.5005,10.3954,6.3,19.03,63.63,15.2,21.2,36.43,3.28
W0477,52.5005,10.4249,5.93,20.27,71.27,10.43,18.27,39.87,4.04
W0478,52.5005,10.4545,5.17,20.03,52.6,19.33,28.1,38.27,3.31
W0479,52.5005,10.484,5.2,20.63,55.9,16.43,27.67,42.9,3.04
W0482,52.5005,10.5726,5.13,19.37,61.13,15.1,23.77,44.3,3.33
W0483,52.5005,10.6021,5.57,19.4,63.17,14.83,22.03,35.67,3.63
W0484,52.5005,10.6612,5.1,20.77,59.23,15.2,25.57,43.13,4.07
W0485,52.5005,10.6908,4.9,20.6,63.17,11.43,25.37,40.13,3.5
W0486,52.5005,10.7203,6.07,21.73,61.53,14.13,24.37,32.77,3.13
W0487,52.5005,10.7498,6.23,21.57,59.53,14.57,25.93,37.43,3.31
W0488,52.5005,10.8089,6.07,20.97,60.13,15.3,24.57,33.53,3.55
W0489,52.5005,10.8384,5.23,22.3,64.13,14.07,21.8,47.13,3.86
W0490,52.5005,10.868,4.87,22.5,60.03,14.8,25.17,42.1,4.11
W0491,52.5005,10.8975,5.13,21.07,60.03,14.43,25.6,42.03,3.83
W0492,52.5005,10.9271,5.0,21.5,58.73,13.47,27.8,50.57,4.4
W0493,52.5005,10.9566,5.0,21.57,61.13,11.87,27.07,56.63,4.36
W0494,52.5005,10.9861,5.57,23.17,66.13,10.93,22.97,58.13,4.49
W0495,52.5005,11.1043,5.7,24.0,62.47,13.17,24.37,60.03,5.16
W0496,52.5185,10.1,5.2,20.5,60.13,14.43,25.43,44.13,4.45
W0497,52.5185,10.1295,6.27,19.37,62.3,16.63,21.07,34.2,3.31
W0498,52.5185,10.1591,5.6,19.23,65.53,14.17,20.27,44.43,3.39
W0499,52.5185,10.2477,6.27,19.2,65.67,12.83,21.5,37.93,3.37
W0500,52.5185,10.2772,6.3,18.3,69.53,12.13,18.3,33.67,2.75
W0501,52.5185,10.3068,6.03,19.7,62.07,13.4,24.57,36.0,3.12
W0502,52.5185,10.3954,5.33,20.1,55.1,15.03,29.87,46.23,3.2
W0503,52.5185,10.4249,5.53,20.6,62.4,14.97,22.6,41.0,3.27
W0504,52.5185,10.4545,5.9,19.33,66.43,13.7,19.8,41.27,3.66
W0505,52.5185,10.5135,5.93,19.8,63.8,13.27,22.9,33.27,3.07
W0507,52.5185,10.5726,5.23,20.7,57.57,17.3,25.17,43.63,3.64
W0508,52.5185,10.6021,5.77,20.53,64.8,13.87,21.3,37.13,3.86
W0509,52.5185,10.6317,5.17,19.9,66.6,11.8,21.63,36.3,3.39
W0510,52.5185,10.6612,4.9,20.2,66.07,10.67,23.23,40.17,3.49
W0511,52.5185,10.6908,4.67,21.2,59.7,12.57,27.77,40.87,3.3
W0512,52.5185,10.7203,4.7,20.23,63.47,12.37,24.2,39.7,3.61
W0513,52.5185,10.7498,5.27,20.83,63.4,13.9,22.7,49.27,3.43
W0514,52.5185,10.7794,4.9,21.37,62.03,12.83,25.13,42.87,3.61
W0515,52.5185,10.8384,4.97,22.1,59.83,15.1,25.03,45.3,4.08
W0516,52.5185,10.868,4.77,22.07,58.33,15.33,26.4,47.7,3.69
W0517,52.5185,10.8975,4.97,21.87,60.0,13.23,26.73,45.3,4.36
W0518,52.5185,10.9271,5.03,23.03,56.3,15.23,28.47,69.07,4.77
W0519,52.5185,10.9566,5.0,22.03,59.0,15.23,25.73,60.57,4.86
W0520,52.5185,10.9861,5.33,22.87,62.87,13.3,23.8,54.77,5.77
W0521,52.5185,11.0157,5.33,22.4,64.67,11.37,24.0,77.87,5.24
W0522,52.5365,10.1,5.2,18.37,62.33,16.43,21.23,39.57,3.03
W0523,52.5365,10.1295,6.3,20.47,63.47,14.47,22.1,37.03,3.01
W0524,52.5365,10.2182,6.27,18.27,65.93,14.3,19.77,35.47,2.75
W0525,52.5365,10.2477,5.37,18.93,66.67,11.8,21.5,39.27,2.81
W0526,52.5365,10.2772,5.8,18.9,68.6,12.33,19.1,35.37,3.02
W0527,52.5365,10.3068,6.27,20.93,66.8,12.77,20.43,36.63,2.98
W0528,52.5365,10.4545,5.33,19.63,63.4,15.07,21.6,39.9,3.07
W0529,52.5365,10.484,5.07,19.17,62.5,15.97,21.53,41.5,2.99
W0530,52.5365,10.5135,5.27,20.4,56.53,17.23,26.23,42.83,2.98
W0531,52.5365,10.5431,6.2,20.27,64.83,12.3,22.87,36.93,3.59
W0532,52.5365,10.5726,5.37,20.7,58.43,14.67,26.93,32.93,3.09
W0534,52.5365,10.6317,4.97,20.4,62.43,13.23,24.37,37.3,3.79
W0535,52.5365,10.6612,4.9,21.27,61.3,11.9,26.8,49.17,3.54
W0536,52.5365,10.6908,4.83,19.5,56.03,13.73,30.27,43.93,3.3
W0537,52.5365,10.7203,5.9,20.7,63.07,14.3,22.6,36.17,3.6
W0538,52.5365,10.7498,4.9,20.1,60.37,14.47,25.17,40.43,3.22
W0539,52.5365,10.7794,4.97,20.93,63.03,13.03,23.9,41.27,3.87
W0540,52.5365,10.8089,5.43,23.4,64.03,12.33,23.63,46.83,5.14
W0541,52.5365,10.9271,6.0,21.67,58.13,15.93,25.97,44.97,5.26
W0542,52.5365,10.9566,4.93,22.8,62.23,13.43,24.33,57.33,4.99
W0543,52.5365,11.0747,5.8,23.5,64.93,12.93,22.1,46.33,4.21
W0544,52.5365,11.1043,5.63,22.9,63.7,14.37,21.93,46.13,4.54
W0545,52.5545,10.2182,5.27,20.2,66.93,14.0,19.07,47.37,3.02
W0546,52.5545,10.2477,5.17,18.93,69.57,10.97,19.43,44.63,2.96
W0547,52.5545,10.3363,5.37,20.87,64.07,12.17,23.8,55.2,3.11
W0548,52.5545,10.3954,6.1,20.3,64.47,12.4,23.07,36.87,3.29
W0549,52.5545,10.4249,5.93,20.57,60.37,14.5,25.13,43.13,3.62
W0550,52.5545,10.4545,5.03,20.3,59.73,13.4,26.87,43.87,3.03
W0551,52.5545,10.484,4.97,20.07,59.7,14.2,26.1,48.27,2.82
W0552,52.5545,10.5135,5.07,20.07,62.77,15.43,21.8,41.77,2.91
W0553,52.5545,10.5431,5.37,20.83,66.5,13.83,19.67,43.03,3.93
W0554,52.5545,10.5726,5.5,20.8,62.7,12.23,25.07,45.97,4.72
W0555,52.5545,10.6317,5.8,22.43,60.57,12.77,26.7,45.4,3.97
W0556,52.5545,10.6612,5.07,21.5,58.67,12.93,28.4,41.8,3.72
W0557,52.5545,10.6908,6.17,20.63,64.93,12.03,23.1,38.17,3.72
W0558,52.5545,10.7203,5.0,21.07,62.8,14.07,23.13,39.53,3.54
W0559,52.5545,10.7498,4.87,20.87,61.8,14.27,23.9,41.63,3.19
W0560,52.5545,10.7794,5.33,21.83,64.07,11.97,23.97,46.97,4.57
W0561,52.5545,10.8089,4.97,20.93,66.5,11.77,21.77,44.63,4.77
W0562,52.5545,10.8384,5.03,19.73,63.03,12.8,24.17,41.7,4.13
W0563,52.5545,10.868,5.2,23.33,60.37,16.07,23.6,52.8,6.45
W0564,52.5545,10.8975,5.6,21.37,58.9,16.4,24.67,52.4,4.39
W0565,52.5545,10.9271,5.1,21.93,64.67,11.5,23.87,54.23,4.75
W0566,52.5545,11.0747,6.1,25.17,64.2,11.27,24.53,41.47,4.27
W0567,52.5545,11.1338,6.3,24.87,63.4,13.47,23.1,39.8,5.26
W0568,52.5725,10.1591,5.83,19.13,63.33,15.17,21.53,38.9,3.1
W0570,52.5725,10.2182,6.33,19.13,65.73,13.8,20.47,41.77,3.2
W0571,52.5725,10.2772,5.43,18.9,68.03,14.3,17.7,44.2,2.85
W0572,52.5725,10.3068,6.0,20.67,70.37,11.3,18.3,39.53,3.66
W0573,52.5725,10.3363,5.4,20.23,69.87,9.17,20.97,43.1,3.27
W0574,52.5725,10.3658,5.63,21.17,66.87,10.1,23.03,46.03,3.8
W0575,52.5725,10.3954,5.43,18.93,68.17,12.27,19.57,51.1,3.45
W0576,52.5725,10.4249,5.1,19.07,62.47,12.23,25.3,53.6,3.13
W0577,52.5725,10.4545,5.47,20.93,60.0,13.43,26.57,45.07,4.41
W0578,52.5725,10.484,5.17,20.37,63.1,11.67,25.2,46.37,3.6
W0579,52.5725,10.5135,5.07,20.17,59.73,12.5,27.77,37.9,3.2
W0580,52.5725,10.5431,5.1,20.87,66.3,12.03,21.6,42.9,3.84
W0581,52.5725,10.5726,4.93,20.73,61.07,13.8,25.2,49.57,3.66
W0582,52.5725,10.6021,4.97,20.67,61.87,14.3,23.9,40.47,3.49
W0583,52.5725,10.6317,5.37,21.27,62.73,11.53,25.7,38.6,3.72
W0584,52.5725,10.6612,5.67,22.83,57.97,12.53,29.53,38.97,3.63
W0585,52.5725,10.6908,4.9,20.17,64.03,12.73,23.23,37.27,3.33
W0586,52.5725,10.7203,4.83,20.53,54.33,16.0,29.67,49.6,3.08
W0587,52.5725,10.7498,6.03,21.63,62.3,13.13,24.57,31.67,3.59
W0588,52.5725,10.7794,6.03,20.2,60.37,11.9,27.73,43.2,3.79
W0589,52.5725,10.8089,5.6,22.63,60.43,13.13,26.4,45.33,3.99
W0590,52.5725,10.8384,5.0,22.5,59.9,14.6,25.47,57.2,4.03
W0591,52.5725,10.868,5.8,21.4,64.33,12.7,23.0,38.87,4.19
W0592,52.5725,10.8975,6.1,20.57,60.1,12.37,27.5,44.33,4.55
W0593,52.5725,10.9271,6.43,22.43,60.63,11.43,28.0,44.47,4.18
W0594,52.5725,11.0747,6.13,23.07,65.4,11.8,22.77,34.03,3.69
W0595,52.5725,11.1338,5.7,25.27,59.27,12.4,28.33,47.27,4.7
W0596,52.5905,10.1591,4.93,17.8,76.3,10.8,12.9,42.47,2.52
W0597,52.5905,10.1886,6.27,18.13,71.2,15.83,13.0,36.13,2.89
W0598,52.5905,10.2182,5.4,19.37,74.2,10.0,15.83,45.03,3.4
W0599,52.5905,10.2477,5.5,18.7,68.67,12.67,18.73,44.6,3.27
W0600,52.5905,10.2772,5.53,19.77,68.2,14.4,17.4,55.87,3.69
W0601,52.5905,10.3068,5.67,21.1,65.63,11.4,22.97,44.93,4.86
W0602,52.5905,10.3363,5.2,20.07,65.1,10.43,24.47,44.37,3.12
W0603,52.5905,10.4545,6.03,21.67,63.93,11.67,24.4,39.03,3.99
W0604,52.5905,10.484,5.23,20.47,58.03,15.53,26.47,46.3,3.63
W0605,52.5905,10.5135,5.8,21.23,57.9,17.03,25.07,34.83,3.37
W0607,52.5905,10.5726,5.3,22.17,63.73,13.87,22.43,43.2,4.09
W0608,52.5905,10.6317,5.13,20.27,64.77,13.13,22.13,42.0,3.17
W0609,52.5905,10.6612,5.03,20.43,60.2,12.27,27.5,39.63,3.62
W0610,52.5905,10.6908,4.97,20.4,56.17,12.8,31.0,45.27,3.52
W0611,52.5905,10.7203,4.9,20.47,56.33,11.97,31.7,49.03,3.25
W0612,52.5905,10.7498,4.9,20.13,57.37,14.43,28.2,37.3,3.0
W0613,52.5905,10.7794,5.1,21.03,59.7,13.4,26.87,41.87,3.73
W0614,52.5905,10.8089,4.8,20.4,58.53,13.37,28.07,43.57,3.09
W0615,52.5905,10.8384,4.9,19.9,58.57,13.5,27.97,48.5,3.04
W0616,52.5905,10.868,6.0,20.67,64.6,11.4,24.0,35.27,3.97
W0617,52.5905,10.9566,5.03,24.37,63.0,11.23,25.8,44.6,4.84
W0618,52.5905,11.0157,5.73,24.03,63.6,12.3,24.07,47.43,4.59
W0619,52.5905,11.0452,5.7,23.37,62.87,11.57,25.57,40.97,4.33
W0620,52.5905,11.1338,6.13,23.93,62.77,10.53,26.7,30.17,3.33
W0621,52.6086,10.1295,5.23,18.97,67.2,11.83,21.0,57.33,3.26
W0622,52.6086,10.1591,5.27,18.07,70.23,12.8,16.97,38.1,3.73
W0623,52.6086,10.1886,5.57,17.6,65.53,14.53,19.97,37.13,2.94
W0624,52.6086,10.2182,5.1,18.03,71.2,10.73,18.03,51.37,2.85
W0626,52.6086,10.2772,6.33,19.57,64.63,11.8,23.53,41.17,3.15
W0627,52.6086,10.3068,5.53,19.93,66.77,10.9,22.33,49.13,3.04
W0628,52.6086,10.3658,5.9,18.73,67.77,10.5,21.73,39.13,3.0
W0629,52.6086,10.3954,5.57,20.3,71.83,9.37,18.8,45.7,3.01
W0630,52.6086,10.4249,5.37,21.07,69.1,10.87,20.07,45.93,4.05
W0631,52.6086,10.484,5.4,20.47,61.57,13.47,24.97,38.47,3.36
W0632,52.6086,10.5135,5.63,20.13,57.8,16.0,26.23,37.93,3.26
W0633,52.6086,10.5431,5.1,20.5,60.53,15.37,24.1,39.4,3.72
W0635,52.6086,10.6317,5.37,21.07,60.67,12.43,26.93,38.8,3.55
W0636,52.6086,10.6612,4.87,20.73,61.87,12.13,26.0,42.8,3.39
W0637,52.6086,10.6908,4.97,21.8,61.77,11.63,26.63,46.07,3.82
W0638,52.6086,10.7203,5.27,21.67,63.3,10.57,26.13,39.13,3.76
W0639,52.6086,10.7498,4.7,20.77,60.47,14.9,24.63,61.1,2.93
W0640,52.6086,10.7794,4.7,19.8,61.4,14.07,24.57,47.73,3.58
W0641,52.6086,10.8089,4.9,20.17,61.37,11.9,26.73,49.97,3.34
W0642,52.6086,10.8384,4.9,19.6,60.63,14.3,25.03,37.7,3.23
W0643,52.6086,10.868,4.87,21.27,60.0,14.6,25.4,48.63,4.62
W0644,52.6086,10.9566,6.33,22.2,66.1,10.63,23.27,40.7,4.09
W0645,52.6086,10.9861,6.03,22.83,65.53,9.77,24.73,38.57,3.81
W0646,52.6086,11.0157,4.97,21.73,57.93,11.0,31.07,50.77,4.4
W0647,52.6086,11.0452,6.23,21.5,59.83,11.5,28.6,41.2,4.33
W0648,52.6086,11.0747,6.27,22.7,63.77,10.7,25.57,27.73,3.13
W0649,52.6086,11.1043,5.13,21.37,63.37,11.1,25.53,47.3,3.67
W0650,52.6086,11.1338,5.13,22.37,59.47,11.63,28.93,37.7,4.26
W0652,52.6266,10.1295,6.0,19.8,68.77,13.5,17.73,41.17,3.32
W0653,52.6266,10.1591,5.1,17.83,62.57,16.0,21.43,39.6,2.97
W0654,52.6266,10.1886,5.2,18.37,57.0,16.73,26.27,43.37,3.1
W0655,52.6266,10.2182,5.07,19.87,65.73,11.7,22.57,49.83,2.8
W0656,52.6266,10.2477,5.87,20.63,65.33,13.37,21.33,42.13,2.81
W0657,52.6266,10.2772,6.3,20.03,63.23,14.73,22.07,38.87,3.16
W0658,52.6266,10.3658,5.43,19.53,66.6,9.47,23.93,44.9,2.87
W0659,52.6266,10.3954,5.87,19.47,64.7,10.93,24.37,38.23,3.23
W0660,52.6266,10.4249,5.3,19.53,66.07,11.33,22.57,39.9,3.75
W0661,52.6266,10.4545,5.1,18.37,57.17,13.63,29.2,42.47,3.1
W0662,52.6266,10.484,4.97,18.57,61.07,13.6,25.33,39.43,3.15
W0663,52.6266,10.5135,5.5,19.67,64.37,13.2,22.43,42.3,3.15
W0664,52.6266,10.5726,5.47,19.5,66.6,12.6,20.83,45.3,3.9
W0665,52.6266,10.6021,5.37,20.33,68.13,11.2,20.67,38.57,4.24
W0667,52.6266,10.6612,5.83,21.03,64.23,12.07,23.67,37.5,3.56
W0668,52.6266,10.6908,5.63,19.4,60.1,10.93,28.97,36.57,3.39
W0669,52.6266,10.7203,4.83,20.13,55.13,13.13,31.73,53.9,3.25
W0670,52.6266,10.7498,4.93,21.03,53.8,16.53,29.63,62.2,3.65
W0671,52.6266,10.7794,4.63,20.13,64.07,11.67,24.33,49.77,3.0
W0672,52.6266,10.8089,6.13,20.23,61.3,14.2,24.5,34.03,3.53
W0673,52.6266,10.8384,5.0,19.8,53.73,17.8,28.43,62.37,4.08
W0674,52.6266,10.868,5.3,20.37,58.63,12.63,28.7,48.77,3.89
W0675,52.6266,10.9566,4.9,21.63,60.97,13.7,25.37,47.8,3.99
W0676,52.6266,10.9861,5.2,20.73,61.83,12.47,25.7,39.8,3.63
W0677,52.6266,11.0157,4.77,21.43,57.27,12.87,29.87,50.3,3.56
W0678,52.6266,11.0452,4.63,22.63,57.1,13.6,29.33,49.43,3.93
W0679,52.6266,11.1043,5.0,22.47,57.5,11.33,31.13,50.0,4.14
W0680,52.6266,11.1338,6.23,22.23,59.17,11.57,29.2,29.27,3.51
W0681,52.6446,10.1886,5.27,18.5,63.7,11.93,24.33,56.43,3.11
W0682,52.6446,10.2182,6.2,19.77,65.23,14.37,20.43,41.63,3.41
W0683,52.6446,10.2772,6.1,20.43,64.07,11.7,24.23,38.3,3.33
W0684,52.6446,10.3068,5.33,19.5,63.07,13.87,23.07,49.8,3.19
W0685,52.6446,10.3954,5.67,19.0,60.63,9.87,29.5,40.0,3.41
W0686,52.6446,10.4249,6.13,18.93,62.03,9.23,28.67,36.9,3.08
W0687,52.6446,10.5135,5.87,19.8,66.57,10.47,22.93,40.43,3.6
W0688,52.6446,10.5431,6.13,19.47,64.7,13.83,21.47,44.43,3.75
W0689,52.6446,10.5726,5.23,19.9,65.97,11.7,22.37,45.6,3.65
W0690,52.6446,10.6021,5.1,20.07,64.77,10.53,24.7,46.27,3.86
W0691,52.6446,10.6317,5.67,20.07,62.27,11.4,26.37,37.83,3.58
W0692,52.6446,10.6908,4.9,19.13,58.87,12.0,29.13,45.47,3.3
W0693,52.6446,10.7203,4.9,20.0,52.27,14.33,33.43,48.27,3.29
W0694,52.6446,10.7498,5.0,19.67,56.3,12.97,30.8,57.47,3.08
W0695,52.6446,10.7794,4.8,19.0,58.23,14.87,26.9,54.83,3.12
W0696,52.6446,10.8089,5.9,19.8,64.17,13.6,22.23,31.13,3.32
W0697,52.6446,10.8384,6.23,20.03,60.8,15.0,24.2,39.5,3.76
W0699,52.6446,10.8975,5.17,21.47,61.1,11.93,27.0,45.33,4.15
W0700,52.6446,10.9271,5.7,20.8,65.17,10.5,24.3,41.63,4.12
W0701,52.6446,10.9566,4.97,20.8,53.5,15.2,31.3,49.47,3.75
W0703,52.6446,11.0157,4.7,20.8,59.73,11.63,28.63,49.73,3.9
W0704,52.6446,11.0452,4.9,21.5,58.27,12.67,29.03,47.2,3.59
W0705,52.6446,11.1043,6.37,22.7,62.13,11.13,26.7,30.87,3.62
W0706,52.6446,11.1338,6.27,23.17,57.37,15.07,27.6,47.03,4.7
W0707,52.6626,10.1,5.3,18.07,69.5,10.47,20.0,43.7,3.12
W0708,52.6626,10.1295,6.1,18.7,65.87,15.4,18.73,39.23,2.91
W0709,52.6626,10.1591,5.57,18.37,62.17,15.13,22.7,38.23,2.67
W0710,52.6626,10.1886,6.07,18.33,64.93,11.17,23.87,37.6,2.67
W0711,52.6626,10.2182,5.3,19.07,71.93,8.37,19.73,41.07,2.75
W0712,52.6626,10.2772,5.43,19.53,61.53,15.33,23.2,51.0,2.72
W0713,52.6626,10.3363,5.17,17.7,53.57,15.13,31.33,51.63,2.86
W0714,52.6626,10.3658,5.23,16.47,61.63,11.27,27.1,42.37,2.75
W0715,52.6626,10.3954,5.73,19.07,59.47,13.1,27.43,36.53,3.14
W0716,52.6626,10.4249,5.2,20.1,60.5,13.33,26.2,43.03,3.28
W0717,52.6626,10.4545,5.47,20.57,58.87,13.9,27.27,49.83,3.48
W0718,52.6626,10.5135,5.3,22.07,62.27,12.77,25.0,47.67,3.57
W0719,52.6626,10.5431,5.73,20.83,67.8,10.07,22.2,38.63,4.01
W0720,52.6626,10.5726,5.23,20.27,65.27,11.1,23.63,43.63,4.07
W0721,52.6626,10.6021,5.13,20.33,63.27,10.13,26.6,38.93,3.42
W0722,52.6626,10.6317,5.17,20.03,64.27,11.1,24.67,43.2,3.97
W0723,52.6626,10.6612,5.0,19.73,59.73,13.03,27.23,42.07,3.78
W0724,52.6626,10.6908,6.1,20.0,62.53,10.5,27.07,29.37,3.09
W0725,52.6626,10.7203,5.0,18.7,58.8,13.57,27.63,40.6,3.45
W0726,52.6626,10.7498,5.07,20.37,53.97,14.13,31.9,57.87,3.46
W0727,52.6626,10.7794,6.0,20.7,64.4,12.5,23.1,30.97,3.2
W0728,52.6626,10.8089,5.17,20.3,63.73,13.43,22.87,44.2,3.41
W0729,52.6626,10.8384,6.33,20.27,64.6,12.6,22.8,32.9,3.23
W0730,52.6626,10.868,5.6,20.63,63.3,13.17,23.53,37.2,3.74
W0731,52.6626,10.8975,6.23,21.67,62.7,12.3,25.0,36.73,3.71
