id,lat,lon,ph,cec,sand,clay,silt,humus,stickstoff
W0732,52.6626,10.9271,4.97,20.3,57.5,12.43,30.07,43.73,3.54
W0733,52.6626,10.9566,4.83,21.03,57.9,11.5,30.57,47.73,3.85
W0734,52.6626,10.9861,4.83,21.13,53.17,13.47,33.4,47.17,3.88
W0735,52.6626,11.0157,4.97,21.9,55.37,13.57,31.07,45.3,4.06
W0736,52.6626,11.0452,4.9,21.6,55.37,12.73,31.9,46.4,4.25
W0737,52.6626,11.0747,5.87,21.3,59.67,13.8,26.5,39.07,4.22
W0738,52.6626,11.1338,5.5,23.23,53.23,15.23,31.53,41.23,4.17
W0739,52.6806,10.1,4.97,17.27,62.33,14.93,22.73,49.07,2.95
W0740,52.6806,10.1295,5.07,17.33,60.0,18.43,21.57,50.4,2.79
W0741,52.6806,10.1591,5.2,17.7,57.53,16.8,25.63,40.87,2.99
W0742,52.6806,10.1886,5.4,18.4,61.93,16.43,21.67,51.0,3.5
W0743,52.6806,10.2182,5.27,18.1,62.23,11.27,26.5,48.0,2.83
W0744,52.6806,10.2477,5.23,18.27,62.8,12.83,24.37,51.77,3.61
W0745,52.6806,10.2772,5.2,17.43,55.6,11.4,32.93,50.3,2.85
W0746,52.6806,10.3068,5.2,17.8,59.4,10.07,30.53,43.5,2.97
W0747,52.6806,10.3658,6.4,18.7,52.43,11.9,35.67,36.97,2.82
W0748,52.6806,10.3954,6.07,19.2,60.67,11.3,28.0,37.03,2.97
W0749,52.6806,10.4249,5.07,18.77,58.83,13.7,27.47,43.13,2.98
W0750,52.6806,10.4545,4.97,19.13,60.87,12.67,26.47,43.6,3.02
W0751,52.6806,10.484,5.77,19.5,59.23,12.13,28.63,36.13,3.12
W0752,52.6806,10.5135,5.63,20.9,59.87,11.53,28.57,43.4,2.98
W0753,52.6806,10.5726,5.6,20.93,66.0,10.77,23.27,39.23,3.25
W0754,52.6806,10.6021,5.47,20.07,62.7,8.33,28.97,36.63,3.74
W0755,52.6806,10.6317,5.03,20.8,59.77,13.9,26.37,38.2,3.64
W0756,52.6806,10.6612,4.97,19.73,58.7,11.57,29.73,43.47,3.05
W0757,52.6806,10.6908,5.63,21.17,62.7,11.9,25.43,40.17,4.0
W0758,52.6806,10.7203,5.03,21.13,61.9,13.07,24.97,45.03,3.46
W0759,52.6806,10.7498,4.97,20.5,58.03,14.97,27.0,42.83,4.18
W0760,52.6806,10.7794,4.8,20.57,57.67,13.93,28.47,47.3,3.1
W0761,52.6806,10.8089,6.4,19.47,58.73,15.23,26.03,32.43,3.17
W0762,52.6806,10.8975,6.47,20.53,58.97,11.67,29.33,29.77,3.34
W0763,52.6806,10.9271,6.4,21.13,59.33,10.4,30.3,32.83,3.88
W0764,52.6806,10.9566,4.73,20.73,58.57,12.53,28.87,41.37,3.8
W0765,52.6806,10.9861,4.73,21.0,57.97,11.0,31.03,39.33,3.78
W0766,52.6806,11.0452,6.17,22.43,61.0,13.47,25.53,39.07,4.05
W0767,52.6986,10.1,5.0,17.57,59.4,18.13,22.47,53.13,3.11
W0768,52.6986,10.1295,5.23,18.87,58.77,15.4,25.83,52.2,2.96
W0769,52.6986,10.1591,5.53,17.77,61.77,12.63,25.57,49.33,2.69
W0770,52.6986,10.1886,5.97,15.7,56.0,14.5,29.53,48.9,2.82
W0771,52.6986,10.2182,5.3,18.73,46.23,19.23,34.53,47.77,3.65
W0772,52.6986,10.2477,5.3,18.7,48.73,18.8,32.47,49.17,3.47
W0773,52.6986,10.2772,4.97,18.8,51.8,15.97,32.23,60.9,3.73
W0774,52.6986,10.3068,5.2,18.37,60.83,8.97,30.2,52.57,3.87
W0775,52.6986,10.3658,6.27,20.3,55.37,10.87,33.73,37.9,3.2
W0776,52.6986,10.3954,5.47,19.77,64.33,8.77,26.87,38.3,2.81
W0777,52.6986,10.4249,5.17,21.73,58.87,8.97,32.2,56.0,3.16
W0778,52.6986,10.4545,5.1,21.47,57.83,15.3,26.87,48.1,2.77
W0779,52.6986,10.484,5.13,20.5,59.9,11.47,28.63,42.67,2.75
W0780,52.6986,10.5135,5.3,20.6,60.67,14.1,25.23,45.53,2.91
W0781,52.6986,10.5431,5.83,21.27,62.8,11.2,25.97,38.77,2.99
W0782,52.6986,10.5726,5.3,19.43,52.47,16.17,31.4,43.57,2.99
W0783,52.6986,10.6021,5.4,19.63,57.27,11.83,30.93,46.43,3.35
W0784,52.6986,10.6317,5.47,19.27,66.27,10.9,22.8,44.53,4.23
W0785,52.6986,10.6612,5.03,20.03,63.0,11.33,25.7,38.37,3.77
W0786,52.6986,10.7203,6.1,21.07,65.7,11.9,22.4,32.1,3.2
W0787,52.6986,10.8384,5.03,20.57,58.43,13.9,27.6,44.87,3.65
W0788,52.6986,10.868,4.8,19.93,48.63,13.0,38.43,39.53,3.2
W0789,52.6986,10.8975,6.1,20.4,54.2,14.37,31.43,30.6,3.44
W0790,52.6986,10.9271,5.2,20.73,53.1,12.77,34.13,45.33,3.85
W0791,52.6986,10.9566,4.93,20.4,55.87,11.07,33.07,44.73,4.0
W0792,52.6986,10.9861,6.2,21.87,59.97,11.8,28.23,38.1,4.02
W0793,52.6986,11.0452,5.07,23.1,58.47,12.97,28.6,50.0,3.97
W0794,52.6986,11.0747,5.47,23.43,57.5,12.13,30.37,48.73,4.91
W0795,52.6986,11.1043,5.8,22.9,51.5,12.73,35.8,45.23,5.09
W0796,52.6986,11.1338,5.0,23.47,51.03,13.27,35.7,47.07,4.46
W0797,52.7167,10.1,5.57,17.87,61.97,16.87,21.2,38.17,3.25
W0798,52.7167,10.1295,4.97,18.93,59.13,16.7,24.13,63.97,3.13
W0799,52.7167,10.1591,4.97,23.03,51.7,18.37,29.9,64.53,3.06
W0800,52.7167,10.1886,4.93,17.27,60.4,11.13,28.47,56.9,2.82
W0801,52.7167,10.2182,5.4,17.97,56.63,13.0,30.37,43.77,3.04
W0802,52.7167,10.2477,6.27,21.23,51.77,16.27,31.97,37.67,3.28
W0803,52.7167,10.2772,6.17,21.8,57.23,10.57,32.1,45.67,3.68
W0804,52.7167,10.3068,6.27,19.9,58.37,9.27,32.33,36.3,2.49
W0805,52.7167,10.3363,5.1,19.6,61.97,8.93,29.07,46.63,3.42
W0806,52.7167,10.3658,5.6,19.47,65.0,8.5,26.53,38.0,2.86
W0807,52.7167,10.3954,5.0,19.27,65.27,10.2,24.53,43.93,2.99
W0808,52.7167,10.4249,5.27,20.9,60.5,10.27,29.2,65.93,3.22
W0809,52.7167,10.4545,5.07,21.0,62.4,10.23,27.4,53.73,2.96
W0810,52.7167,10.484,5.1,20.83,59.63,12.03,28.27,53.57,2.75
W0811,52.7167,10.5135,5.4,20.1,62.57,12.13,25.27,41.4,2.8
W0812,52.7167,10.5431,5.57,20.97,58.0,17.4,24.6,40.7,2.95
W0813,52.7167,10.5726,5.13,19.07,56.63,14.9,28.5,48.53,2.9
W0814,52.7167,10.6021,5.73,19.93,59.37,12.83,27.87,45.3,3.48
W0815,52.7167,10.6612,5.27,20.47,66.77,9.93,23.27,42.9,3.5
W0816,52.7167,10.6908,5.6,21.37,67.43,10.93,21.67,35.23,3.19
W0817,52.7167,10.8089,4.97,20.43,51.83,11.67,36.47,54.2,3.55
W0818,52.7167,10.8384,6.07,21.47,58.03,12.33,29.63,42.07,3.37
W0819,52.7167,10.868,6.2,19.9,61.33,12.87,25.83,41.63,3.27
W0820,52.7167,10.8975,6.4,21.0,62.13,11.1,26.77,27.5,3.56
W0821,52.7167,10.9271,6.3,21.0,58.17,9.93,31.9,33.83,3.97
W0822,52.7167,11.0747,6.2,23.9,53.87,11.97,34.13,59.03,5.08
W0823,52.7167,11.1338,5.8,22.9,56.1,12.1,31.87,39.27,4.03
W0824,52.7347,10.1,5.03,18.17,63.27,14.8,21.97,44.83,2.93
W0825,52.7347,10.1295,4.93,19.3,55.27,16.6,28.2,60.23,3.06
W0826,52.7347,10.1591,5.1,17.6,52.3,15.47,32.23,42.63,2.53
W0827,52.7347,10.1886,5.8,18.8,62.2,10.23,27.53,50.3,3.61
W0828,52.7347,10.2182,6.17,20.37,55.4,15.93,28.63,39.8,2.72
W0829,52.7347,10.2477,6.2,19.07,49.93,14.83,35.23,34.3,2.81
W0830,52.7347,10.3068,5.3,18.9,55.07,9.43,35.5,51.87,2.75
W0831,52.7347,10.3363,5.17,18.1,66.47,9.2,24.33,40.97,3.05
W0832,52.7347,10.3658,5.3,20.53,61.13,9.77,29.1,43.47,3.19
W0833,52.7347,10.3954,5.1,19.73,64.63,10.47,24.9,49.3,2.77
W0834,52.7347,10.4249,5.23,21.77,62.1,9.77,28.13,65.23,3.43
W0835,52.7347,10.4545,5.9,21.57,60.13,11.2,28.7,44.4,3.3
W0836,52.7347,10.484,5.0,19.8,60.4,12.67,26.9,48.93,2.79
W0837,52.7347,10.5135,5.97,20.93,62.17,12.73,25.13,40.33,3.84
W0838,52.7347,10.5431,6.27,21.47,60.7,13.3,26.0,38.37,3.79
W0839,52.7347,10.5726,6.27,20.63,58.13,16.0,25.87,41.17,3.59
W0841,52.7347,10.6612,5.6,21.17,69.3,9.13,21.53,37.1,3.13
W0842,52.7347,10.8089,6.37,20.67,55.7,11.97,32.37,35.0,3.4
W0843,52.7347,10.8384,4.9,20.27,55.03,11.0,33.97,48.57,3.25
W0844,52.7347,10.868,6.0,20.33,52.93,13.17,33.9,33.67,3.0
W0845,52.7347,10.8975,5.47,21.27,59.03,11.83,29.2,45.3,3.95
W0846,52.7347,10.9271,5.53,21.57,61.53,12.23,26.23,41.53,4.13
W0847,52.7347,10.9566,4.93,22.6,62.67,10.7,26.63,52.63,5.55
W0848,52.7347,10.9861,6.2,22.0,66.43,10.47,23.13,33.23,3.63
W0849,52.7347,11.0157,6.07,23.1,59.53,12.27,28.2,44.63,4.29
W0850,52.7347,11.0452,6.27,22.1,57.33,13.03,29.63,28.17,3.53
W0851,52.7347,11.0747,6.0,23.57,56.9,12.47,30.63,61.77,5.04
W0852,52.7347,11.1043,6.23,25.3,56.8,14.03,29.17,41.87,5.01
W0853,52.7347,11.1338,6.23,24.07,56.0,10.33,33.67,46.37,4.86
W0854,52.7527,10.1,4.77,18.87,60.63,14.2,25.17,59.03,2.98
W0855,52.7527,10.1295,4.7,18.37,53.03,18.63,28.33,52.33,2.78
W0856,52.7527,10.1591,4.97,19.13,49.9,17.43,32.67,63.0,2.93
W0857,52.7527,10.1886,5.0,18.2,59.87,10.97,29.17,46.8,3.06
W0858,52.7527,10.2182,6.17,19.87,57.3,13.63,29.0,47.23,3.9
W0859,52.7527,10.2477,4.83,18.07,62.13,11.4,26.47,47.27,3.37
W0860,52.7527,10.2772,4.87,18.43,55.07,12.03,32.9,45.03,2.77
W0861,52.7527,10.3068,4.77,18.77,56.87,11.73,31.4,50.47,2.75
W0862,52.7527,10.3363,4.87,18.47,60.37,10.7,28.97,50.2,2.61
W0863,52.7527,10.3658,5.03,18.97,47.17,17.13,35.73,49.33,2.74
W0864,52.7527,10.3954,4.87,18.7,56.83,13.47,29.7,58.7,2.96
W0865,52.7527,10.4249,5.0,18.67,56.57,11.73,31.7,42.57,2.86
W0866,52.7527,10.4545,4.97,19.4,55.93,12.07,32.03,54.37,3.07
W0867,52.7527,10.484,5.0,18.9,60.53,12.47,27.03,38.5,2.84
W0868,52.7527,10.5135,6.2,20.37,56.1,15.77,28.17,35.83,3.26
W0869,52.7527,10.5431,5.2,20.5,45.9,17.53,36.6,49.1,3.11
W0870,52.7527,10.5726,6.37,19.63,51.4,16.47,32.13,36.1,2.99
W0871,52.7527,10.6021,6.27,19.83,56.87,11.77,31.37,38.57,3.42
W0872,52.7527,10.7203,6.2,19.93,64.4,12.13,23.47,35.4,3.25
W0873,52.7527,10.7498,6.2,20.47,64.57,14.7,20.73,34.6,3.18
W0874,52.7527,10.7794,5.57,20.97,60.67,11.5,27.83,35.97,3.63
W0875,52.7527,10.8089,4.97,20.7,55.0,11.37,33.63,40.87,3.43
W0876,52.7527,10.8384,4.9,20.67,54.0,13.63,32.37,38.93,3.35
W0877,52.7527,10.868,6.07,20.3,60.37,12.7,26.93,40.17,3.6
W0878,52.7527,10.8975,6.17,21.47,58.7,12.03,29.23,40.47,3.9
W0879,52.7527,10.9271,5.8,21.93,63.63,11.57,24.77,44.17,4.73
W0880,52.7527,10.9566,6.13,22.4,66.7,10.67,22.6,41.53,3.94
W0881,52.7527,10.9861,4.87,21.4,61.3,10.33,28.37,45.03,3.99
W0882,52.7527,11.0157,4.8,21.9,61.2,13.23,25.57,60.1,3.74
W0883,52.7527,11.0452,6.2,21.33,58.03,12.03,29.87,27.1,3.73
W0884,52.7527,11.0747,6.27,22.67,61.93,12.73,25.3,35.87,3.73
W0885,52.7527,11.1338,5.23,23.1,63.53,12.83,23.67,57.33,4.97
W0886,52.7707,10.1,4.8,19.63,62.3,10.47,27.23,56.53,3.56
W0887,52.7707,10.1295,4.47,19.43,75.5,7.73,16.73,47.4,2.63
W0888,52.7707,10.1591,5.03,17.63,49.07,21.0,29.97,56.63,3.8
W0889,52.7707,10.1886,5.0,17.47,49.33,21.53,29.1,50.73,3.78
W0890,52.7707,10.2182,5.0,17.3,54.63,15.47,29.9,43.73,3.41
W0891,52.7707,10.2477,4.93,19.37,53.4,16.0,30.57,48.67,3.53
W0892,52.7707,10.2772,4.93,21.03,49.1,19.53,31.37,59.13,3.73
W0893,52.7707,10.3068,4.8,18.83,54.67,17.7,27.63,44.87,3.48
W0894,52.7707,10.3363,4.7,17.43,59.53,12.73,27.77,46.5,4.12
W0895,52.7707,10.3658,5.0,18.23,55.87,17.07,27.07,60.27,4.28
W0896,52.7707,10.3954,4.83,19.03,58.47,11.43,30.07,72.67,3.73
W0897,52.7707,10.4249,5.0,19.77,52.6,11.53,35.87,52.53,3.31
W0898,52.7707,10.4545,5.73,20.1,59.1,12.8,28.1,38.3,3.87
W0899,52.7707,10.484,5.23,20.13,55.97,11.87,32.17,44.17,3.06
W0900,52.7707,10.5135,5.4,19.0,51.0,14.37,34.63,37.67,2.73
W0901,52.7707,10.5431,5.0,19.8,49.93,16.47,33.6,43.83,2.84
W0902,52.7707,10.5726,6.1,18.5,59.97,10.53,29.5,35.57,3.29
W0903,52.7707,10.6021,6.23,18.93,62.93,11.5,25.63,43.93,3.19
W0904,52.7707,10.6317,5.3,19.5,60.27,12.03,27.67,45.8,3.03
W0905,52.7707,10.6612,5.6,19.97,69.07,9.83,21.03,42.33,3.13
W0906,52.7707,10.6908,6.27,19.93,71.47,9.07,19.43,38.47,3.07
W0907,52.7707,10.7203,5.3,21.1,66.9,11.8,21.33,42.43,3.18
W0908,52.7707,10.7498,5.63,21.83,63.4,13.37,23.23,42.27,3.49
W0909,52.7707,10.7794,5.03,20.53,57.7,15.4,26.93,48.2,3.57
W0910,52.7707,10.8089,6.0,21.1,63.87,12.03,24.13,37.5,3.65
W0911,52.7707,10.8384,5.47,22.37,58.7,12.9,28.47,44.5,4.39
W0912,52.7707,10.868,6.07,21.1,55.97,15.17,28.9,36.63,3.28
W0913,52.7707,10.8975,4.9,21.63,62.37,11.47,26.13,55.23,4.54
W0914,52.7707,10.9271,5.7,21.9,63.97,12.27,23.73,53.07,5.32
W0915,52.7707,10.9566,6.17,21.13,58.67,11.27,30.03,35.47,3.94
W0916,52.7707,10.9861,5.03,21.97,55.13,11.13,33.67,52.73,4.26
W0917,52.7707,11.0157,6.2,23.1,57.67,11.9,30.43,38.97,4.25
W0918,52.7707,11.0452,5.17,23.77,59.93,11.07,29.0,51.67,4.74
W0919,52.7887,10.1,5.03,19.4,55.6,15.63,28.77,52.87,4.08
W0920,52.7887,10.1295,4.93,20.6,66.63,12.5,20.87,66.77,4.18
W0921,52.7887,10.1591,5.1,17.0,50.97,19.83,29.23,72.77,3.54
W0922,52.7887,10.1886,4.97,17.13,46.9,23.17,29.9,59.87,3.62
W0923,52.7887,10.2182,4.97,17.0,42.0,20.2,37.83,64.13,3.51
W0924,52.7887,10.2477,5.0,16.97,45.67,22.47,31.83,51.6,3.38
W0925,52.7887,10.2772,4.9,16.77,47.4,19.73,32.87,53.07,3.31
W0926,52.7887,10.3068,4.97,19.93,55.17,17.3,27.53,50.2,3.43
W0927,52.7887,10.3363,4.83,17.5,51.53,15.97,32.5,66.47,3.79
W0928,52.7887,10.3658,4.77,17.97,60.77,11.5,27.77,60.47,3.57
W0929,52.7887,10.3954,5.0,19.4,62.6,12.73,24.67,54.03,3.4
W0930,52.7887,10.4249,4.77,19.1,61.1,11.27,27.63,44.7,3.66
W0931,52.7887,10.4545,4.93,20.33,59.6,13.37,27.0,56.2,3.1
W0932,52.7887,10.484,4.97,17.47,54.1,16.9,29.0,49.13,2.78
W0933,52.7887,10.5135,6.37,21.13,56.9,14.47,28.63,37.33,3.4
W0934,52.7887,10.5431,5.7,20.13,51.07,15.1,33.8,36.73,3.06
W0935,52.7887,10.5726,5.43,19.43,60.23,12.0,27.77,55.0,3.16
W0936,52.7887,10.6021,5.67,19.37,61.23,11.93,26.83,42.03,3.78
W0937,52.7887,10.6612,5.43,21.77,69.73,9.43,20.8,46.93,3.48
W0938,52.7887,10.6908,6.13,22.77,70.13,9.67,20.2,43.57,3.67
W0939,52.7887,10.7203,6.33,21.1,65.9,11.0,23.1,35.93,3.32
W0940,52.7887,10.7498,5.7,20.27,58.87,14.5,26.63,32.9,3.19
W0941,52.7887,10.7794,5.0,19.27,52.1,14.37,33.53,50.6,3.3
W0942,52.7887,10.8089,4.9,19.53,57.0,14.87,28.17,63.67,3.33
W0943,52.7887,10.8384,5.93,21.7,59.3,13.5,27.2,40.7,3.96
W0944,52.7887,10.868,5.53,21.2,56.77,14.03,29.17,39.67,4.27
W0945,52.7887,10.8975,5.5,21.13,62.6,13.07,24.3,55.97,4.62
W0946,52.7887,10.9271,4.97,21.93,62.5,12.27,25.23,49.6,4.06
W0947,52.7887,10.9566,5.0,21.9,63.53,11.73,24.67,46.87,4.27
W0948,52.7887,11.0157,6.27,22.77,67.83,10.63,21.57,42.83,5.27
W0949,52.7887,11.0452,6.27,23.57,65.3,11.0,23.67,42.7,4.39
W0950,52.7887,11.0747,4.93,21.7,60.47,10.93,28.6,46.33,4.26
W0951,52.7887,11.1043,5.0,22.73,59.57,12.4,28.07,49.13,4.51
W0952,52.7887,11.1338,6.17,23.37,55.93,12.17,31.9,41.7,4.55
W0953,52.8068,10.1,5.13,20.6,54.37,16.07,29.57,37.93,4.07
W0954,52.8068,10.1295,5.0,20.67,59.33,16.03,24.63,47.33,3.5
W0955,52.8068,10.1591,5.03,17.9,41.27,23.23,35.57,74.6,3.4
W0956,52.8068,10.1886,5.0,17.37,46.23,23.2,30.57,55.67,3.25
W0957,52.8068,10.2182,5.1,17.57,51.03,20.33,28.57,51.67,3.75
W0958,52.8068,10.2477,5.03,16.5,40.7,25.57,33.73,52.27,3.32
W0959,52.8068,10.2772,4.8,16.9,53.0,21.4,25.57,64.53,3.7
W0960,52.8068,10.3068,5.03,19.97,44.4,23.57,32.0,59.97,3.22
W0961,52.8068,10.3363,5.0,16.73,44.33,22.43,33.2,63.53,3.81
W0962,52.8068,10.3658,5.07,17.27,47.43,21.03,31.53,59.37,3.94
W0963,52.8068,10.3954,5.2,17.33,61.87,11.27,26.83,59.73,3.47
W0964,52.8068,10.4249,5.03,18.7,59.13,15.5,25.4,61.13,3.38
W0965,52.8068,10.4545,4.97,18.23,59.3,13.77,26.93,56.1,2.7
W0966,52.8068,10.484,4.9,18.27,57.9,16.43,25.67,61.87,2.85
W0967,52.8068,10.5135,5.2,18.37,57.67,14.9,27.4,52.1,3.58
W0968,52.8068,10.5431,5.97,20.23,63.8,13.8,22.4,39.4,3.53
W0969,52.8068,10.5726,5.6,20.07,63.73,10.8,25.47,50.4,3.85
W0970,52.8068,10.6021,5.3,18.37,62.83,12.43,24.73,43.53,3.38
W0971,52.8068,10.6317,5.37,19.43,64.67,13.03,22.3,41.5,2.91
W0972,52.8068,10.6612,5.6,22.0,72.2,9.07,18.73,59.23,3.76
W0973,52.8068,10.6908,6.2,21.83,68.83,9.23,21.9,37.7,3.65
W0974,52.8068,10.7203,5.63,21.03,70.0,10.83,19.13,44.33,3.28
W0975,52.8068,10.7498,5.1,20.4,63.83,12.77,23.4,45.27,2.95
W0976,52.8068,10.7794,5.73,20.7,54.8,14.17,31.07,37.37,3.81
W0977,52.8068,10.8089,5.03,19.9,50.87,14.2,34.9,55.33,3.21
W0978,52.8068,10.868,5.03,20.77,58.1,13.73,28.17,46.43,3.99
W0979,52.8068,10.8975,6.1,21.37,62.77,14.73,22.47,37.27,3.67
W0980,52.8068,10.9566,6.03,22.53,63.67,13.1,23.23,39.77,4.2
W0981,52.8068,11.0452,5.67,22.87,62.37,13.23,24.43,53.63,4.87
W0982,52.8068,11.0747,5.9,22.07,70.13,9.5,20.33,42.87,3.67
W0983,52.8068,11.1043,5.07,22.6,71.67,9.9,18.43,54.03,4.39
W0984,52.8068,11.1338,6.23,22.97,59.9,11.47,28.67,35.33,3.91
W0985,52.8248,10.1,5.07,18.73,59.53,19.73,20.73,43.3,4.73
W0986,52.8248,10.1295,5.3,19.0,49.17,22.23,28.63,36.5,3.49
W0987,52.8248,10.1591,5.1,19.03,51.73,15.43,32.83,61.5,3.65
W0988,52.8248,10.1886,5.07,17.73,44.17,21.77,34.07,64.63,3.38
W0989,52.8248,10.2182,5.87,19.07,51.77,20.1,28.13,41.1,4.2
W0990,52.8248,10.2477,5.23,17.33,42.93,24.53,32.53,51.73,3.3
W0991,52.8248,10.2772,4.97,17.43,53.27,20.8,25.93,67.17,3.57
W0992,52.8248,10.3068,5.17,18.07,55.3,20.8,23.83,47.3,3.48
W0993,52.8248,10.3363,5.03,17.13,58.07,20.07,21.87,64.0,3.27
W0994,52.8248,10.3658,4.9,17.53,60.73,15.87,23.37,67.2,3.71
W0995,52.8248,10.3954,4.93,17.3,60.8,16.77,22.43,65.53,3.68
W0996,52.8248,10.4249,4.83,17.47,65.0,13.23,21.77,64.67,3.24
W0997,52.8248,10.4545,4.97,18.97,66.83,12.9,20.23,52.27,2.88
W0998,52.8248,10.484,5.1,18.93,57.23,13.8,28.93,52.47,2.85
W0999,52.8248,10.5135,5.1,18.9,52.43,14.8,32.77,48.97,3.11
W1000,52.8248,10.5431,5.4,19.2,61.97,11.17,26.87,49.73,2.98
W1001,52.8248,10.5726,6.2,20.6,63.67,11.47,24.87,49.17,3.08
W1002,52.8248,10.6021,5.47,18.67,59.93,12.7,27.37,47.67,2.91
W1003,52.8248,10.6317,5.77,20.13,65.6,8.57,25.8,44.2,3.82
W1004,52.8248,10.7203,5.47,20.4,62.4,11.8,25.8,42.83,3.09
W1005,52.8248,10.7498,4.97,20.27,65.3,11.97,22.73,54.6,3.17
W1006,52.8248,10.7794,5.93,21.27,63.43,12.7,23.83,35.77,3.78
W1007,52.8248,10.8089,6.1,21.0,58.93,13.17,27.97,34.5,3.47
W1008,52.8248,10.868,6.0,20.87,63.17,13.23,23.63,39.5,3.91
W1009,52.8248,10.8975,5.8,22.27,62.57,13.5,23.97,44.57,3.77
W1010,52.8248,10.9271,5.83,22.47,62.43,14.2,23.37,37.7,3.26
W1011,52.8248,10.9566,6.27,21.47,61.3,14.4,24.3,34.9,3.74
W1012,52.8248,10.9861,6.2,22.5,67.43,11.87,20.67,45.43,3.79
W1013,52.8248,11.0452,5.1,23.1,65.93,11.83,22.23,67.27,5.26
W1014,52.8248,11.1043,5.97,24.23,69.37,12.07,18.57,41.67,3.86
W1015,52.8248,11.1338,6.13,25.03,57.4,12.83,29.73,42.27,3.71
W1016,52.8428,10.1,5.37,19.97,67.1,12.7,20.27,57.37,4.95
W1017,52.8428,10.1295,5.33,19.73,69.2,10.87,19.97,40.87,4.12
W1018,52.8428,10.1591,5.0,18.67,54.0,15.37,30.63,46.07,3.18
W1019,52.8428,10.1886,5.0,16.8,52.1,18.13,29.77,50.67,3.35
W1020,52.8428,10.2182,5.0,18.07,47.07,22.1,30.87,64.5,3.42
W1021,52.8428,10.2477,4.97,16.43,46.43,21.57,32.03,65.83,3.46
W1022,52.8428,10.2772,5.0,17.6,45.5,22.63,31.87,54.93,3.1
W1023,52.8428,10.3068,5.03,17.2,46.43,22.5,31.07,45.33,3.12
W1024,52.8428,10.3363,5.07,17.77,52.73,19.97,27.3,51.1,2.98
W1025,52.8428,10.3658,4.87,18.97,62.37,15.23,22.4,66.53,3.47
W1026,52.8428,10.3954,4.87,18.4,53.17,18.03,28.8,51.07,3.17
W1027,52.8428,10.4249,5.0,17.8,59.67,13.0,27.33,59.77,2.86
W1028,52.8428,10.4545,5.03,17.77,59.57,11.8,28.67,54.6,3.15
W1029,52.8428,10.484,4.97,18.77,55.5,15.5,28.97,49.73,3.08
W1030,52.8428,10.5135,4.97,18.47,55.2,13.53,31.3,59.93,2.88
W1031,52.8428,10.5431,5.3,18.37,60.47,11.2,28.33,45.2,3.08
W1032,52.8428,10.5726,5.43,20.2,64.0,10.1,25.9,50.33,3.29
W1033,52.8428,10.6021,5.4,18.37,60.17,13.9,25.9,49.5,3.42
W1034,52.8428,10.6317,5.4,19.7,53.57,13.43,32.97,46.3,3.05
W1035,52.8428,10.6612,5.67,20.1,58.17,11.83,30.03,41.2,3.16
W1036,52.8428,10.7203,6.13,22.03,72.33,8.27,19.37,42.53,3.82
W1037,52.8428,10.7498,5.23,20.67,66.0,12.83,21.1,46.77,3.52
W1038,52.8428,10.7794,5.13,20.33,65.33,10.17,24.4,38.7,3.72
W1039,52.8428,10.8089,5.1,20.47,55.77,13.77,30.47,38.9,3.3
W1040,52.8428,10.8384,4.97,21.33,56.33,13.9,29.8,51.1,3.73
W1041,52.8428,10.868,6.1,21.87,61.7,12.1,26.23,38.07,3.71
W1042,52.8428,10.8975,6.27,21.57,65.5,11.23,23.23,38.53,4.29
W1043,52.8428,10.9271,6.13,22.17,66.27,10.63,23.1,40.7,4.04
W1044,52.8428,10.9566,5.27,22.3,66.03,12.33,21.67,55.2,5.39
W1045,52.8428,10.9861,5.67,23.4,65.83,12.4,21.77,46.67,4.48
W1046,52.8428,11.0747,6.23,22.77,68.73,11.57,19.67,39.6,4.23
W1047,52.05901,10.29217,6.67,22.0,20.53,32.43,46.97,32.13,3.12
W1048,52.05901,10.43999,6.8,22.8,28.93,27.9,43.13,31.47,4.03
W1049,52.05901,10.46955,6.8,20.87,26.9,30.97,42.1,30.77,3.55
W1051,52.05901,10.58781,6.83,21.47,28.43,32.4,39.2,32.07,4.25
W1052,52.05901,10.61737,6.93,21.33,31.03,29.47,39.5,33.13,3.96
W1053,52.05901,10.64694,6.67,21.7,35.77,27.93,36.27,35.93,4.18
W1054,52.05901,10.6765,6.87,23.43,32.5,34.57,32.93,34.53,4.35
W1055,52.05901,10.70607,6.9,23.37,22.9,26.97,50.1,36.93,4.44
W1056,52.05901,10.73563,6.83,23.67,24.13,25.3,50.53,33.4,3.86
W1057,52.05901,10.76519,6.8,24.2,39.33,23.8,36.87,30.93,3.73
W1058,52.05901,10.79476,6.83,21.97,46.2,22.13,31.67,29.13,3.92
W1059,52.05901,10.82432,6.83,21.93,42.23,26.2,31.53,39.43,4.5
W1060,52.05901,10.85389,6.87,22.13,40.33,23.6,36.07,39.97,4.08
W1061,52.05901,10.88345,6.73,22.97,44.53,19.7,35.77,48.47,4.62
W1062,52.05901,10.91302,6.33,23.1,36.7,23.73,39.53,39.93,4.09
W1063,52.05901,10.94258,6.73,22.93,35.7,23.8,40.5,35.23,4.05
W1064,52.05901,10.97214,6.63,23.5,25.47,25.83,48.7,50.67,4.47
W1065,52.05901,11.00171,6.93,23.73,20.93,25.07,54.0,31.07,3.28
W1066,52.05901,11.03127,7.0,22.9,20.2,23.87,55.93,32.23,3.38
