datum,ort,lat,lon,regen_icon,regen_era5,temperatur,bt07,bf07,bt728,bf728,et0,quelle
2026-07-24,W0002,52.05,10.1591,,0.0,16.5,17.4,0.145,16.1,0.14,4.62,era5
2026-07-25,W0002,52.05,10.1591,,0.0,20.1,19.8,0.136,17.1,0.14,5.68,era5
2026-07-26,W0002,52.05,10.1591,,8.7,20.0,20.3,0.138,18.6,0.14,4.04,era5
2026-07-01,W0003,52.05,10.1886,,3.9,19.8,20.8,0.239,20.7,0.157,4.59,era5
2026-07-02,W0003,52.05,10.1886,,0.1,19.5,20.3,0.179,19.7,0.145,4.86,era5
2026-07-03,W0003,52.05,10.1886,,0.2,17.3,18.7,0.177,19.1,0.146,4.43,era5
2026-07-04,W0003,52.05,10.1886,,5.4,16.2,17.0,0.18,17.7,0.146,2.64,era5
2026-07-05,W0003,52.05,10.1886,,4.3,18.1,18.6,0.193,17.9,0.146,3.8,era5
2026-07-06,W0003,52.05,10.1886,,3.2,18.0,17.8,0.193,17.8,0.147,2.69,era5
2026-07-07,W0003,52.05,10.1886,,1.5,20.1,19.6,0.191,18.3,0.147,4.49,era5
2026-07-08,W0003,52.05,10.1886,,0.7,18.5,19.7,0.171,18.8,0.147,5.26,era5
2026-07-09,W0003,52.05,10.1886,,0.5,17.4,18.5,0.146,18.5,0.148,3.06,era5
2026-07-10,W0003,52.05,10.1886,,0.0,19.6,20.9,0.136,18.8,0.147,4.84,era5
2026-07-11,W0003,52.05,10.1886,,0.0,22.1,22.8,0.127,20.3,0.147,5.58,era5
2026-07-12,W0003,52.05,10.1886,,0.1,23.5,23.9,0.123,21.3,0.147,6.35,era5
2026-07-13,W0003,52.05,10.1886,,0.5,23.2,24.8,0.103,22.1,0.147,6.1,era5
2026-07-14,W0003,52.05,10.1886,,4.9,20.4,22.4,0.164,22.4,0.147,4.43,era5
2026-07-15,W0003,52.05,10.1886,,0.0,20.7,21.3,0.192,20.6,0.148,5.3,era5
2026-07-16,W0003,52.05,10.1886,,0.8,21.5,22.3,0.165,20.7,0.148,5.31,era5
2026-07-17,W0003,52.05,10.1886,,0.3,22.7,23.0,0.144,20.8,0.148,5.1,era5
2026-07-18,W0003,52.05,10.1886,,0.0,19.5,21.3,0.14,20.3,0.148,4.87,era5
2026-07-19,W0003,52.05,10.1886,,3.5,16.0,18.1,0.173,19.2,0.148,3.4,era5
2026-07-20,W0003,52.05,10.1886,,1.6,15.3,16.9,0.205,17.5,0.148,3.37,era5
2026-07-21,W0003,52.05,10.1886,,0.4,16.7,17.7,0.199,17.2,0.149,4.42,era5
2026-07-22,W0003,52.05,10.1886,,1.3,16.0,16.9,0.165,17.2,0.149,3.18,era5
2026-07-23,W0003,52.05,10.1886,,0.1,15.8,17.0,0.166,16.8,0.149,3.41,era5
2026-07-24,W0003,52.05,10.1886,,0.0,16.7,17.7,0.146,16.2,0.149,4.6,era5
2026-07-25,W0003,52.05,10.1886,,0.0,20.2,20.1,0.135,17.4,0.149,5.7,era5
2026-07-26,W0003,52.05,10.1886,,6.1,20.4,20.7,0.136,19.1,0.149,4.3,era5
2026-07-01,W0004,52.05,10.2182,,3.9,19.8,20.8,0.239,20.7,0.157,4.6,era5
2026-07-02,W0004,52.05,10.2182,,0.1,19.5,20.3,0.179,19.7,0.145,4.87,era5
2026-07-03,W0004,52.05,10.2182,,0.2,17.3,18.7,0.177,19.1,0.146,4.44,era5
2026-07-04,W0004,52.05,10.2182,,5.4,16.2,17.0,0.18,17.7,0.146,2.64,era5
2026-07-05,W0004,52.05,10.2182,,4.3,18.1,18.6,0.193,17.9,0.146,3.81,era5
2026-07-06,W0004,52.05,10.2182,,3.2,18.0,17.8,0.193,17.8,0.147,2.69,era5
2026-07-07,W0004,52.05,10.2182,,1.5,20.1,19.6,0.191,18.3,0.147,4.49,era5
2026-07-08,W0004,52.05,10.2182,,0.7,18.5,19.7,0.171,18.8,0.147,5.26,era5
2026-07-09,W0004,52.05,10.2182,,0.5,17.4,18.5,0.146,18.5,0.148,3.06,era5
2026-07-10,W0004,52.05,10.2182,,0.0,19.6,20.9,0.136,18.8,0.147,4.85,era5
2026-07-11,W0004,52.05,10.2182,,0.0,22.1,22.8,0.127,20.3,0.147,5.59,era5
2026-07-12,W0004,52.05,10.2182,,0.1,23.5,23.9,0.123,21.3,0.147,6.36,era5
2026-07-13,W0004,52.05,10.2182,,0.5,23.2,24.8,0.103,22.1,0.147,6.1,era5
2026-07-14,W0004,52.05,10.2182,,4.9,20.4,22.4,0.164,22.4,0.147,4.44,era5
2026-07-15,W0004,52.05,10.2182,,0.0,20.7,21.3,0.192,20.6,0.148,5.31,era5
2026-07-16,W0004,52.05,10.2182,,0.8,21.5,22.3,0.165,20.7,0.148,5.32,era5
2026-07-17,W0004,52.05,10.2182,,0.3,22.7,23.0,0.144,20.8,0.148,5.1,era5
2026-07-18,W0004,52.05,10.2182,,0.0,19.5,21.3,0.14,20.3,0.148,4.87,era5
2026-07-19,W0004,52.05,10.2182,,3.5,16.0,18.1,0.173,19.2,0.148,3.4,era5
2026-07-20,W0004,52.05,10.2182,,1.6,15.3,16.9,0.205,17.5,0.148,3.38,era5
2026-07-21,W0004,52.05,10.2182,,0.4,16.7,17.7,0.199,17.2,0.149,4.43,era5
2026-07-22,W0004,52.05,10.2182,,1.3,16.0,16.9,0.165,17.2,0.149,3.19,era5
2026-07-23,W0004,52.05,10.2182,,0.1,15.8,17.0,0.166,16.8,0.149,3.42,era5
2026-07-24,W0004,52.05,10.2182,,0.0,16.7,17.7,0.146,16.2,0.149,4.62,era5
2026-07-25,W0004,52.05,10.2182,,0.0,20.2,20.1,0.135,17.4,0.149,5.71,era5
2026-07-26,W0004,52.05,10.2182,,6.1,20.4,20.7,0.136,19.1,0.149,4.3,era5
2026-07-01,W0005,52.05,10.2477,,3.9,19.8,20.8,0.239,20.7,0.157,4.59,era5
2026-07-02,W0005,52.05,10.2477,,0.1,19.5,20.3,0.179,19.7,0.145,4.86,era5
2026-07-03,W0005,52.05,10.2477,,0.2,17.3,18.7,0.177,19.1,0.146,4.43,era5
2026-07-04,W0005,52.05,10.2477,,5.4,16.2,17.0,0.18,17.7,0.146,2.64,era5
2026-07-05,W0005,52.05,10.2477,,4.3,18.1,18.6,0.193,17.9,0.146,3.8,era5
2026-07-06,W0005,52.05,10.2477,,3.2,18.0,17.8,0.193,17.8,0.147,2.69,era5
2026-07-07,W0005,52.05,10.2477,,1.5,20.1,19.6,0.191,18.3,0.147,4.49,era5
2026-07-08,W0005,52.05,10.2477,,0.7,18.5,19.7,0.171,18.8,0.147,5.26,era5
2026-07-09,W0005,52.05,10.2477,,0.5,17.4,18.5,0.146,18.5,0.148,3.06,era5
2026-07-10,W0005,52.05,10.2477,,0.0,19.6,20.9,0.136,18.8,0.147,4.84,era5
2026-07-11,W0005,52.05,10.2477,,0.0,22.1,22.8,0.127,20.3,0.147,5.58,era5
2026-07-12,W0005,52.05,10.2477,,0.1,23.5,23.9,0.123,21.3,0.147,6.35,era5
2026-07-13,W0005,52.05,10.2477,,0.5,23.2,24.8,0.103,22.1,0.147,6.1,era5
2026-07-14,W0005,52.05,10.2477,,4.9,20.4,22.4,0.164,22.4,0.147,4.43,era5
2026-07-15,W0005,52.05,10.2477,,0.0,20.7,21.3,0.192,20.6,0.148,5.3,era5
2026-07-16,W0005,52.05,10.2477,,0.8,21.5,22.3,0.165,20.7,0.148,5.31,era5
2026-07-17,W0005,52.05,10.2477,,0.3,22.7,23.0,0.144,20.8,0.148,5.1,era5
2026-07-18,W0005,52.05,10.2477,,0.0,19.5,21.3,0.14,20.3,0.148,4.87,era5
2026-07-19,W0005,52.05,10.2477,,3.5,16.0,18.1,0.173,19.2,0.148,3.4,era5
2026-07-20,W0005,52.05,10.2477,,1.6,15.3,16.9,0.205,17.5,0.148,3.37,era5
2026-07-21,W0005,52.05,10.2477,,0.4,16.7,17.7,0.199,17.2,0.149,4.42,era5
2026-07-22,W0005,52.05,10.2477,,1.3,16.0,16.9,0.165,17.2,0.149,3.18,era5
2026-07-23,W0005,52.05,10.2477,,0.1,15.8,17.0,0.166,16.8,0.149,3.41,era5
2026-07-24,W0005,52.05,10.2477,,0.0,16.7,17.7,0.146,16.2,0.149,4.6,era5
2026-07-25,W0005,52.05,10.2477,,0.0,20.2,20.1,0.135,17.4,0.149,5.7,era5
2026-07-26,W0005,52.05,10.2477,,6.1,20.4,20.7,0.136,19.1,0.149,4.3,era5
2026-07-01,W0006,52.05,10.2772,,3.9,19.8,20.8,0.239,20.7,0.157,4.59,era5
2026-07-02,W0006,52.05,10.2772,,0.1,19.5,20.3,0.179,19.7,0.145,4.86,era5
2026-07-03,W0006,52.05,10.2772,,0.2,17.3,18.7,0.177,19.1,0.146,4.43,era5
2026-07-04,W0006,52.05,10.2772,,5.4,16.2,17.0,0.18,17.7,0.146,2.64,era5
2026-07-05,W0006,52.05,10.2772,,4.3,18.1,18.6,0.193,17.9,0.146,3.8,era5
2026-07-06,W0006,52.05,10.2772,,3.2,18.0,17.8,0.193,17.8,0.147,2.69,era5
2026-07-07,W0006,52.05,10.2772,,1.5,20.1,19.6,0.191,18.3,0.147,4.49,era5
2026-07-08,W0006,52.05,10.2772,,0.7,18.5,19.7,0.171,18.8,0.147,5.25,era5
2026-07-09,W0006,52.05,10.2772,,0.5,17.4,18.5,0.146,18.5,0.148,3.06,era5
2026-07-10,W0006,52.05,10.2772,,0.0,19.6,20.9,0.136,18.8,0.147,4.83,era5
2026-07-11,W0006,52.05,10.2772,,0.0,22.1,22.8,0.127,20.3,0.147,5.58,era5
2026-07-12,W0006,52.05,10.2772,,0.1,23.5,23.9,0.123,21.3,0.147,6.35,era5
2026-07-13,W0006,52.05,10.2772,,0.5,23.2,24.8,0.103,22.1,0.147,6.09,era5
2026-07-14,W0006,52.05,10.2772,,4.9,20.4,22.4,0.164,22.4,0.147,4.43,era5
2026-07-15,W0006,52.05,10.2772,,0.0,20.7,21.3,0.192,20.6,0.148,5.3,era5
2026-07-16,W0006,52.05,10.2772,,0.8,21.5,22.3,0.165,20.7,0.148,5.31,era5
2026-07-17,W0006,52.05,10.2772,,0.3,22.7,23.0,0.144,20.8,0.148,5.1,era5
2026-07-18,W0006,52.05,10.2772,,0.0,19.5,21.3,0.14,20.3,0.148,4.87,era5
2026-07-19,W0006,52.05,10.2772,,3.5,16.0,18.1,0.173,19.2,0.148,3.4,era5
2026-07-20,W0006,52.05,10.2772,,1.6,15.3,16.9,0.205,17.5,0.148,3.37,era5
2026-07-21,W0006,52.05,10.2772,,0.4,16.7,17.7,0.199,17.2,0.149,4.42,era5
2026-07-22,W0006,52.05,10.2772,,1.3,16.0,16.9,0.165,17.2,0.149,3.18,era5
2026-07-23,W0006,52.05,10.2772,,0.1,15.8,17.0,0.166,16.8,0.149,3.41,era5
2026-07-24,W0006,52.05,10.2772,,0.0,16.7,17.7,0.146,16.2,0.149,4.6,era5
2026-07-25,W0006,52.05,10.2772,,0.0,20.2,20.1,0.135,17.4,0.149,5.7,era5
2026-07-26,W0006,52.05,10.2772,,6.1,20.4,20.7,0.136,19.1,0.149,4.3,era5
2026-07-01,W0007,52.05,10.3363,,3.9,19.8,20.8,0.239,20.7,0.157,4.59,era5
2026-07-02,W0007,52.05,10.3363,,0.1,19.5,20.3,0.179,19.7,0.145,4.86,era5
2026-07-03,W0007,52.05,10.3363,,0.2,17.3,18.7,0.177,19.1,0.146,4.44,era5
2026-07-04,W0007,52.05,10.3363,,5.4,16.2,17.0,0.18,17.7,0.146,2.64,era5
2026-07-05,W0007,52.05,10.3363,,4.3,18.1,18.6,0.193,17.9,0.146,3.81,era5
2026-07-06,W0007,52.05,10.3363,,3.2,18.0,17.8,0.193,17.8,0.147,2.69,era5
2026-07-07,W0007,52.05,10.3363,,1.5,20.1,19.6,0.191,18.3,0.147,4.49,era5
2026-07-08,W0007,52.05,10.3363,,0.7,18.5,19.7,0.171,18.8,0.147,5.26,era5
2026-07-09,W0007,52.05,10.3363,,0.5,17.4,18.5,0.146,18.5,0.148,3.06,era5
2026-07-10,W0007,52.05,10.3363,,0.0,19.6,20.9,0.136,18.8,0.147,4.84,era5
2026-07-11,W0007,52.05,10.3363,,0.0,22.1,22.8,0.127,20.3,0.147,5.58,era5
2026-07-12,W0007,52.05,10.3363,,0.1,23.5,23.9,0.123,21.3,0.147,6.36,era5
2026-07-13,W0007,52.05,10.3363,,0.5,23.2,24.8,0.103,22.1,0.147,6.1,era5
2026-07-14,W0007,52.05,10.3363,,4.9,20.4,22.4,0.164,22.4,0.147,4.43,era5
2026-07-15,W0007,52.05,10.3363,,0.0,20.7,21.3,0.192,20.6,0.148,5.3,era5
2026-07-16,W0007,52.05,10.3363,,0.8,21.5,22.3,0.165,20.7,0.148,5.32,era5
2026-07-17,W0007,52.05,10.3363,,0.3,22.7,23.0,0.144,20.8,0.148,5.1,era5
2026-07-18,W0007,52.05,10.3363,,0.0,19.5,21.3,0.14,20.3,0.148,4.87,era5
2026-07-19,W0007,52.05,10.3363,,3.5,16.0,18.1,0.173,19.2,0.148,3.4,era5
2026-07-20,W0007,52.05,10.3363,,1.6,15.3,16.9,0.205,17.5,0.148,3.37,era5
2026-07-21,W0007,52.05,10.3363,,0.4,16.7,17.7,0.199,17.2,0.149,4.42,era5
2026-07-22,W0007,52.05,10.3363,,1.3,16.0,16.9,0.165,17.2,0.149,3.18,era5
2026-07-23,W0007,52.05,10.3363,,0.1,15.8,17.0,0.166,16.8,0.149,3.41,era5
2026-07-24,W0007,52.05,10.3363,,0.0,16.7,17.7,0.146,16.2,0.149,4.61,era5
2026-07-25,W0007,52.05,10.3363,,0.0,20.2,20.1,0.135,17.4,0.149,5.71,era5
2026-07-26,W0007,52.05,10.3363,,6.1,20.4,20.7,0.136,19.1,0.149,4.3,era5
2026-07-01,W0008,52.05,10.3658,,3.2,20.1,20.9,0.232,20.8,0.143,4.45,era5
2026-07-02,W0008,52.05,10.3658,,0.1,20.1,20.8,0.157,20.0,0.143,5.05,era5
2026-07-03,W0008,52.05,10.3658,,0.1,17.8,19.3,0.156,19.7,0.143,4.64,era5
2026-07-04,W0008,52.05,10.3658,,3.9,16.5,17.4,0.167,18.3,0.143,2.64,era5
2026-07-05,W0008,52.05,10.3658,,4.7,18.4,19.0,0.187,18.3,0.143,3.95,era5
2026-07-06,W0008,52.05,10.3658,,3.5,18.3,18.1,0.183,18.3,0.143,2.7,era5
2026-07-07,W0008,52.05,10.3658,,3.4,20.4,19.9,0.178,18.6,0.144,4.63,era5
2026-07-08,W0008,52.05,10.3658,,0.4,18.8,20.2,0.155,19.2,0.144,5.45,era5
2026-07-09,W0008,52.05,10.3658,,0.7,17.6,18.9,0.132,18.9,0.144,3.14,era5
2026-07-10,W0008,52.05,10.3658,,0.0,19.8,21.4,0.124,19.2,0.144,4.77,era5
2026-07-11,W0008,52.05,10.3658,,0.0,22.4,23.5,0.112,20.8,0.144,5.53,era5
2026-07-12,W0008,52.05,10.3658,,0.0,23.9,24.7,0.111,21.9,0.144,6.41,era5
2026-07-13,W0008,52.05,10.3658,,0.7,23.5,25.4,0.106,22.9,0.144,6.08,era5
2026-07-14,W0008,52.05,10.3658,,5.4,21.0,23.1,0.142,22.8,0.144,4.53,era5
2026-07-15,W0008,52.05,10.3658,,0.0,21.1,22.3,0.144,20.9,0.144,5.28,era5
2026-07-16,W0008,52.05,10.3658,,0.6,21.7,23.4,0.134,21.4,0.144,5.32,era5
2026-07-17,W0008,52.05,10.3658,,0.2,22.9,23.6,0.145,21.5,0.144,4.93,era5
2026-07-18,W0008,52.05,10.3658,,0.0,20.0,21.7,0.148,21.0,0.144,5.06,era5
2026-07-19,W0008,52.05,10.3658,,2.1,16.3,18.4,0.175,19.7,0.144,3.47,era5
2026-07-20,W0008,52.05,10.3658,,1.8,15.8,17.4,0.201,18.0,0.144,3.6,era5
2026-07-21,W0008,52.05,10.3658,,0.6,17.1,18.2,0.19,17.7,0.145,4.47,era5
2026-07-22,W0008,52.05,10.3658,,1.0,16.4,17.4,0.158,17.9,0.145,3.29,era5
2026-07-23,W0008,52.05,10.3658,,0.2,16.2,17.5,0.161,17.4,0.145,3.48,era5
2026-07-24,W0008,52.05,10.3658,,0.0,17.0,18.1,0.142,16.7,0.145,4.64,era5
2026-07-25,W0008,52.05,10.3658,,0.0,20.3,20.5,0.132,18.0,0.145,5.65,era5
2026-07-26,W0008,52.05,10.3658,,6.5,21.0,21.4,0.13,19.7,0.145,4.53,era5
2026-07-01,W0009,52.05,10.5135,,2.4,20.1,21.2,0.182,20.9,0.149,4.26,era5
2026-07-02,W0009,52.05,10.5135,,0.2,20.3,21.7,0.119,20.3,0.149,5.29,era5
2026-07-03,W0009,52.05,10.5135,,0.0,18.1,20.0,0.125,20.1,0.149,4.92,era5
2026-07-04,W0009,52.05,10.5135,,3.0,16.6,17.8,0.135,18.7,0.149,2.63,era5
2026-07-05,W0009,52.05,10.5135,,5.2,18.5,19.0,0.178,18.3,0.149,3.9,era5
2026-07-06,W0009,52.05,10.5135,,3.7,18.3,18.1,0.189,18.2,0.149,2.67,era5
2026-07-07,W0009,52.05,10.5135,,0.6,20.6,20.1,0.182,18.6,0.149,4.79,era5
2026-07-08,W0009,52.05,10.5135,,0.3,18.8,20.2,0.161,19.0,0.15,5.48,era5
2026-07-09,W0009,52.05,10.5135,,1.0,17.6,18.7,0.137,18.7,0.15,3.09,era5
2026-07-10,W0009,52.05,10.5135,,0.0,19.8,21.4,0.125,19.1,0.15,4.72,era5
2026-07-11,W0009,52.05,10.5135,,0.0,22.3,23.6,0.113,20.9,0.149,5.49,era5
2026-07-12,W0009,52.05,10.5135,,0.0,23.9,24.6,0.114,21.9,0.149,6.4,era5
2026-07-13,W0009,52.05,10.5135,,0.7,23.5,25.6,0.109,22.9,0.149,6.05,era5
2026-07-14,W0009,52.05,10.5135,,4.6,21.2,23.2,0.152,22.8,0.149,4.48,era5
2026-07-15,W0009,52.05,10.5135,,0.0,20.9,21.9,0.171,20.8,0.15,5.1,era5
2026-07-16,W0009,52.05,10.5135,,0.4,21.6,22.9,0.164,21.1,0.15,5.15,era5
2026-07-17,W0009,52.05,10.5135,,4.3,21.9,22.5,0.187,21.2,0.15,4.35,era5
2026-07-18,W0009,52.05,10.5135,,0.0,20.0,21.3,0.186,20.6,0.15,5.1,era5
2026-07-19,W0009,52.05,10.5135,,2.5,16.3,18.4,0.201,19.5,0.15,3.53,era5
2026-07-20,W0009,52.05,10.5135,,2.4,15.9,17.4,0.211,17.9,0.154,3.67,era5
2026-07-21,W0009,52.05,10.5135,,0.5,17.1,18.4,0.188,17.9,0.164,4.42,era5
2026-07-22,W0009,52.05,10.5135,,0.8,16.5,17.4,0.161,17.9,0.141,3.27,era5
2026-07-23,W0009,52.05,10.5135,,0.3,16.4,17.6,0.167,17.5,0.141,3.57,era5
2026-07-24,W0009,52.05,10.5135,,0.0,16.9,18.0,0.157,16.8,0.141,4.65,era5
2026-07-25,W0009,52.05,10.5135,,0.0,20.1,20.3,0.147,18.0,0.141,5.6,era5
2026-07-26,W0009,52.05,10.5135,,6.8,21.2,21.0,0.144,19.5,0.141,4.49,era5
2026-07-01,W0010,52.05,10.6317,,2.4,20.1,21.2,0.182,20.9,0.149,4.26,era5
2026-07-02,W0010,52.05,10.6317,,0.2,20.3,21.7,0.119,20.3,0.149,5.29,era5
2026-07-03,W0010,52.05,10.6317,,0.0,18.1,20.0,0.125,20.1,0.149,4.92,era5
2026-07-04,W0010,52.05,10.6317,,3.0,16.6,17.8,0.135,18.7,0.149,2.63,era5
2026-07-05,W0010,52.05,10.6317,,5.2,18.5,19.0,0.178,18.3,0.149,3.9,era5
2026-07-06,W0010,52.05,10.6317,,3.7,18.3,18.1,0.189,18.2,0.149,2.67,era5
2026-07-07,W0010,52.05,10.6317,,0.6,20.6,20.1,0.182,18.6,0.149,4.79,era5
2026-07-08,W0010,52.05,10.6317,,0.3,18.8,20.2,0.161,19.0,0.15,5.48,era5
2026-07-09,W0010,52.05,10.6317,,1.0,17.6,18.7,0.137,18.7,0.15,3.09,era5
2026-07-10,W0010,52.05,10.6317,,0.0,19.8,21.4,0.125,19.1,0.15,4.72,era5
2026-07-11,W0010,52.05,10.6317,,0.0,22.3,23.6,0.113,20.9,0.149,5.5,era5
2026-07-12,W0010,52.05,10.6317,,0.0,23.9,24.6,0.114,21.9,0.149,6.4,era5
2026-07-13,W0010,52.05,10.6317,,0.7,23.5,25.6,0.109,22.9,0.149,6.05,era5
2026-07-14,W0010,52.05,10.6317,,4.6,21.2,23.2,0.152,22.8,0.149,4.48,era5
2026-07-15,W0010,52.05,10.6317,,0.0,20.9,21.9,0.171,20.8,0.15,5.1,era5
2026-07-16,W0010,52.05,10.6317,,0.4,21.6,22.9,0.164,21.1,0.15,5.15,era5
2026-07-17,W0010,52.05,10.6317,,4.3,21.9,22.5,0.187,21.2,0.15,4.35,era5
2026-07-18,W0010,52.05,10.6317,,0.0,20.0,21.3,0.186,20.6,0.15,5.1,era5
2026-07-19,W0010,52.05,10.6317,,2.5,16.3,18.4,0.201,19.5,0.15,3.53,era5
2026-07-20,W0010,52.05,10.6317,,2.4,15.9,17.4,0.211,17.9,0.154,3.67,era5
2026-07-21,W0010,52.05,10.6317,,0.5,17.1,18.4,0.188,17.9,0.164,4.42,era5
2026-07-22,W0010,52.05,10.6317,,0.8,16.5,17.4,0.161,17.9,0.141,3.27,era5
2026-07-23,W0010,52.05,10.6317,,0.3,16.4,17.6,0.167,17.5,0.141,3.57,era5
2026-07-24,W0010,52.05,10.6317,,0.0,16.9,18.0,0.157,16.8,0.141,4.65,era5
2026-07-25,W0010,52.05,10.6317,,0.0,20.1,20.3,0.147,18.0,0.141,5.61,era5
2026-07-26,W0010,52.05,10.6317,,6.8,21.2,21.0,0.144,19.5,0.141,4.49,era5
2026-07-01,W0011,52.05,10.8089,,3.4,19.6,20.7,0.217,20.7,0.147,3.88,era5
2026-07-02,W0011,52.05,10.8089,,0.1,19.8,20.5,0.177,19.6,0.133,5.18,era5
2026-07-03,W0011,52.05,10.8089,,0.0,17.7,19.1,0.161,19.2,0.133,4.82,era5
2026-07-04,W0011,52.05,10.8089,,2.9,16.1,17.1,0.16,17.9,0.133,2.44,era5
2026-07-05,W0011,52.05,10.8089,,5.8,18.0,18.2,0.244,17.4,0.135,3.63,era5
2026-07-06,W0011,52.05,10.8089,,4.5,17.9,17.5,0.254,17.4,0.138,2.49,era5
2026-07-07,W0011,52.05,10.8089,,1.2,20.1,19.2,0.235,17.9,0.142,4.56,era5
