datum,ort,lat,lon,regen_icon,regen_era5,temperatur,bt07,bf07,bt728,bf728,et0,quelle
2026-05-01,W0004,52.05,10.2182,,0.0,14.1,13.5,0.116,11.3,0.149,4.57,era5
2026-05-02,W0004,52.05,10.2182,,0.0,18.3,16.5,0.106,13.3,0.149,5.64,era5
2026-05-03,W0004,52.05,10.2182,,0.0,18.9,17.7,0.128,15.3,0.149,5.08,era5
2026-05-04,W0004,52.05,10.2182,,1.6,17.2,18.3,0.121,16.0,0.149,3.97,era5
2026-05-05,W0004,52.05,10.2182,,4.6,14.6,15.6,0.167,15.5,0.149,2.34,era5
2026-05-06,W0004,52.05,10.2182,,29.5,10.3,11.5,0.35,13.2,0.167,0.7,era5
2026-05-07,W0004,52.05,10.2182,,6.6,8.1,9.1,0.37,10.5,0.212,0.75,era5
2026-05-08,W0004,52.05,10.2182,,0.0,9.0,9.1,0.325,9.1,0.234,1.98,era5
2026-05-09,W0004,52.05,10.2182,,0.1,11.2,11.1,0.288,10.1,0.236,2.27,era5
2026-05-10,W0004,52.05,10.2182,,0.2,12.8,12.4,0.257,11.0,0.232,3.44,era5
2026-05-11,W0004,52.05,10.2182,,10.6,8.0,9.6,0.289,11.1,0.219,0.89,era5
2026-05-12,W0004,52.05,10.2182,,7.1,5.8,6.9,0.359,8.2,0.276,1.23,era5
2026-05-13,W0004,52.05,10.2182,,8.4,8.2,8.6,0.353,8.2,0.303,2.3,era5
2026-05-14,W0004,52.05,10.2182,,11.4,7.2,8.0,0.375,8.4,0.308,1.79,era5
2026-05-15,W0004,52.05,10.2182,,1.8,7.8,8.4,0.351,8.2,0.307,2.63,era5
2026-05-16,W0004,52.05,10.2182,,0.4,8.2,9.0,0.295,8.7,0.295,3.02,era5
2026-05-17,W0004,52.05,10.2182,,0.0,10.6,10.1,0.258,9.2,0.284,3.32,era5
2026-05-18,W0004,52.05,10.2182,,1.3,12.5,12.2,0.205,10.8,0.259,3.41,era5
2026-05-19,W0004,52.05,10.2182,,0.6,12.4,12.6,0.179,11.4,0.243,3.65,era5
2026-05-20,W0004,52.05,10.2182,,7.8,13.9,14.0,0.173,12.6,0.235,2.75,era5
2026-05-21,W0004,52.05,10.2182,,0.6,15.1,14.8,0.174,13.3,0.222,3.23,era5
2026-05-22,W0004,52.05,10.2182,,0.0,17.7,17.0,0.164,14.3,0.213,4.58,era5
2026-05-23,W0004,52.05,10.2182,,0.0,20.5,19.4,0.137,16.1,0.198,5.22,era5
2026-05-24,W0004,52.05,10.2182,,0.0,20.6,20.9,0.121,17.7,0.185,5.38,era5
2026-05-25,W0004,52.05,10.2182,,0.0,19.3,20.4,0.107,18.0,0.171,5.39,era5
2026-05-26,W0004,52.05,10.2182,,0.0,22.4,22.5,0.094,18.9,0.159,5.93,era5
2026-05-27,W0004,52.05,10.2182,,0.0,18.6,21.5,0.089,19.6,0.154,5.78,era5
2026-05-28,W0004,52.05,10.2182,,0.0,15.2,18.7,0.083,18.0,0.151,5.13,era5
2026-05-29,W0004,52.05,10.2182,,7.5,19.4,19.7,0.126,17.4,0.149,5.68,era5
2026-05-30,W0004,52.05,10.2182,,0.1,18.9,20.2,0.165,18.8,0.149,4.79,era5
2026-05-31,W0004,52.05,10.2182,,11.7,17.1,17.6,0.196,17.8,0.149,2.85,era5
2026-05-01,W0005,52.05,10.2477,,0.0,14.1,13.5,0.116,11.3,0.149,4.56,era5
2026-05-02,W0005,52.05,10.2477,,0.0,18.3,16.5,0.106,13.3,0.149,5.64,era5
2026-05-03,W0005,52.05,10.2477,,0.0,18.9,17.7,0.128,15.3,0.149,5.09,era5
2026-05-04,W0005,52.05,10.2477,,1.6,17.2,18.3,0.121,16.0,0.149,3.97,era5
2026-05-05,W0005,52.05,10.2477,,4.6,14.6,15.6,0.167,15.5,0.149,2.34,era5
2026-05-06,W0005,52.05,10.2477,,29.5,10.3,11.5,0.35,13.2,0.167,0.7,era5
2026-05-07,W0005,52.05,10.2477,,6.6,8.1,9.1,0.37,10.5,0.212,0.75,era5
2026-05-08,W0005,52.05,10.2477,,0.0,9.0,9.1,0.325,9.1,0.234,1.97,era5
2026-05-09,W0005,52.05,10.2477,,0.1,11.2,11.1,0.288,10.1,0.236,2.26,era5
2026-05-10,W0005,52.05,10.2477,,0.2,12.8,12.4,0.257,11.0,0.232,3.42,era5
2026-05-11,W0005,52.05,10.2477,,10.6,8.0,9.6,0.289,11.1,0.219,0.88,era5
2026-05-12,W0005,52.05,10.2477,,7.1,5.8,6.9,0.359,8.2,0.276,1.23,era5
2026-05-13,W0005,52.05,10.2477,,8.4,8.2,8.6,0.353,8.2,0.303,2.29,era5
2026-05-14,W0005,52.05,10.2477,,11.4,7.2,8.0,0.375,8.4,0.308,1.78,era5
2026-05-15,W0005,52.05,10.2477,,1.8,7.8,8.4,0.351,8.2,0.307,2.62,era5
2026-05-16,W0005,52.05,10.2477,,0.4,8.2,9.0,0.295,8.7,0.295,3.01,era5
2026-05-17,W0005,52.05,10.2477,,0.0,10.6,10.1,0.258,9.2,0.284,3.31,era5
2026-05-18,W0005,52.05,10.2477,,1.3,12.5,12.2,0.205,10.8,0.259,3.4,era5
2026-05-19,W0005,52.05,10.2477,,0.6,12.4,12.6,0.179,11.4,0.243,3.64,era5
2026-05-20,W0005,52.05,10.2477,,7.8,13.9,14.0,0.173,12.6,0.235,2.74,era5
2026-05-21,W0005,52.05,10.2477,,0.6,15.1,14.8,0.174,13.3,0.222,3.22,era5
2026-05-22,W0005,52.05,10.2477,,0.0,17.7,17.0,0.164,14.3,0.213,4.57,era5
2026-05-23,W0005,52.05,10.2477,,0.0,20.5,19.4,0.137,16.1,0.198,5.21,era5
2026-05-24,W0005,52.05,10.2477,,0.0,20.6,20.9,0.121,17.7,0.185,5.37,era5
2026-05-25,W0005,52.05,10.2477,,0.0,19.3,20.4,0.107,18.0,0.171,5.38,era5
2026-05-26,W0005,52.05,10.2477,,0.0,22.4,22.5,0.094,18.9,0.159,5.92,era5
2026-05-27,W0005,52.05,10.2477,,0.0,18.6,21.5,0.089,19.6,0.154,5.78,era5
2026-05-28,W0005,52.05,10.2477,,0.0,15.2,18.7,0.083,18.0,0.151,5.11,era5
2026-05-29,W0005,52.05,10.2477,,7.5,19.4,19.7,0.126,17.4,0.149,5.68,era5
2026-05-30,W0005,52.05,10.2477,,0.1,18.9,20.2,0.165,18.8,0.149,4.78,era5
2026-05-31,W0005,52.05,10.2477,,11.7,17.1,17.6,0.196,17.8,0.149,2.84,era5
2026-05-01,W0006,52.05,10.2772,,0.0,14.1,13.5,0.116,11.3,0.149,4.56,era5
2026-05-02,W0006,52.05,10.2772,,0.0,18.3,16.5,0.106,13.3,0.149,5.64,era5
2026-05-03,W0006,52.05,10.2772,,0.0,18.9,17.7,0.128,15.3,0.149,5.09,era5
2026-05-04,W0006,52.05,10.2772,,1.6,17.2,18.3,0.121,16.0,0.149,3.97,era5
2026-05-05,W0006,52.05,10.2772,,4.6,14.6,15.6,0.167,15.5,0.149,2.33,era5
2026-05-06,W0006,52.05,10.2772,,29.5,10.3,11.5,0.35,13.2,0.167,0.7,era5
2026-05-07,W0006,52.05,10.2772,,6.6,8.1,9.1,0.37,10.5,0.212,0.75,era5
2026-05-08,W0006,52.05,10.2772,,0.0,9.0,9.1,0.325,9.1,0.234,1.97,era5
2026-05-09,W0006,52.05,10.2772,,0.1,11.2,11.1,0.288,10.1,0.236,2.26,era5
2026-05-10,W0006,52.05,10.2772,,0.2,12.8,12.4,0.257,11.0,0.232,3.42,era5
2026-05-11,W0006,52.05,10.2772,,10.6,8.0,9.6,0.289,11.1,0.219,0.88,era5
2026-05-12,W0006,52.05,10.2772,,7.1,5.8,6.9,0.359,8.2,0.276,1.23,era5
2026-05-13,W0006,52.05,10.2772,,8.4,8.2,8.6,0.353,8.2,0.303,2.29,era5
2026-05-14,W0006,52.05,10.2772,,11.4,7.2,8.0,0.375,8.4,0.308,1.78,era5
2026-05-15,W0006,52.05,10.2772,,1.8,7.8,8.4,0.351,8.2,0.307,2.61,era5
2026-05-16,W0006,52.05,10.2772,,0.4,8.2,9.0,0.295,8.7,0.295,3.0,era5
2026-05-17,W0006,52.05,10.2772,,0.0,10.6,10.1,0.258,9.2,0.284,3.31,era5
2026-05-18,W0006,52.05,10.2772,,1.3,12.5,12.2,0.205,10.8,0.259,3.4,era5
2026-05-19,W0006,52.05,10.2772,,0.6,12.4,12.6,0.179,11.4,0.243,3.63,era5
2026-05-20,W0006,52.05,10.2772,,7.8,13.9,14.0,0.173,12.6,0.235,2.74,era5
2026-05-21,W0006,52.05,10.2772,,0.6,15.1,14.8,0.174,13.3,0.222,3.22,era5
2026-05-22,W0006,52.05,10.2772,,0.0,17.7,17.0,0.164,14.3,0.213,4.56,era5
2026-05-23,W0006,52.05,10.2772,,0.0,20.5,19.4,0.137,16.1,0.198,5.21,era5
2026-05-24,W0006,52.05,10.2772,,0.0,20.6,20.9,0.121,17.7,0.185,5.37,era5
2026-05-25,W0006,52.05,10.2772,,0.0,19.3,20.4,0.107,18.0,0.171,5.38,era5
2026-05-26,W0006,52.05,10.2772,,0.0,22.4,22.5,0.094,18.9,0.159,5.92,era5
2026-05-27,W0006,52.05,10.2772,,0.0,18.6,21.5,0.089,19.6,0.154,5.77,era5
2026-05-28,W0006,52.05,10.2772,,0.0,15.2,18.7,0.083,18.0,0.151,5.11,era5
2026-05-29,W0006,52.05,10.2772,,7.5,19.4,19.7,0.126,17.4,0.149,5.68,era5
2026-05-30,W0006,52.05,10.2772,,0.1,18.9,20.2,0.165,18.8,0.149,4.78,era5
2026-05-31,W0006,52.05,10.2772,,11.7,17.1,17.6,0.196,17.8,0.149,2.84,era5
2026-05-01,W0007,52.05,10.3363,,0.0,14.1,13.5,0.116,11.3,0.149,4.56,era5
2026-05-02,W0007,52.05,10.3363,,0.0,18.3,16.5,0.106,13.3,0.149,5.64,era5
2026-05-03,W0007,52.05,10.3363,,0.0,18.9,17.7,0.128,15.3,0.149,5.09,era5
2026-05-04,W0007,52.05,10.3363,,1.6,17.2,18.3,0.121,16.0,0.149,3.97,era5
2026-05-05,W0007,52.05,10.3363,,4.6,14.6,15.6,0.167,15.5,0.149,2.34,era5
2026-05-06,W0007,52.05,10.3363,,29.5,10.3,11.5,0.35,13.2,0.167,0.7,era5
2026-05-07,W0007,52.05,10.3363,,6.6,8.1,9.1,0.37,10.5,0.212,0.75,era5
2026-05-08,W0007,52.05,10.3363,,0.0,9.0,9.1,0.325,9.1,0.234,1.98,era5
2026-05-09,W0007,52.05,10.3363,,0.1,11.2,11.1,0.288,10.1,0.236,2.26,era5
2026-05-10,W0007,52.05,10.3363,,0.2,12.8,12.4,0.257,11.0,0.232,3.43,era5
2026-05-11,W0007,52.05,10.3363,,10.6,8.0,9.6,0.289,11.1,0.219,0.89,era5
2026-05-12,W0007,52.05,10.3363,,7.1,5.8,6.9,0.359,8.2,0.276,1.23,era5
2026-05-13,W0007,52.05,10.3363,,8.4,8.2,8.6,0.353,8.2,0.303,2.29,era5
2026-05-14,W0007,52.05,10.3363,,11.4,7.2,8.0,0.375,8.4,0.308,1.79,era5
2026-05-15,W0007,52.05,10.3363,,1.8,7.8,8.4,0.351,8.2,0.307,2.62,era5
2026-05-16,W0007,52.05,10.3363,,0.4,8.2,9.0,0.295,8.7,0.295,3.01,era5
2026-05-17,W0007,52.05,10.3363,,0.0,10.6,10.1,0.258,9.2,0.284,3.32,era5
2026-05-18,W0007,52.05,10.3363,,1.3,12.5,12.2,0.205,10.8,0.259,3.4,era5
2026-05-19,W0007,52.05,10.3363,,0.6,12.4,12.6,0.179,11.4,0.243,3.64,era5
2026-05-20,W0007,52.05,10.3363,,7.8,13.9,14.0,0.173,12.6,0.235,2.74,era5
2026-05-21,W0007,52.05,10.3363,,0.6,15.1,14.8,0.174,13.3,0.222,3.22,era5
2026-05-22,W0007,52.05,10.3363,,0.0,17.7,17.0,0.164,14.3,0.213,4.57,era5
2026-05-23,W0007,52.05,10.3363,,0.0,20.5,19.4,0.137,16.1,0.198,5.21,era5
2026-05-24,W0007,52.05,10.3363,,0.0,20.6,20.9,0.121,17.7,0.185,5.37,era5
2026-05-25,W0007,52.05,10.3363,,0.0,19.3,20.4,0.107,18.0,0.171,5.38,era5
2026-05-26,W0007,52.05,10.3363,,0.0,22.4,22.5,0.094,18.9,0.159,5.92,era5
2026-05-27,W0007,52.05,10.3363,,0.0,18.6,21.5,0.089,19.6,0.154,5.78,era5
2026-05-28,W0007,52.05,10.3363,,0.0,15.2,18.7,0.083,18.0,0.151,5.12,era5
2026-05-29,W0007,52.05,10.3363,,7.5,19.4,19.7,0.126,17.4,0.149,5.68,era5
2026-05-30,W0007,52.05,10.3363,,0.1,18.9,20.2,0.165,18.8,0.149,4.78,era5
2026-05-31,W0007,52.05,10.3363,,11.7,17.1,17.6,0.196,17.8,0.149,2.85,era5
2026-05-01,W0008,52.05,10.3658,,0.0,14.2,13.7,0.115,11.8,0.145,4.75,era5
2026-05-02,W0008,52.05,10.3658,,0.0,18.3,16.5,0.112,13.6,0.145,5.55,era5
2026-05-03,W0008,52.05,10.3658,,0.0,19.4,17.8,0.118,15.4,0.144,4.93,era5
2026-05-04,W0008,52.05,10.3658,,1.8,17.8,19.0,0.109,16.4,0.144,4.13,era5
2026-05-05,W0008,52.05,10.3658,,4.8,15.0,16.2,0.17,16.1,0.144,2.46,era5
2026-05-06,W0008,52.05,10.3658,,30.2,10.8,12.0,0.366,13.7,0.179,0.77,era5
2026-05-07,W0008,52.05,10.3658,,5.5,8.6,9.6,0.376,11.0,0.23,0.83,era5
2026-05-08,W0008,52.05,10.3658,,0.1,9.3,9.5,0.336,9.5,0.256,2.09,era5
2026-05-09,W0008,52.05,10.3658,,0.0,11.6,11.4,0.294,10.5,0.257,2.3,era5
2026-05-10,W0008,52.05,10.3658,,0.3,12.9,12.5,0.264,11.2,0.252,3.46,era5
2026-05-11,W0008,52.05,10.3658,,10.8,8.5,10.0,0.296,11.4,0.238,0.93,era5
2026-05-12,W0008,52.05,10.3658,,6.5,6.1,7.2,0.351,8.6,0.271,1.16,era5
2026-05-13,W0008,52.05,10.3658,,8.6,8.6,9.0,0.349,8.6,0.29,2.38,era5
2026-05-14,W0008,52.05,10.3658,,6.6,7.7,8.5,0.351,8.9,0.29,1.89,era5
2026-05-15,W0008,52.05,10.3658,,1.6,8.1,8.7,0.329,8.6,0.291,2.56,era5
2026-05-16,W0008,52.05,10.3658,,0.6,8.6,9.5,0.284,9.3,0.282,3.11,era5
2026-05-17,W0008,52.05,10.3658,,0.0,10.8,10.6,0.252,9.8,0.274,3.53,era5
2026-05-18,W0008,52.05,10.3658,,3.6,12.8,12.9,0.212,11.6,0.253,3.51,era5
2026-05-19,W0008,52.05,10.3658,,1.3,12.6,13.2,0.21,12.3,0.244,3.63,era5
2026-05-20,W0008,52.05,10.3658,,7.4,14.6,14.7,0.192,13.6,0.236,2.89,era5
2026-05-21,W0008,52.05,10.3658,,0.5,15.6,15.5,0.183,14.2,0.228,3.36,era5
2026-05-22,W0008,52.05,10.3658,,0.0,17.9,17.4,0.163,15.1,0.215,4.54,era5
2026-05-23,W0008,52.05,10.3658,,0.0,20.7,20.3,0.127,17.1,0.194,5.22,era5
2026-05-24,W0008,52.05,10.3658,,0.0,21.4,22.0,0.108,18.9,0.177,5.6,era5
2026-05-25,W0008,52.05,10.3658,,0.0,19.9,21.9,0.096,19.4,0.164,5.44,era5
2026-05-26,W0008,52.05,10.3658,,0.0,23.0,23.6,0.088,19.8,0.155,5.99,era5
2026-05-27,W0008,52.05,10.3658,,0.0,19.2,22.6,0.091,20.8,0.154,5.91,era5
2026-05-28,W0008,52.05,10.3658,,0.0,15.7,19.6,0.089,19.3,0.153,5.1,era5
2026-05-29,W0008,52.05,10.3658,,7.0,19.5,20.3,0.125,18.4,0.15,5.54,era5
2026-05-30,W0008,52.05,10.3658,,0.2,19.4,20.9,0.15,19.6,0.15,4.88,era5
2026-05-31,W0008,52.05,10.3658,,13.2,17.2,18.2,0.19,18.7,0.148,2.88,era5
2026-05-01,W0009,52.05,10.5135,,0.0,13.4,12.9,0.138,11.4,0.149,4.62,era5
2026-05-02,W0009,52.05,10.5135,,0.0,17.6,15.8,0.148,13.2,0.149,5.26,era5
2026-05-03,W0009,52.05,10.5135,,0.0,19.0,16.6,0.132,14.7,0.149,4.46,era5
2026-05-04,W0009,52.05,10.5135,,1.5,17.9,18.2,0.125,15.7,0.149,4.06,era5
2026-05-05,W0009,52.05,10.5135,,7.5,15.0,15.8,0.203,15.6,0.149,2.41,era5
2026-05-06,W0009,52.05,10.5135,,31.9,11.2,12.1,0.383,13.4,0.214,0.85,era5
2026-05-07,W0009,52.05,10.5135,,4.6,8.9,9.8,0.367,11.0,0.257,0.86,era5
2026-05-08,W0009,52.05,10.5135,,0.2,9.4,9.8,0.334,9.7,0.272,2.05,era5
2026-05-09,W0009,52.05,10.5135,,0.0,11.6,11.4,0.294,10.5,0.27,2.35,era5
2026-05-10,W0009,52.05,10.5135,,0.2,12.7,12.4,0.265,11.2,0.263,3.39,era5
2026-05-11,W0009,52.05,10.5135,,10.6,8.7,10.1,0.297,11.4,0.25,0.96,era5
2026-05-12,W0009,52.05,10.5135,,6.6,6.2,7.4,0.355,8.8,0.286,1.13,era5
2026-05-13,W0009,52.05,10.5135,,10.4,8.7,9.0,0.365,8.6,0.305,2.39,era5
2026-05-14,W0009,52.05,10.5135,,6.8,7.9,8.7,0.357,9.1,0.303,2.04,era5
2026-05-15,W0009,52.05,10.5135,,1.5,7.8,8.9,0.324,8.8,0.298,2.63,era5
2026-05-16,W0009,52.05,10.5135,,0.4,8.7,9.6,0.269,9.4,0.285,3.1,era5
2026-05-17,W0009,52.05,10.5135,,0.0,10.2,10.6,0.221,9.8,0.267,3.54,era5
2026-05-18,W0009,52.05,10.5135,,4.3,12.9,13.1,0.204,11.9,0.255,3.68,era5
2026-05-19,W0009,52.05,10.5135,,2.9,12.4,13.2,0.204,12.6,0.246,3.49,era5
